N	3gram	Voloshinov_1	Myshleni
1	для того чтобы	1	14
2	в том что	1	11
3	с точки зрения	6	9
4	так же как	2	7
5	друг с другом	1	7
6	по сравнению с	3	5
7	в этом отношении	1	5
8	с самого начала	4	5
9	можно сказать что	3	5
10	подобно тому как	1	4
11	то же самое	1	4
12	с этой точки	1	4
13	этой точки зрения	1	4
14	о том что	2	4
15	и того же	1	3
16	до сих пор	3	3
17	можно было бы	1	3
18	с одной стороны	1	3
19	не может быть	3	3
20	на вопрос о	1	3
21	одного и того	1	3
22	вообще не может	1	2
23	в самом деле	2	2
24	вместе с тем	1	2
25	в высшей степени	1	2
26	первый и основной	1	2
27	а с другой	1	2
28	в свое время	1	2
29	его отношение к	1	2
30	и может быть	2	1
31	что иное как	1	1
32	ничего не говорит	1	1
33	мы имеем в	1	1
34	имеем в виду	1	1
35	позволяет нам сделать	1	1
36	на самом деле	4	1
37	только в этой	1	1
38	в этом смысле	3	1
39	может быть совершенно	1	1
40	же как и	1	1
41	на первый план	1	1
42	никогда не утверждал	1	1
43	и основной вопрос	1	1
44	совершенно так же	1	1
45	именно то что	1	1
46	сделать это в	1	1
47	во всех областях	1	1
48	в применении к	1	1
49	есть в сущности	1	1
50	не что иное	1	1
51	но мы знаем	1	1
52	таким образом и	1	1
53	в себя и	1	1
54	не могут быть	2	1
55	так и с	1	1
56	не имеет места	1	1
57	мы и попытались	1	1
58	в связи с	1	1
59	но вместе с	1	1
60	в немногих словах	1	1
61	во всяком случае	3	1
62	в этом и	1	1
63	так и в	1	1
64	нет никаких оснований	2	1
65	шаг за шагом	1	1
66	и таким образом	1	1
67	мы не можем	1	1
68	по аналогии с	2	1
69	точки зрения обоих	1	1
70	и связанная с	1	1
71	и в известной	1	1
72	мы знаем что	1	1
73	что он прежде	1	1
74	нечто третье что	1	1
75	в том смысле	1	1
76	и т.п и	1	1
77	жизни таким образом	1	1
78	нельзя сказать о	1	1
79	не нуждается в	2	1
80	что в этой	1	1
81	той или иной	1	1
