N	3gram	Voloshinov_2	slovoVRo
1	не может быть	10	15
2	в отличие от	3	12
3	с чужим словом	1	10
4	передачи чужой речи	24	8
5	в этом случае	1	6
6	передачи чужого слова	1	6
7	в значительной степени	2	6
8	с одной стороны	3	5
9	чужого слова в	1	5
10	той или иной	4	5
11	в большинстве случаев	5	5
12	по отношению к	8	4
13	в зависимости от	2	4
14	то же время	8	4
15	но все же	1	4
16	в то же	8	4
17	в узком смысле	2	4
18	в отношении к	4	4
19	в том что	6	4
20	в той или	3	3
21	с точки зрения	13	3
22	чужого слова и	1	3
23	в этом отношении	1	3
24	в собственном смысле	2	3
25	или иной степени	2	3
26	но в то	5	3
27	между языком и	1	3
28	можно прямо сказать	1	3
29	так и в	1	3
30	одной стороны и	2	3
31	разрыв между языком	1	3
32	и связанные с	1	2
33	прямо сказать что	1	2
34	а вовсе не	1	2
35	в свою очередь	5	2
36	более или менее	2	2
37	и в особенности	1	2
38	до сих пор	3	2
39	в различные эпохи	1	2
40	у него нет	1	2
41	может быть и	5	2
42	как мы сказали	3	2
43	же время это	1	2
44	не только в	1	2
45	не могут быть	1	2
46	никогда не может	1	2
47	в этих формах	1	2
48	во всяком случае	2	2
49	языка не может	1	2
50	форм передачи чужой	4	2
51	изображения чужой речи	1	2
52	в связи с	7	2
53	как мы уже	3	2
54	для того чтобы	6	2
55	в точном смысле	4	2
56	чтобы проникнуть в	1	1
57	а следовательно и	1	1
58	не менее в	1	1
59	высказывания и потому	1	1
60	и не в	3	1
61	на данном языке	1	1
62	в какой мере	1	1
63	между тем именно	1	1
64	и как он	1	1
65	значение чужого слова	1	1
66	лишь при определенных	1	1
67	языка и языкового	1	1
68	его и в	1	1
69	все те моменты	1	1
70	мы уже сказали	1	1
71	формах передачи чужой	2	1
72	проникнуть в его	1	1
73	контексте и в	1	1
74	в том числе	1	1
75	этого слова является	1	1
76	громадное значение и	1	1
77	том что он	2	1
78	или в другом	1	1
79	чужое слово слово	1	1
80	к нему не	1	1
81	чужой речи к	1	1
82	и слов и	1	1
83	формы передачи чужой	1	1
84	может стремиться к	1	1
85	это сознание не	1	1
86	до известной степени	1	1
87	сами по себе	1	1
88	связанные с этим	1	1
89	но и в	2	1
90	самим автором и	1	1
91	так сказать самолично	1	1
92	точном смысле слова	1	1
93	в нем новые	1	1
94	чужого слова как	1	1
95	а лишь в	1	1
96	том числе и	1	1
97	и не может	3	1
98	жизни и в	1	1
99	на то что	2	1
100	рано или поздно	1	1
101	в языковом отношении	1	1
102	в процессе этого	1	1
103	слова все это	1	1
104	чужое слово и	1	1
105	по себе а	1	1
106	и языкового сознания	1	1
107	конечно не в	1	1
108	лишь в направлении	1	1
109	на этой почве	5	1
110	чувствует себя в	1	1
111	той же сфере	1	1
112	нем новые стороны	1	1
113	значение в процессе	1	1
114	однако и здесь	1	1
115	могут быть и	1	1
116	в свой состав	1	1
117	отношении к нему	1	1
118	высказывание таким образом	1	1
119	языка как вещи	1	1
120	в той же	1	1
121	одни то другие	1	1
122	то одни то	1	1
123	всегда и всюду	2	1
124	все более и	2	1
125	с различными моментами	1	1
126	различных социальных группах	1	1
127	имеет громадное значение	1	1
128	мы уже говорили	1	1
129	в этом направлении	1	1
130	так и от	2	1
131	основные линии его	1	1
132	то перед нами	1	1
133	чужой речи и	2	1
134	а не в	2	1
135	с другой стороны	1	1
136	в духе данного	1	1
137	только с помощью	1	1
138	хотя и в	1	1
139	тем или иным	1	1
140	мы видели что	1	1
141	оно так сказать	1	1
142	в широком смысле	1	1
143	тем не менее	1	1
144	и законченное выражение	1	1
145	время это и	1	1
146	о том что	3	1
147	того или иного	2	1
148	во всех этих	1	1
149	с той или	1	1
150	таким образом в	1	1
151	в нем нет	2	1
152	полемизирует с ними	1	1
153	в различных социальных	1	1
154	как и в	1	1
155	в соединении с	2	1
156	и как слово	1	1
157	и особенно на	1	1
158	до конца и	1	1
159	xvii и xviii	1	1
160	мы можем сказать	2	1
161	к нему и	1	1
162	с самого начала	5	1
163	и в идеологическом	1	1
164	более и более	2	1
165	для правильного понимания	1	1
166	но в этом	1	1
167	не с точки	1	1
168	и косвенной речи	1	1
169	здесь одно и	1	1
170	к единству языка	1	1
171	в его целом	1	1
172	только в процессе	1	1
173	прямой и косвенной	1	1
174	конечно не только	2	1
175	о которых мы	1	1
176	форм передачи чужого	1	1
177	в русском языке	4	1
178	точки зрения другого	1	1
179	всех этих случаях	1	1
180	в процессе его	2	1
181	выходят за пределы	2	1
182	не была понята	1	1
183	как мы видели	3	1
