N	2gram	Losev_Prob_4	Psycholo
1	в том	20	37
2	и в	20	32
3	и что	2	22
4	то есть	27	21
5	том что	12	21
6	потому что	15	21
7	таким образом	8	21
8	в искусстве	1	21
9	то что	15	21
10	что в	3	20
11	может быть	9	18
12	так же	5	18
13	точки зрения	14	17
14	что и	3	17
15	не может	5	17
16	самом деле	3	16
17	что она	4	16
18	в басне	1	15
19	того чтобы	2	14
20	то же	7	13
21	в этом	9	13
22	при этом	6	13
23	для того	3	13
24	что он	8	13
25	в самом	2	12
26	заключается в	2	12
27	не только	24	12
28	по себе	11	12
29	если мы	5	12
30	так как	5	12
31	на то	1	11
32	было бы	14	11
33	с тем	4	11
34	в основе	1	11
35	и т	4	10
36	когда он	1	10
37	с точки	11	10
38	при помощи	10	10
39	но и	14	10
40	как и	6	10
41	и не	28	10
42	как в	5	9
43	никогда не	1	9
44	что при	1	9
45	искусства и	1	9
46	тем что	3	9
47	что все	1	9
48	в своих	1	9
49	что это	2	8
50	не в	13	8
51	не менее	10	8
52	дело с	2	8
53	т п	1	8
54	того что	1	8
55	совершенно ясно	2	7
56	что они	2	7
57	и как	3	7
58	говорит что	2	7
59	все эти	16	7
60	ясно что	7	7
61	и его	10	7
62	как будто	11	7
63	к тому	3	7
64	можно было	4	7
65	только в	23	7
66	что для	1	7
67	а не	7	7
68	сказать что	7	7
69	что если	1	6
70	в этой	4	6
71	в художественном	4	6
72	он не	2	6
73	если бы	8	6
74	о том	5	6
75	все время	2	6
76	тот же	2	6
77	как бы	4	6
78	художественное произведение	1	6
79	же самое	6	6
80	художественного произведения	1	5
81	на самом	5	5
82	и на	3	5
83	что его	4	5
84	только на	2	5
85	на все	2	5
86	искусства в	1	5
87	далеко не	2	5
88	все это	9	5
89	в то	4	5
90	есть только	2	5
91	в ней	7	5
92	и даже	9	5
93	до сих	1	5
94	отнюдь не	10	5
95	искусства но	1	5
96	сих пор	1	5
97	как раз	4	5
98	как на	1	5
99	же как	1	4
100	сам по	6	4
101	едва ли	10	4
102	есть не	6	4
103	мы имеем	6	4
104	столь же	2	4
105	в чем	2	4
106	с этим	4	4
107	все же	2	4
108	в действительности	1	4
109	с той	1	4
110	в целом	1	4
111	и те	1	4
112	в нем	5	4
113	и по	2	4
114	и с	7	4
115	и тем	7	4
116	в жизни	3	4
117	несмотря на	4	4
118	в данном	6	4
119	которые в	1	4
120	и более	3	4
121	тому что	1	4
122	не имеет	4	4
123	но только	2	4
124	ничего не	1	4
125	и до	1	4
126	в сознании	3	4
127	и для	4	4
128	могут быть	1	4
129	тем не	10	4
130	утверждать что	1	4
131	если же	1	4
132	и это	2	4
133	данном случае	5	4
134	и когда	2	4
135	и сам	1	4
136	о ней	1	4
137	и поэтому	1	4
138	никак не	4	4
139	которые мы	1	4
140	мы видим	1	4
141	из них	3	4
142	произведения искусства	2	4
143	как это	3	4
144	с этой	1	4
145	и все	8	4
146	а в	4	4
147	совершенно не	3	4
148	из этого	3	4
149	жизни и	5	4
150	отношении к	1	3
151	и то	2	3
152	приходит к	2	3
153	мы не	7	3
154	время как	2	3
155	то это	3	3
156	и он	2	3
157	во всех	4	3
158	но как	3	3
159	а только	6	3
160	если оно	2	3
161	относится к	2	3
162	нашего сознания	1	3
163	что именно	2	3
164	как к	1	3
165	и к	3	3
166	но в	8	3
167	он в	1	3
168	думать что	1	3
169	не к	2	3
170	не как	1	3
171	и вот	1	3
172	то как	1	3
173	об этом	6	3
174	это было	2	3
175	к области	1	3
176	к которым	1	3
177	в своей	4	3
178	это только	1	3
179	в их	1	3
180	жизни с	1	3
181	человеком и	1	3
182	том чтобы	2	3
183	не могли	2	3
184	в отношении	4	3
185	или что	1	3
186	мы можем	3	3
187	во всем	2	3
188	в каком	6	3
189	не могут	1	3
190	само собой	3	3
191	указывает на	4	3
192	с ее	2	3
193	в виду	6	3
194	то время	2	3
195	и совершенно	2	3
196	так и	10	3
197	том виде	2	3
198	жизнь и	4	3
199	мы в	1	3
200	для этого	2	3
201	с другой	7	3
202	бы и	3	3
203	мы должны	3	3
204	значит что	8	3
205	и так	1	3
206	и ее	4	3
207	так что	6	3
208	в нашей	1	3
209	что не	4	3
210	представить себе	2	3
211	сами по	2	3
