N	3gram	Trubetskoy_1	Istorich
1	до сих пор	5	6
2	точно так же	3	6
3	вместе с тем	8	5
4	мы имеем в	1	5
5	мы видим что	1	5
6	в том что	3	5
7	но все же	4	4
8	так же как	3	4
9	в связи с	3	4
10	по отношению к	1	3
11	с тем что	1	3
12	с одной стороны	7	3
13	иметь в виду	1	2
14	очень много но	1	2
15	но они не	1	2
16	с другой стороны	1	2
17	не может быть	1	2
18	что здесь имеется	1	2
19	о том что	4	2
20	и вместе с	4	2
21	с самого начала	2	2
22	на то что	2	2
23	после того как	1	2
24	к тому же	4	2
25	о том как	1	1
26	здесь идет речь	1	1
27	и есть то	1	1
28	и связанные с	2	1
29	в этой роли	1	1
30	и не могут	1	1
31	только в одном	1	1
32	влечет за собой	2	1
33	главным образом в	3	1
34	в отличие от	1	1
35	попадает в сети	1	1
36	в то что	1	1
37	с этим и	1	1
38	возможно что этому	1	1
39	к нему в	1	1
40	на задний план	1	1
41	смысле этого слова	1	1
42	ни один из	1	1
43	тем не менее	3	1
44	так или иначе	3	1
45	но вместе с	2	1
46	котором здесь идет	1	1
47	то что он	2	1
48	всегда связан с	1	1
49	в лесах и	1	1
50	том что они	1	1
51	из них не	1	1
52	что происходит в	1	1
53	тем что в	1	1
54	однако еще не	1	1
55	сих пор были	1	1
56	это и есть	1	1
57	нельзя сказать чтобы	1	1
58	не только не	1	1
59	что мы знаем	1	1
60	есть то самое	1	1
61	у тюркских племен	1	1
62	о котором здесь	1	1
63	друг с другом	5	1
64	в этих мифах	1	1
65	то станет ясным	1	1
66	так как самое	1	1
67	что эти действия	1	1
68	может быть даже	2	1
69	надо иметь в	1	1
70	мы видели что	1	1
