N	4gram	Vygotskiy__2	Freidism
1	в то же время	2	4
2	одной и той же	4	3
3	один и тот же	1	3
4	в узком смысле слова	1	2
5	бы то ни было	1	2
6	и не может быть	1	2
7	в зависимости от того	1	2
8	в самом деле что	1	1
9	случае не может быть	1	1
10	ни в каком случае	1	1
11	во что бы то	1	1
12	в каком случае не	1	1
13	не остается ничего другого	2	1
14	приходит к выводу что	1	1
15	не нуждается ни в	1	1
16	ответ на этот вопрос	1	1
17	в том что в	2	1
18	и тем не менее	1	1
19	что бы то ни	1	1
20	одни и те же	2	1
21	бы то ни стало	1	1
22	остается ничего другого как	2	1
