N	3gram	Bakhtin_Fr_8	Vladivir
1	в том что	6	10
2	о том что	2	8
3	с точки зрения	2	6
4	вместе с тем	1	6
5	а также и	1	6
6	не может быть	2	6
7	в те времена	2	5
8	более или менее	2	5
9	и в этом	1	5
10	дело в том	2	5
11	к тому же	1	5
12	и то что	1	4
13	у него в	1	4
14	в то время	2	4
15	в настоящее время	3	3
16	в этом смысле	1	3
17	бы то ни	2	3
18	с одной стороны	2	3
19	в то же	10	3
20	и в отношении	1	3
21	в отличие от	1	3
22	как мы видели	2	3
23	одной стороны и	1	2
24	на самом же	1	2
25	в этом отношении	1	2
26	и в то	5	2
27	а с другой	1	2
28	в данном случае	2	2
29	и еще раз	1	2
30	в связи с	3	2
31	с другой стороны	2	2
32	самом же деле	1	2
33	как мы знаем	1	2
34	то же время	10	2
35	далеко за пределы	2	2
36	и вместе с	1	2
37	в те годы	1	2
38	вышли в свет	1	1
39	а не к	1	1
40	а следовательно и	1	1
41	уже не просто	1	1
42	сказать что в	1	1
43	потому что в	1	1
44	том что это	1	1
45	здесь перед нами	1	1
46	и так сказать	1	1
47	все вещи и	1	1
48	о том как	1	1
49	может и не	1	1
50	он мог бы	1	1
51	и в данном	1	1
52	до сих пор	8	1
53	он не был	1	1
54	мы не будем	1	1
55	и во многом	1	1
56	только то что	1	1
57	можно было бы	1	1
58	не был бы	1	1
59	может быть и	1	1
60	вопрос о том	1	1
61	на эту тему	1	1
62	и в своих	1	1
63	если бы мы	1	1
64	в свете этой	1	1
65	то ни было	1	1
66	в его время	1	1
67	в некоторых отношениях	2	1
68	в известном смысле	1	1
69	не было других	1	1
70	все же не	1	1
71	какой бы то	1	1
72	кроме того в	1	1
73	но не просто	1	1
74	в новое время	1	1
75	потому что они	1	1
76	как впрочем и	1	1
77	с тем чтобы	1	1
78	той или другой	1	1
79	не мог не	1	1
80	у него и	1	1
81	что даже в	1	1
82	мы не можем	1	1
83	и притом в	1	1
84	имел в виду	1	1
85	к которому принадлежал	1	1
86	сказать и о	1	1
87	характерен для всей	1	1
88	речь шла о	1	1
89	с самого начала	1	1
90	не только не	2	1
91	в самом деле	1	1
92	выходит за пределы	1	1
93	той или иной	1	1
94	включает в себя	1	1
95	не было ни	1	1
96	заключается в том	1	1
97	мы уже не	1	1
98	в том числе	3	1
99	мы видим что	2	1
100	известном смысле и	1	1
101	он не только	1	1
102	для того чтобы	2	1
103	то он не	1	1
104	то же самое	1	1
105	то есть на	1	1
