N	4gram	Medvedev_F_2	Problemy
1	в то же время	5	12
2	и в то же	3	5
3	но в то же	1	3
4	ни в чем не	1	2
5	сводится к тому чтобы	1	2
6	в такой же степени	1	2
7	дело идет лишь о	1	2
8	то же время не	1	2
9	но тем не менее	1	1
10	может быть даже и	1	1
11	может быть и речи	3	1
12	может быть речь лишь	1	1
13	и во всяком случае	1	1
14	быть речь лишь о	1	1
15	один и тот же	1	1
16	и прежде всего в	1	1
17	тем что он есть	1	1
18	и дело идет лишь	1	1
19	или во всяком случае	1	1
20	не может быть и	3	1
21	в этом отношении очень	2	1
22	же степени как и	1	1
23	и понять его нельзя	1	1
24	как раз и не	1	1
25	в большей или меньшей	1	1
26	не чем иным как	1	1
27	во всяком случае в	1	1
28	все более и более	1	1
29	новых точек зрения не	1	1
30	большей или меньшей степени	1	1
31	одну в высшей степени	1	1
