N	3gram	Bakhtin_Fr_1	VLabPisa
1	в этом отношении	3	13
2	с другой стороны	1	8
3	не может быть	1	8
4	по отношению к	1	7
5	то же время	1	5
6	в то же	1	5
7	не могут быть	1	4
8	в связи с	1	4
9	можно сказать что	1	4
10	в том что	6	4
11	и др в	2	3
12	в значительной мере	2	3
13	большей или меньшей	4	3
14	в одном из	1	3
15	в чем же	1	2
16	чуть ли не	1	2
17	в том числе	10	2
18	до сих пор	4	2
19	как пародия на	1	2
20	и не может	1	2
21	все это только	1	2
22	или меньшей степени	4	2
23	с одной стороны	2	2
24	во всех этих	2	2
25	в большей или	4	2
26	из них не	1	2
27	во всяком случае	1	2
28	всех его элементах	1	2
29	том числе и	7	2
30	еще и не	1	2
31	для того чтобы	1	2
32	во всех его	2	2
33	даже и в	3	1
34	и может быть	1	1
35	бросается в глаза	1	1
36	на этот вопрос	2	1
37	нет и не	1	1
38	в той или	5	1
39	точки зрения на	1	1
40	только в пределах	1	1
41	и не получил	1	1
42	говорит об этом	1	1
43	в какой мере	1	1
44	теми или иными	1	1
45	в самом деле	1	1
46	некоторые из этих	1	1
47	можно определить как	1	1
48	он говорит в	1	1
49	главным образом в	1	1
50	сами по себе	1	1
51	леонардо да винчи	2	1
52	но и в	2	1
53	о том можно	1	1
54	и др и	1	1
55	прежде всего необходимо	1	1
56	это вовсе не	1	1
57	и целого ряда	1	1
58	чем иным как	1	1
59	то или иное	1	1
60	некоторые из них	1	1
61	в применении к	3	1
62	только в единстве	1	1
63	самых ранних стадиях	1	1
64	и его теории	2	1
65	не чем иным	1	1
66	один из них	1	1
67	но в то	1	1
68	не только в	1	1
69	ни к какому	2	1
70	из основных тенденций	1	1
71	к этому типу	1	1
72	это как мы	1	1
73	того что не	1	1
74	мы видим что	1	1
75	главным образом на	2	1
76	следует однако отметить	1	1
77	комедия дель арте	1	1
78	необходимо подчеркнуть что	1	1
79	значительной мере и	1	1
80	а между тем	1	1
81	все то что	1	1
82	дошедших до нас	2	1
83	том можно ли	1	1
84	в частности об	1	1
85	имеем в виду	1	1
86	никогда не может	1	1
87	на то или	1	1
88	той или иной	5	1
89	из этих элементов	1	1
90	в этой системе	1	1
91	лежит в основе	1	1
92	в новое время	3	1
93	в искусстве и	1	1
94	а как бы	1	1
95	мы встречаемся с	1	1
96	и мира в	1	1
97	художественное творчество и	1	1
98	тех явлений которые	1	1
99	к тому же	1	1
100	и в искусстве	1	1
101	строго говоря только	1	1
