N	3gram	Propp_Isto_3	StatiiOP
1	в том что	5	16
2	о том что	2	11
3	и т д	15	6
4	до сих пор	5	5
5	вместе с тем	1	5
6	то обстоятельство что	1	4
7	после того как	1	4
8	в одном из	2	3
9	так же как	1	3
10	с другой стороны	7	3
11	во всяком случае	2	3
12	с самого начала	1	3
13	том что в	2	2
14	с точки зрения	1	2
15	сами по себе	1	2
16	но и здесь	1	2
17	не только не	2	2
18	но все же	2	2
19	с тем что	1	2
20	на то что	1	2
21	в том смысле	1	2
22	тем не менее	5	2
23	к тому же	2	2
24	в течение шести	1	1
25	что в этом	1	1
26	же как в	1	1
27	и пр но	1	1
28	между прочим и	1	1
29	на самом деле	1	1
30	в исторической действительности	1	1
31	т е не	1	1
32	каждого из них	1	1
33	в течение лет	1	1
34	на своем пути	1	1
35	мы до сих	1	1
36	точно так же	2	1
37	на этот вопрос	1	1
38	большую роль в	1	1
39	с тех пор	1	1
40	вполне возможно что	1	1
41	ставит себе целью	1	1
42	в них нет	1	1
43	исторической действительности и	1	1
44	в чем же	1	1
45	в данном случае	3	1
46	в определенном направлении	1	1
47	мы видели выше	1	1
48	и вместе с	1	1
49	так или иначе	1	1
50	в связи с	3	1
51	к тем материалам	1	1
52	но вместе с	1	1
53	но это еще	1	1
54	и в том	1	1
55	больше чем обычно	1	1
56	по отношению к	2	1
57	уже потому что	1	1
58	заключается в том	1	1
59	в то время	2	1
60	себе объяснения в	1	1
61	в свою очередь	1	1
62	в этом случае	5	1
63	ничего общего с	1	1
64	в связь с	1	1
65	в качестве мотивировки	1	1
66	тесно связан с	1	1
67	для суждения об	1	1
68	в том числе	1	1
69	это еще не	2	1
70	такую большую роль	1	1
71	не будет иметь	1	1
72	она до сих	1	1
73	а затем уже	1	1
74	и пр или	1	1
75	как мы видели	5	1
