N	2gram	Tiupa_Hudo_1	Myshleni
1	и в	14	25
2	мышления и	2	23
3	в том	12	23
4	на основе	2	22
5	том что	16	20
6	мышления в	1	17
7	что в	6	17
8	с тем	1	16
9	в основе	1	16
10	как и	9	15
11	в его	8	15
12	то что	8	15
13	в этом	11	14
14	может быть	5	13
15	в целом	2	13
16	так как	1	12
17	в качестве	9	12
18	по своему	3	11
19	что они	1	10
20	перед нами	5	10
21	и что	2	10
22	было бы	6	10
23	того что	4	10
24	только в	5	10
25	как бы	7	10
26	и не	2	10
27	мы не	2	9
28	связи с	4	9
29	этого процесса	1	9
30	ни в	5	9
31	как в	8	9
32	как мы	3	8
33	того чтобы	3	8
34	тем что	3	8
35	столь же	4	7
36	по своей	4	7
37	все эти	3	7
38	понятий и	1	7
39	по себе	2	7
40	уже в	1	7
41	что мы	1	7
42	как это	1	7
43	же как	2	6
44	высшей степени	1	6
45	и на	3	6
46	но не	3	6
47	потому что	5	6
48	как уже	1	6
49	от этого	1	6
50	не только	12	6
51	в силу	1	6
52	в высшей	1	6
53	не может	7	6
54	точки зрения	5	6
55	в отличие	1	6
56	не в	7	6
57	в отношении	1	6
58	не менее	5	6
59	самого начала	1	6
60	приходит к	1	6
61	с самого	1	6
62	можно было	5	6
63	один из	4	6
64	что он	9	6
65	отличие от	1	6
66	и у	1	6
67	с другой	1	6
68	в связи	3	6
69	все это	2	6
70	все же	3	6
71	мы должны	1	6
72	человека и	1	5
73	мы уже	4	5
74	с ее	2	5
75	и как	1	5
76	и к	4	5
77	отношения между	1	5
78	что она	4	5
79	при этом	12	5
80	к одному	1	5
81	и по	3	5
82	на этой	1	5
83	тем не	4	5
84	и другое	2	5
85	уже говорили	1	5
86	но это	1	5
87	с другом	1	5
88	могут быть	1	5
89	и т.д	1	5
90	о том	12	5
91	так и	13	5
92	если бы	3	5
93	в этой	8	5
94	слов и	1	5
95	входит в	1	5
96	с одной	1	5
97	для него	10	5
98	именно в	7	5
99	из которых	1	5
100	одной стороны	1	5
101	друг с	1	5
102	еще не	7	4
103	отнюдь не	3	4
104	в своем	4	4
105	по пути	1	4
106	из этих	1	4
107	на то	4	4
108	он не	4	4
109	от нее	1	4
110	той же	2	4
111	к которым	1	4
112	и того	1	4
113	не мог	1	4
114	не столько	2	4
115	в то	8	4
116	никогда не	6	4
117	то и	3	4
118	не могут	1	4
119	к тому	7	4
120	что оно	1	4
121	и это	4	4
122	приводит к	3	4
123	мог бы	1	4
124	с ним	4	4
125	в какой	1	4
126	всяком случае	1	4
127	из них	4	4
128	мы знаем	2	4
129	могло бы	1	4
130	друг друга	5	4
131	но и	5	4
132	прежде всего	11	4
133	там где	1	4
134	с этим	3	4
135	в смысле	1	4
136	и все	4	4
137	а в	7	4
138	сказать что	1	4
139	в частности	5	4
140	во всяком	1	4
141	которая не	2	4
142	как известно	1	3
143	то в	4	3
144	но как	2	3
145	если в	2	3
146	по отношению	8	3
147	же мало	2	3
148	когда он	1	3
149	в самом	4	3
150	но на	1	3
151	как он	2	3
152	в восприятии	1	3
153	не как	1	3
154	на этом	3	3
155	его в	3	3
156	в жизни	1	3
157	можно считать	1	3
158	или менее	1	3
159	в которых	1	3
160	состоит в	2	3
161	их в	1	3
162	мышление в	2	3
163	та или	3	3
164	перед ним	1	3
