N	2gram	Tiupa_Lite_3	Sovremen
1	не может	8	17
2	может быть	12	12
3	точки зрения	7	12
4	в каждом	1	8
5	в этом	14	7
6	и в	16	7
7	как и	5	6
8	и не	22	6
9	и наконец	3	5
10	прежде всего	3	5
11	с точки	3	5
12	вопрос о	2	4
13	нет и	1	4
14	в том	12	4
15	в целом	5	4
16	из них	4	4
17	так как	1	4
18	не только	14	4
19	как бы	8	4
20	вместе с	5	4
21	это не	5	4
22	а в	5	4
23	жизни и	3	4
24	в первом	2	3
25	то же	9	3
26	и т.д	1	3
27	но мы	1	3
28	отнюдь не	3	3
29	все же	2	3
30	еще не	6	3
31	но в	3	3
32	он в	2	3
33	у каждого	1	3
34	в этой	8	3
35	в себе	6	3
36	уже в	1	3
37	как он	1	3
38	в одном	4	3
39	в конце	2	3
40	в нем	2	3
41	при этом	15	3
42	из двух	1	3
43	на этой	1	3
44	было бы	2	3
45	а не	12	3
46	и потому	2	3
47	не в	10	3
48	все это	1	3
49	для нас	1	3
50	и все	1	3
51	у нас	2	3
52	и к	3	3
53	когда мы	1	3
54	в области	3	3
55	как известно	1	2
56	как мы	2	2
57	свою очередь	1	2
58	и есть	1	2
59	все те	1	2
60	той же	3	2
61	времени и	1	2
62	для его	3	2
63	и даже	2	2
64	говорить о	1	2
65	на другом	1	2
66	самом деле	3	2
67	в его	6	2
68	с этим	1	2
69	в самом	3	2
70	по мнению	1	2
71	в нашем	1	2
72	с одной	4	2
73	со всеми	2	2
74	ни одна	1	2
75	уже не	3	2
76	то и	1	2
77	так сказать	1	2
78	на его	3	2
79	тем не	1	2
80	у него	1	2
81	отличие от	5	2
82	то ни	2	2
83	значение в	1	2
84	с общим	1	2
85	или иной	2	2
86	в живом	2	2
87	а на	2	2
88	на этот	1	2
89	мы с	2	2
90	свою собственную	1	2
91	что такое	1	2
92	в отличие	5	2
93	такого рода	10	2
94	не менее	2	2
95	скажем в	2	2
96	в третьем	3	2
97	еще более	1	2
98	в свою	2	2
99	совершенно не	3	2
100	же самое	2	2
101	что в	2	2
102	в таком	1	2
103	и наиболее	1	1
104	правда не	1	1
105	он ищет	2	1
106	с жизнью	4	1
107	то она	2	1
108	с ее	3	1
109	три направления	1	1
110	объективной стороны	1	1
111	на самом	1	1
112	это и	1	1
113	возникновения и	1	1
114	если как	1	1
115	определенные условия	1	1
116	между двумя	1	1
117	жизни где	1	1
118	отношению к	4	1
119	так в	1	1
120	по преимуществу	1	1
121	и до	1	1
122	в мире	16	1
123	по аналогии	2	1
124	мы уже	1	1
125	есть не	1	1
126	здесь нет	1	1
127	еще в	3	1
128	если бы	2	1
129	этот был	1	1
130	совсем иное	1	1
131	что иное	1	1
132	и действительно	1	1
133	к началу	1	1
134	в будущем	1	1
135	кто же	1	1
136	того же	2	1
137	о том	6	1
138	в ней	1	1
139	определенным образом	1	1
140	одного из	2	1
141	аналогии с	1	1
142	он сам	1	1
143	иное как	1	1
144	быть в	1	1
145	же время	7	1
146	бы то	2	1
147	его в	2	1
148	с его	6	1
149	во всех	2	1
150	данном случае	4	1
151	но не	4	1
152	к этому	2	1
153	и внутренний	1	1
154	если в	1	1
155	в конечном	1	1
156	во втором	2	1
157	конечном счете	1	1
158	по отношению	4	1
159	жизнь по	1	1
160	ним и	1	1
161	очередь на	1	1
162	во всей	2	1
163	которая и	1	1
164	к концу	1	1
165	в ту	2	1
166	все время	3	1
167	идет о	1	1
168	человека как	1	1
169	независимо от	1	1
170	в самый	2	1
171	стороны и	2	1
172	к нему	1	1
173	один из	2	1
174	одной из	1	1
175	в действительности	1	1
176	только в	7	1
177	нашего столетия	2	1
178	в этот	1	1
179	может оказаться	1	1
180	за собой	1	1
181	жизни к	2	1
182	собой но	2	1
183	он выражается	1	1
184	конечно не	1	1
185	и у	1	1
186	только на	1	1
187	вследствие этого	2	1
188	в начале	4	1
189	и если	4	1
190	в такого	2	1
191	чтобы он	2	1
192	он не	1	1
193	этом с	2	1
194	все перечисленные	1	1
195	и еще	1	1
196	и их	1	1
197	становится его	1	1
198	в корне	1	1
199	по существу	4	1
200	вовсе не	1	1
201	жизнью на	1	1
202	не случайно	3	1
203	случае не	1	1
204	же остается	1	1
205	роли а	1	1
206	по его	1	1
207	обычно на	1	1
208	это значит	1	1
209	и только	2	1
210	а затем	3	1
211	в совершенно	2	1
212	в другом	6	1
213	одной стороны	4	1
214	живой жизни	3	1
215	чем в	1	1
216	и т.п	6	1
217	с другой	6	1
218	как у	4	1
219	на ее	1	1
220	именно в	5	1
221	по своим	1	1
222	весь мир	1	1
223	в природе	4	1
224	его с	1	1
225	на поверхности	1	1
226	только одно	1	1
227	но уже	3	1
228	нет в	1	1
229	не было	1	1
230	она и	2	1
231	все равно	1	1
232	для своего	2	1
233	этого не	1	1
234	несмотря на	2	1
235	жизни но	1	1
236	как целого	1	1
237	должно быть	4	1
238	в связи	1	1
239	том что	8	1
240	все более	2	1
241	при определенных	1	1
242	том как	1	1
243	и при	2	1
244	так же	2	1
245	иначе жизнь	1	1
246	xix века	2	1
247	в данном	4	1
248	процесса и	1	1
249	такую же	1	1
250	быть только	2	1
251	и более	1	1
252	там где	3	1
253	человек с	2	1
254	жизни в	4	1
255	по себе	2	1
256	в своем	1	1
257	ценность и	1	1
258	явлениям жизни	1	1
259	еще раз	2	1
260	как например	2	1
261	век век	1	1
262	она не	1	1
263	и тогда	2	1
264	мысли в	1	1
265	не имеет	1	1
266	это последнее	2	1
267	в процессе	1	1
268	это уже	1	1
269	с и	1	1
270	и возникал	1	1
271	и от	1	1
272	исчезает из	1	1
273	он с	1	1
274	только не	1	1
275	этого явления	1	1
276	никогда не	4	1
277	это как	3	1
278	человек и	1	1
279	но отнюдь	1	1
280	хотя и	4	1
281	жизни не	2	1
282	себя самого	1	1
283	жизни как	2	1
284	все они	2	1
285	и его	6	1
286	связи с	2	1
287	ни было	2	1
288	же в	2	1
289	но это	1	1
290	и жизненных	1	1
