N	3gram	Losev_Dial_3	Hudozhes
1	то же время	1	6
2	в то же	1	6
3	более или менее	1	5
4	с другой стороны	2	5
5	той или иной	2	5
6	в том что	3	5
7	с точки зрения	14	3
8	одно и то	2	3
9	и то же	2	3
10	в конечном счете	1	3
11	тем не менее	10	3
12	того или иного	2	3
13	в этом мире	1	2
14	что в основе	1	2
15	тот или иной	2	2
16	в таком случае	10	2
17	и в то	1	2
18	в коем случае	3	2
19	ни в коем	3	2
20	с одной стороны	3	2
21	так или иначе	2	2
22	на наших глазах	1	2
23	коем случае не	3	2
24	к тому что	2	2
25	и прежде всего	3	2
26	сама по себе	4	2
27	таким образом что	1	1
28	я думаю что	1	1
29	что иное как	6	1
30	в чистом виде	1	1
31	иметь в виду	2	1
32	в виду что	1	1
33	это было бы	2	1
34	имеем в виду	1	1
35	подобно тому как	4	1
36	гоголевский хома брут	1	1
37	точки зрения в	1	1
38	что он должен	1	1
39	в зависимости от	2	1
40	чем собственно говоря	1	1
41	бы то ни	1	1
42	имеем дело не	1	1
43	из того что	2	1
44	у нее нет	1	1
45	несмотря на свою	1	1
46	перед нами не	1	1
47	точно так же	2	1
48	с этой точки	2	1
49	по крайней мере	5	1
50	из этих двух	1	1
51	в себе никакого	1	1
52	еще не есть	1	1
53	субъект и объект	2	1
54	содержит в себе	1	1
55	то ни было	1	1
56	того что не	1	1
57	не могут быть	2	1
58	исходит из того	1	1
59	и как бы	1	1
60	при условии что	2	1
61	в сравнении с	3	1
62	в связи с	1	1
63	к чему не	1	1
64	не может зависеть	1	1
65	так же как	2	1
66	и в том	1	1
67	ни от кого	1	1
68	проявляет себя в	1	1
69	в то время	4	1
70	есть не что	3	1
71	не содержит в	1	1
72	это и есть	2	1
73	о том что	5	1
74	ни к чему	1	1
75	этой точки зрения	2	1
76	я уже не	1	1
77	собственно говоря и	1	1
78	речь идет о	1	1
79	мы имеем в	1	1
80	не просто о	1	1
81	не что иное	6	1
82	возможна только в	1	1
83	тех или иных	1	1
84	не может быть	6	1
85	только при условии	1	1
86	как и в	3	1
87	к тому же	2	1
