1	то же время	3	5
2	в то же	3	5
3	о том что	4	5
4	в самом деле	1	4
5	с одной стороны	2	4
6	в той же	2	4
7	в большинстве случаев	1	4
8	на первый план	1	3
9	до сих пор	2	3
10	в первом случае	1	3
11	вместо того чтобы	1	3
12	и в литературе	1	2
13	но и в	1	2
14	никак не может	1	2
15	с точки зрения	1	2
16	в том что	5	2
17	и вовсе не	1	2
18	но уже в	1	2
19	с другой стороны	1	2
20	то что он	2	1
21	мы находим в	1	1
22	то что не	1	1
23	не только в	1	1
24	знаешь ли ты	1	1
25	с этой целью	2	1
26	после того как	2	1
27	в системе образов	1	1
28	было устроено пиршество	1	1
29	в связи с	3	1
30	в чем же	1	1
31	у него в	1	1
32	в одной из	2	1
33	более или менее	1	1
34	и в следующем	1	1
35	с каждым новым	1	1
36	как это было	1	1
37	вместе с тем	4	1
38	в обоих случаях	2	1
39	для того чтобы	4	1
40	не может быть	1	1
41	и самый характер	1	1
42	но все же	1	1
43	по этому вопросу	1	1
44	в этой области	1	1
45	в нем не	2	1
46	в каждом из	1	1
47	и в мыслях	1	1
48	той или иной	1	1
49	что и в	2	1
50	в то время	3	1
51	в разной степени	1	1
52	которые никогда не	1	1
53	в этой же	1	1
54	и в другой	1	1
55	по отношению к	3	1
56	в целом ряде	1	1
57	между небом и	1	1
58	за то что	4	1
