N	3gram	Vinokur_St_2	Narrotol
1	в том что	16	8
2	о том что	11	6
3	по отношению к	1	6
4	в том числе	1	6
5	в отличие от	2	5
6	в данном случае	1	4
7	к тому же	2	4
8	с другой стороны	3	4
9	но все же	2	4
10	на себя внимание	2	3
11	бы то ни	2	3
12	в этом отношении	9	3
13	обращает на себя	3	3
14	то ни было	2	3
15	тем не менее	2	3
16	то же время	1	3
17	в свою очередь	1	3
18	в то же	1	3
19	более или менее	2	2
20	с точки зрения	2	2
21	сами по себе	2	2
22	точно так же	1	2
23	не то что	1	2
24	в значительной степени	2	2
25	так же как	3	2
26	в известном смысле	1	2
27	в связи с	1	2
28	речь идет о	3	2
29	так или иначе	1	2
30	том что в	2	1
31	что в этом	1	1
32	только потому что	2	1
33	дело в том	4	1
34	на самом деле	1	1
35	в самом деле	2	1
36	и в особенности	1	1
37	в этом смысле	1	1
38	том что он	5	1
39	в том же	2	1
40	он не может	1	1
41	что он уже	1	1
42	до сих пор	5	1
43	да и в	1	1
44	сам по себе	1	1
45	в первую очередь	1	1
46	следующее место из	1	1
47	в той мере	2	1
48	и др в	1	1
49	речь идет не	1	1
50	не могло быть	1	1
51	к одному из	1	1
52	иметь в виду	3	1
53	то что он	2	1
54	составной частью в	1	1
55	за все время	1	1
56	мере в какой	2	1
57	в свое время	1	1
58	они свидетельствуют о	1	1
59	ни одного слова	1	1
60	так и в	2	1
61	в том чтобы	1	1
62	ни для кого	1	1
63	при этом и	1	1
64	прежде всего к	1	1
65	как своего рода	2	1
66	не представляется возможным	2	1
67	с фактической стороны	1	1
68	в какой-то мере	1	1
69	той мере в	2	1
70	поскольку речь идет	1	1
71	с легкой руки	1	1
72	как мы видели	1	1
