N	3gram	Potebnia_M_1	Problemy
1	то же время	3	12
2	в то же	3	12
3	на самом деле	1	10
4	с самого начала	3	8
5	и т п	2	6
6	не может быть	9	6
7	по отношению к	13	5
8	во всяком случае	1	5
9	в этом смысле	4	4
10	с точки зрения	3	4
11	бы то ни	2	4
12	то ни было	1	4
13	а между тем	3	3
14	по крайней мере	2	3
15	и все это	1	3
16	с другой стороны	5	3
17	то все же	1	2
18	смысле этого слова	1	2
19	подобно тому как	3	2
20	потому что сам	2	2
21	того или другого	1	2
22	сама по себе	3	2
23	друг на друга	1	2
24	же время не	1	2
25	что в нем	1	2
26	там где он	1	2
27	все без исключения	1	2
28	и в этом	6	2
29	а не в	1	2
30	о том что	1	2
31	так и в	3	2
32	и в слове	1	2
33	тем не менее	6	2
34	мы увидим что	3	2
35	и т д	4	2
36	как мы видели	1	2
37	самого начала все	1	1
38	потому что в	4	1
39	он не мог	1	1
40	как и во	1	1
41	и для самого	1	1
42	том что все	1	1
43	и в отношении	1	1
44	в том и	2	1
45	потому что я	1	1
46	если бы кто	1	1
47	потому что не	4	1
48	до сих пор	1	1
49	бы даже и	1	1
50	в его душе	1	1
51	а так как	3	1
52	в этом отношении	1	1
53	то что в	1	1
54	которого он не	1	1
55	заключает в себе	2	1
56	как если бы	1	1
57	каждому из них	1	1
58	к тому что	2	1
59	так же необходимо	1	1
60	ни в одном	1	1
61	себя и других	1	1
62	того чтобы она	1	1
63	но при этом	1	1
64	и как бы	3	1
65	до того что	1	1
66	всяком случае не	1	1
67	не только для	2	1
68	и с этой	2	1
69	все более и	2	1
70	не так что	1	1
71	в себе все	1	1
72	по себе и	1	1
73	в нем есть	2	1
74	и в том	3	1
75	мы видели что	1	1
76	это потому что	1	1
77	может быть не	1	1
78	между этими двумя	1	1
79	слова мы увидим	1	1
80	но тем не	3	1
81	как и в	2	1
82	в свою очередь	4	1
83	и того же	2	1
84	но и для	2	1
85	не только не	2	1
86	более и более	2	1
87	по его мнению	4	1
88	но все же	1	1
89	но и по	1	1
90	как бы ни	2	1
91	бы они ни	2	1
92	они ни были	2	1
93	на то что	1	1
94	одного и того	2	1
95	точки зрения он	1	1
96	вопрос о том	1	1
97	мог бы быть	1	1
98	уже с самого	2	1
99	друг другу как	1	1
100	для того чтобы	2	1
101	в них не	2	1
102	лицом к лицу	1	1
103	в том что	13	1
104	с отношением к	1	1
105	что и в	3	1
106	так потому что	1	1
107	входит в его	1	1
