N	3gram	Vinokur_St_1	Tvorches
1	в то же	4	13
2	то же время	4	12
3	в том что	17	6
4	о том что	11	5
5	но в то	2	4
6	дело в том	4	3
7	в соответствии с	1	3
8	том что в	3	2
9	на самом деле	6	2
10	в одной из	1	2
11	в наше время	1	2
12	и т п	9	2
13	точно так же	1	2
14	по крайней мере	2	2
15	в данном случае	6	2
16	не только в	4	2
17	и в то	1	2
18	тем не менее	2	2
19	в чем он	1	1
20	не может не	1	1
21	было бы говорить	1	1
22	да и в	2	1
23	в прямом смысле	1	1
24	потому что не	1	1
25	чуть ли не	2	1
26	от которых можно	1	1
27	что в основу	2	1
28	в настоящее время	1	1
29	ни на чем	1	1
30	в том же	1	1
31	дело не только	1	1
32	что же касается	3	1
33	по отношению к	3	1
34	до сих пор	7	1
35	во второй части	1	1
36	и в других	1	1
37	хотя бы и	2	1
38	говорить о том	1	1
39	сами по себе	1	1
40	что он не	1	1
41	что в одном	1	1
42	в первую очередь	2	1
43	а может быть	1	1
44	только то что	1	1
45	то что в	2	1
46	бы то ни	1	1
47	за то что	3	1
48	это вовсе не	1	1
49	то что называют	1	1
50	некоторые из них	1	1
51	ту или иную	1	1
52	насчет того что	1	1
53	том что я	1	1
54	и что в	1	1
55	в этой области	5	1
56	это прежде всего	2	1
57	с одной стороны	2	1
58	но в целом	2	1
59	в конце концов	1	1
60	со всеми его	1	1
61	я скажу что	1	1
62	это не значит	3	1
63	это объясняется тем	1	1
64	я не могу	1	1
65	объясняется тем что	1	1
66	что не надо	1	1
67	вряд ли можно	1	1
68	заключается в том	3	1
69	времени в первой	1	1
70	и в самом	3	1
71	кроме всего прочего	1	1
72	с другой стороны	6	1
73	но это не	1	1
74	не значит что	3	1
75	к тому что	1	1
76	как и в	2	1
77	дело не в	2	1
78	отметить что в	1	1
79	в основе этой	1	1
80	и т д	21	1
81	по мнению в	2	1
