N	3gram	Losev_Vlad_3	Hudozhes
1	в том что	10	11
2	о том что	8	7
3	то же время	2	4
4	на наш взгляд	1	4
5	в то же	3	4
6	к тому что	2	4
7	том что в	3	3
8	в самом деле	1	3
9	не может быть	6	3
10	с одной стороны	3	3
11	для того чтобы	1	3
12	тем не менее	9	3
13	о том как	1	2
14	и в этом	5	2
15	с точки зрения	6	2
16	только в том	3	2
17	до сих пор	1	2
18	и в то	2	2
19	хотя бы и	3	2
20	можно было бы	1	2
21	так же как	2	2
22	в данном случае	2	2
23	то же самое	1	2
24	как будто бы	1	2
25	не только не	1	2
26	не только в	1	2
27	к тому же	5	2
28	но еще и	2	2
29	это же самое	2	1
30	сводится к тому	2	1
31	той или иной	1	1
32	один ряд с	1	1
33	то ни стало	2	1
34	дело в том	5	1
35	да и не	1	1
36	это было бы	1	1
37	в котором он	1	1
38	в настоящее время	3	1
39	же как и	1	1
40	во что бы	2	1
41	как раз и	5	1
42	и то и	1	1
43	именно то что	1	1
44	о свободе воли	2	1
45	по разным причинам	1	1
46	при этом что	1	1
47	в том случае	3	1
48	бы то ни	3	1
49	в этом отношении	2	1
50	же самое время	1	1
51	в другом и	1	1
52	а с другой	2	1
53	точно так же	4	1
54	то и другое	1	1
55	в таком случае	2	1
56	и то что	4	1
57	том случае если	2	1
58	в это время	2	1
59	что бы то	2	1
60	того чтобы не	1	1
61	так а не	1	1
62	мы знаем что	1	1
63	у него в	4	1
64	уже не мог	1	1
65	все та же	1	1
66	и еще раз	2	1
67	как на нечто	1	1
68	в один ряд	1	1
69	если бы эти	1	1
70	а также и	6	1
71	итак что же	1	1
72	него и в	1	1
73	то время как	2	1
74	и потому не	1	1
75	так или иначе	2	1
76	всю свою жизнь	1	1
77	в течение всей	1	1
78	но и его	1	1
79	все же не	1	1
80	он уже не	1	1
81	и в жизни	1	1
82	лишь в том	1	1
83	с другой стороны	2	1
84	и в том	2	1
85	содержит в себе	4	1
86	что несмотря на	2	1
87	нельзя сказать что	2	1
88	не могло быть	1	1
89	заключается в том	1	1
90	в то время	4	1
91	в этом случае	1	1
92	с самого начала	1	1
93	не было ни	1	1
94	однако и здесь	1	1
95	на краткое время	1	1
96	как мы знаем	2	1
97	если бы не	1	1
98	и все еще	1	1
99	говорит только о	1	1
100	в том числе	1	1
101	которого она не	1	1
102	едва ли в	1	1
103	что и в	3	1
104	только эти два	1	1
