N	2gram	Vinokur_St_2	Dialekti
1	и не	9	30
2	по себе	3	25
3	т е	10	25
4	и т	9	21
5	т д	6	19
6	и в	29	18
7	точки зрения	5	17
8	ничего не	4	17
9	может быть	2	17
10	в нем	4	16
11	ни в	3	15
12	не имеет	2	15
13	так что	3	15
14	потому что	9	14
15	а не	5	14
16	не только	19	13
17	и даже	3	13
18	то что	11	13
19	что в	19	13
20	в этом	21	12
21	было бы	5	12
22	с точки	2	12
23	если бы	2	12
24	и что	6	12
25	не может	2	12
26	что это	3	11
27	в себе	2	11
28	что он	13	11
29	так как	2	11
30	как бы	5	11
31	все это	11	11
32	то же	2	10
33	есть нечто	1	10
34	несмотря на	2	10
35	что такое	2	10
36	прежде всего	5	10
37	сказать что	2	10
38	и то	1	9
39	так и	9	9
40	том что	27	9
41	никогда не	3	9
42	в том	27	9
43	но это	3	8
44	в каком	2	8
45	совершенно не	2	8
46	также и	2	7
47	и как	2	7
48	что она	1	7
49	как она	1	7
50	не существует	1	7
51	вовсе не	6	7
52	не просто	1	7
53	но и	19	7
54	сам по	1	6
55	его не	3	6
56	хотя бы	3	6
57	в чем	1	6
58	не то	3	6
59	но в	8	6
60	с другой	4	6
61	не в	4	6
62	она не	1	6
63	в то	2	6
64	никак не	2	6
65	можно сказать	1	6
66	ни с	2	6
67	не было	3	6
68	ни на	1	6
69	да и	1	6
70	говорить о	1	5
71	я не	7	5
72	и он	3	5
73	отношение к	1	5
74	общего с	1	5
75	в своем	9	5
76	все же	6	5
77	на то	2	5
78	и с	4	5
79	что оно	1	5
80	в этих	3	5
81	но если	1	5
82	в отношении	2	5
83	ни о	1	5
84	в виду	7	5
85	можно было	1	5
86	не с	1	5
87	он сам	1	5
88	в особенности	2	5
89	говорит о	2	5
90	и пр	8	5
91	а в	1	5
92	это и	1	4
93	как он	2	4
94	одно и	1	4
95	тут не	1	4
96	об этом	6	4
97	нисколько не	1	4
98	и более	2	4
99	что эта	3	4
100	у пушкина	12	4
101	же время	1	4
102	не о	1	4
103	к ней	1	4
104	к тому	10	4
105	ничего общего	1	4
106	как мы	1	4
107	не могу	1	4
108	и вообще	2	4
109	о том	17	4
110	от него	1	4
111	и об	1	4
112	но не	3	4
113	и жизни	1	4
114	с какой	1	4
115	в котором	7	4
116	в конце	2	4
117	мы можем	1	4
118	как раз	8	4
119	как это	2	4
120	хотя и	4	4
121	так же	3	4
122	другой стороны	3	4
123	во всяком	3	4
124	самом деле	3	3
125	только потому	2	3
126	действительности и	1	3
127	и тут	1	3
128	в ней	7	3
129	на самом	3	3
130	что они	2	3
131	если она	1	3
132	реальности но	1	3
133	говорит что	1	3
134	более или	2	3
135	конечно не	1	3
136	в самом	7	3
137	он не	9	3
138	которой не	1	3
139	и еще	1	3
140	но все	7	3
141	этом смысле	1	3
142	меньше всего	3	3
143	в них	2	3
144	или менее	2	3
145	имеет ничего	1	3
146	в их	3	3
147	что я	2	3
148	и почти	1	3
149	даже в	2	3
150	тому что	7	3
151	вплоть до	1	3
152	в основе	1	3
153	случае не	2	3
154	иметь в	3	3
155	но только	1	3
156	только с	2	3
157	утверждать что	2	3
158	и о	4	3
159	имеет никакого	1	3
160	нуждается в	1	3
161	что и	2	3
162	один из	1	3
163	но с	4	3
164	не хотят	1	3
165	только в	2	3
166	очень много	1	3
167	только на	1	3
168	но что	1	3
169	даже не	1	3
170	еще и	3	3
171	что для	1	3
172	ничем не	1	3
173	и потому	2	3
174	в данном	2	3
175	что же	1	3
176	в его	13	3
177	не является	3	3
178	и все	1	3
179	бы в	1	3
180	еще более	4	3
181	и смысл	1	3
182	конце концов	1	3
183	только что	2	3
184	отношении к	3	3
185	была бы	5	3
186	жизни и	1	3
187	гораздо более	1	3
188	же как	3	2
189	для своего	2	2
190	вопрос о	6	2
191	почти все	2	2
192	исторической эпохи	1	2
193	в полной	2	2
194	мы и	1	2
195	мне не	1	2
196	друг к	1	2
197	из этих	1	2
198	но как	1	2
199	точка зрения	1	2
200	себе и	1	2
201	что именно	2	2
202	с этим	3	2
203	что как	1	2
204	что касается	1	2
205	он на	1	2
206	о самом	1	2
207	не был	3	2
208	все эти	2	2
209	к самому	1	2
210	говорят о	1	2
211	тому же	3	2
212	в первую	1	2
213	не как	1	2
214	на этом	1	2
215	в каждом	1	2
216	к другу	1	2
217	это было	2	2
218	с другими	1	2
219	форму и	1	2
220	но уже	1	2
221	с этой	2	2
222	как и	2	2
223	для чего	1	2
224	до сих	6	2
225	в своей	7	2
226	нас не	2	2
227	можно найти	1	2
228	всяком случае	3	2
229	это что	1	2
230	и от	1	2
231	ни было	2	2
232	можно указать	1	2
233	зубами и	1	2
234	не менее	3	2
235	но они	2	2
236	хотя это	1	2
237	иной раз	1	2
238	мысли в	1	2
239	дело не	2	2
240	очень мало	2	2
241	заметить что	1	2
242	из того	1	2
243	этом отношении	9	2
244	которое в	1	2
245	нет ни	1	2
246	отличается от	1	2
247	и это	2	2
248	о которых	2	2
249	как не	1	2
250	и совершенно	1	2
251	в другом	4	2
252	речь как	1	2
253	с реальными	1	2
254	по сравнению	1	2
255	в эпоху	1	2
256	но к	1	2
257	эти два	1	2
258	нового к	1	2
259	для того	7	2
260	не зная	1	2
261	того что	5	2
262	чем он	2	2
263	и быть	1	2
264	с ними	1	2
265	поэтому и	1	2
266	образа в	1	2
267	в качестве	5	2
268	то и	1	2
269	из них	3	2
270	для него	4	2
271	и их	1	2
272	т п	3	2
273	были бы	1	2
274	именно как	1	2
275	со стороны	2	2
276	как у	3	2
277	что человек	1	2
278	именно в	4	2
279	с той	2	2
280	а с	3	2
281	при чем	1	2
282	о чем	5	2
283	он и	1	2
284	в частности	4	2
285	как в	3	2
286	сравнению с	1	2
287	еще не	1	2
288	как например	2	2
289	такой же	1	2
290	сих пор	5	2
291	и для	1	2
292	то не	1	2
293	ни к	1	2
294	находим в	2	2
295	и сейчас	3	2
296	е по	1	2
297	мифологией и	1	2
298	точно так	1	2
299	как результат	1	2
300	невозможна без	1	2
301	я могу	1	2
302	к этому	4	2
303	которая не	1	2
304	я ни	1	1
305	а между	1	1
306	как известно	2	1
307	не иначе	1	1
308	речь идет	4	1
309	например в	3	1
310	простой факт	1	1
311	только самый	1	1
312	и без	1	1
313	к своей	1	1
314	мере в	2	1
315	тем же	2	1
316	и принципиально	1	1
317	к другому	1	1
318	и до	1	1
319	той же	1	1
320	а как	4	1
321	им самим	1	1
322	характер его	1	1
323	от вас	1	1
324	мы не	1	1
325	которую я	1	1
326	общества и	1	1
327	бы что	1	1
328	и неужели	1	1
329	из этого	1	1
330	с абсолютной	1	1
331	этот был	1	1
332	основания и	1	1
333	на себя	3	1
334	так а	1	1
335	д на	1	1
336	на последнем	1	1
337	думаю что	1	1
338	столько же	3	1
339	столь же	1	1
340	в создании	1	1
341	совершенно особое	1	1
342	в ее	2	1
343	других источников	1	1
344	совсем не	1	1
345	в сторону	1	1
346	не говорят	1	1
347	всякую возможность	1	1
348	нет и	2	1
349	нет как	1	1
350	чем же	1	1
351	в той	5	1
352	в связи	1	1
353	этом его	1	1
354	такова его	1	1
355	мысль о	1	1
356	когда он	1	1
357	я должен	1	1
358	говорит об	2	1
359	и к	4	1
360	всего надо	1	1
361	в общий	1	1
362	с какой-то	1	1
363	не приходится	4	1
364	в которой	11	1
365	формы в	1	1
366	так или	1	1
367	большей части	1	1
368	так в	1	1
369	выражение в	2	1
370	по преимуществу	1	1
371	с их	1	1
372	для которых	2	1
373	этого образа	2	1
374	иначе и	1	1
375	есть но	1	1
376	и если	1	1
377	вообще не	3	1
378	к выводу	1	1
379	больше всего	2	1
380	при этом	2	1
381	эпохи то	1	1
382	и эти	1	1
383	именно то	1	1
384	эта последняя	1	1
385	в понимании	1	1
386	свою собственную	1	1
387	не пошел	2	1
388	к одному	1	1
389	не к	2	1
390	котором мы	1	1
391	ни была	1	1
392	и по	3	1
393	так например	7	1
394	от других	1	1
395	таким образом	10	1
396	по его	3	1
397	что почти	1	1
398	не будет	1	1
399	что все	1	1
400	он просто	1	1
401	тем в	2	1
402	же касается	1	1
403	случилось так	1	1
404	что действующие	1	1
405	а по	1	1
406	был на	1	1
407	для своей	2	1
408	зрения на	1	1
409	его в	2	1
410	те или	1	1
411	не умеет	1	1
412	первую очередь	1	1
413	и отдельные	1	1
414	с жизнью	1	1
415	а это	1	1
416	и тем	1	1
417	не соответствует	1	1
418	еще одно	1	1
419	кажется что	3	1
420	из нее	3	1
421	нет в	1	1
422	это положение	1	1
423	в этой	2	1
424	говорится о	1	1
425	в москве	2	1
426	с такой	1	1
427	в развитии	1	1
428	но я	1	1
429	что значит	1	1
430	одно дело	1	1
431	ли и	2	1
432	творчества пушкина	1	1
433	как произведение	2	1
434	место в	1	1
435	них нет	1	1
436	на свою	1	1
437	представление о	1	1
438	говорил о	1	1
439	и той	1	1
440	но он	3	1
441	сами по	2	1
442	том чтобы	1	1
443	тем не	2	1
444	еще раз	1	1
445	не могли	2	1
446	где нет	2	1
447	основываться на	1	1
448	и вся	2	1
449	и очень	1	1
450	можно ли	1	1
451	власть в	1	1
452	xviii века	2	1
453	мало того	1	1
454	виду что	1	1
455	с теми	1	1
456	самого начала	3	1
457	дело в	4	1
458	того как	7	1
459	сколько и	1	1
460	пушкина можно	1	1
461	и именно	3	1
462	о них	1	1
463	что вы	1	1
464	можно судить	1	1
465	того чтобы	6	1
466	чем не	1	1
467	он с	1	1
468	на меня	2	1
469	больше чем	1	1
470	что тот	1	1
471	этих двух	1	1
472	значений которые	1	1
473	пушкина но	4	1
474	и его	6	1
475	связи с	4	1
476	вот почему	1	1
477	е не	1	1
478	одному и	1	1
479	неожиданное но	1	1
480	как будто	1	1
481	их точки	1	1
482	не потому	2	1
483	у меня	3	1
484	не могут	1	1
485	сравнении с	2	1
486	заметил что	1	1
487	должны быть	1	1
488	с полной	1	1
489	же только	1	1
490	всего что	1	1
491	из монастыря	1	1
492	оно не	3	1
493	на это	2	1
494	где он	2	1
495	находясь в	1	1
496	тогда я	1	1
497	отношении ее	1	1
498	и которая	1	1
499	значения и	1	1
500	совершенно правильно	1	1
501	нужно сказать	1	1
502	здесь не	1	1
503	на другой	1	1
504	лица не	1	1
505	в голову	1	1
506	в каких	1	1
507	характер и	1	1
508	него самого	2	1
509	с самого	3	1
510	то время	1	1
511	не подходит	1	1
