N	3gram	Voloshinov_2	EvropaiE
1	с точки зрения	13	16
2	в то же	8	15
3	то же время	8	14
4	в отношении к	4	12
5	с одной стороны	3	8
6	одной стороны и	2	6
7	в том что	6	6
8	для того чтобы	6	5
9	бы то ни	4	4
10	не только в	1	4
11	то ни было	4	4
12	того или иного	2	4
13	само по себе	1	4
14	той или иной	4	4
15	в той или	3	3
16	в их отношении	1	3
17	в этом отношении	1	3
18	друг с другом	1	3
19	их отношении к	1	3
20	во всяком случае	2	3
21	и прежде всего	2	3
22	можно сказать что	1	3
23	не говоря уже	1	2
24	нам кажется что	1	2
25	рано или поздно	1	2
26	но в то	5	2
27	тому или иному	1	2
28	каких бы то	1	2
29	по сравнению с	1	2
30	так и в	1	2
31	с другой стороны	1	2
32	не может быть	10	2
33	в свою очередь	5	2
34	мы можем сказать	2	2
35	хотя бы в	2	2
36	на то что	2	2
37	друг от друга	1	2
38	в большинстве случаев	5	2
39	xviii и xix	1	2
40	и не имеет	1	2
41	но не только	1	2
42	как мы видели	3	2
43	и того же	4	1
44	а не к	2	1
45	из всего этого	1	1
46	только в пределах	1	1
47	в последнее время	1	1
48	чуть ли не	1	1
49	дело в том	1	1
50	может быть сведена	1	1
51	более или менее	2	1
52	кажется что в	1	1
53	в соответствии с	1	1
54	гораздо большей степени	1	1
55	несмотря на то	1	1
56	в нем и	1	1
57	и не в	3	1
58	говоря уже о	1	1
59	в отличие от	3	1
60	мы принуждены ограничиться	1	1
61	но и в	2	1
62	даже вовсе не	1	1
63	к тому или	1	1
64	с тем что	1	1
65	том числе и	1	1
66	в гораздо большей	1	1
67	или иной степени	2	1
68	эти последние в	1	1
69	в противном случае	2	1
70	в этом процессе	1	1
71	то или иное	1	1
72	последние в свою	1	1
73	может быть и	5	1
74	принимая во внимание	1	1
75	между тем для	1	1
76	и потому с	1	1
77	этом отношении в	1	1
78	не сводится к	1	1
79	нельзя ни на	1	1
80	смысле этого слова	4	1
81	в значительной степени	2	1
82	не могут быть	1	1
83	во всех этих	1	1
84	хотя бы с	1	1
85	не относится к	1	1
86	в связи с	7	1
87	быть сведена к	1	1
88	но в смысле	1	1
89	до настоящего времени	2	1
90	о которых мы	1	1
91	в таком смысле	1	1
92	мы видели что	1	1
93	не имеет значения	1	1
94	к которой принадлежит	1	1
95	хотя бы такое	1	1
96	но также и	1	1
97	последнее время в	1	1
98	и xix век	1	1
99	и в идеологическом	1	1
100	можем сказать что	1	1
101	и тем более	1	1
102	на то или	1	1
103	в пределах этого	1	1
104	одного и того	4	1
105	в том числе	1	1
106	к тому что	3	1
107	и до настоящего	2	1
108	всех этих случаях	1	1
109	в себе не	1	1
110	к тому же	2	1
111	независимо от того	1	1
