N	3gram	Tiupa_Anal_1	Tvorches
1	в то же	8	13
2	то же время	6	12
3	в том что	9	6
4	о том что	3	5
5	в конечном счете	4	4
6	но в то	2	4
7	и все же	2	3
8	в соответствии с	1	3
9	и та же	1	2
10	и т п	3	2
11	по крайней мере	1	2
12	в этой связи	1	2
13	в данном случае	2	2
14	не только в	1	2
15	же время он	1	2
16	как и его	1	1
17	что иное как	5	1
18	да и в	1	1
19	и сам автор	1	1
20	и того же	2	1
21	не сами по	1	1
22	равно как и	1	1
23	имеем в виду	1	1
24	то же самое	2	1
25	в том же	1	1
26	дело не только	1	1
27	что же касается	1	1
28	в отрыве от	2	1
29	по отношению к	5	1
30	на том или	1	1
31	до сих пор	1	1
32	сами по себе	2	1
33	в отличие от	6	1
34	что как бы	1	1
35	на самом же	1	1
36	не могут быть	2	1
37	же самое время	2	1
38	а вместе с	1	1
39	бы то ни	3	1
40	с самим собой	1	1
41	вместе с тем	1	1
42	же время они	1	1
43	действия то есть	1	1
44	не в его	1	1
45	то ни было	3	1
46	с одной стороны	3	1
47	представляет собой не	1	1
48	в известном смысле	1	1
49	и как бы	1	1
50	как и на	1	1
51	в связи с	1	1
52	одна и та	1	1
53	я не могу	1	1
54	но в принципе	1	1
55	самом же деле	1	1
56	только в качестве	1	1
57	один из возможных	1	1
58	на трех уровнях	1	1
59	в свою очередь	1	1
60	и в самом	1	1
61	мы имеем в	1	1
62	с другой стороны	2	1
63	и вследствие этого	1	1
64	не совместима с	1	1
65	одного и того	2	1
66	как и сам	1	1
67	собой не что	1	1
68	от себя лично	1	1
69	не что иное	4	1
70	в его художественной	1	1
71	к тому что	1	1
72	и отношений между	1	1
73	ведет к тому	1	1
74	как и в	1	1
75	на первый взгляд	1	1
76	дело не в	1	1
77	к тому же	4	1
78	совершенно иного рода	1	1
79	на наш взгляд	6	1
80	в глубине души	1	1
81	не так как	1	1
