N	2gram	Losev_Vesc_1	Morfolog
1	может быть	16	52
2	и т	19	49
3	т д	19	47
4	и пр	6	40
5	таким образом	8	20
6	не может	17	17
7	в этих	1	16
8	т е	55	16
9	могут быть	1	15
10	с этим	3	14
11	и в	21	13
12	в этом	4	13
13	так как	7	12
14	перед нами	2	11
15	мы видим	2	11
16	видим что	1	10
17	то же	6	9
18	мы имеем	7	9
19	так и	3	9
20	прежде всего	9	9
21	а не	19	9
22	и не	29	9
23	а затем	2	8
24	при помощи	2	8
25	что и	3	8
26	с другой	6	8
27	по существу	2	8
28	в результате	3	8
29	вопрос о	1	7
30	в качестве	1	7
31	все же	4	7
32	но если	8	7
33	но не	5	6
34	это не	5	6
35	подобно тому	4	6
36	и здесь	4	6
37	а также	1	6
38	в том	8	6
39	а в	4	6
40	мы не	6	5
41	во всех	2	5
42	не все	1	5
43	тому как	4	5
44	то что	27	5
45	далеко не	1	5
46	не менее	3	5
47	потому что	16	5
48	или в	2	5
49	один из	3	5
50	если мы	8	5
51	наряду с	1	5
52	как бы	12	5
53	и другие	1	5
54	также и	6	4
55	то это	3	4
56	то мы	2	4
57	если в	1	4
58	хотя и	4	4
59	и как	8	4
60	не только	36	4
61	на этом	2	4
62	об этом	3	4
63	его в	2	4
64	было бы	14	4
65	вовсе не	10	4
66	как и	8	4
67	несмотря на	1	4
68	точки зрения	5	4
69	с точки	3	4
70	тем не	3	4
71	ничего не	3	4
72	тем что	2	4
73	как мы	4	4
74	могла бы	3	4
75	случае не	1	4
76	другой стороны	2	4
77	так же	1	4
78	а если	1	4
79	оно может	2	4
80	что в	9	4
81	связана с	1	3
82	самом деле	4	3
83	на самом	1	3
84	в первом	2	3
85	и для	9	3
86	между собой	1	3
87	независимо от	5	3
88	но в	5	3
89	к чему	1	3
90	в пределах	1	3
91	может существовать	1	3
92	и по	1	3
93	из них	4	3
94	ни в	1	3
95	сам он	1	3
96	и вне	2	3
97	в один	1	3
98	том что	8	3
99	в то	3	3
100	реагирует на	1	3
101	в сущности	4	3
102	того чтобы	3	3
103	от того	3	3
104	на нем	1	3
105	большей частью	1	3
106	с собой	2	3
107	если бы	5	3
108	но и	18	3
109	во втором	2	3
110	другие формы	1	3
111	значит что	24	3
112	к нему	1	3
113	можно ограничиться	1	3
114	и ее	18	3
115	мы можем	4	3
116	в руки	2	3
117	не является	1	3
118	что они	6	3
119	то можно	1	3
120	из которых	1	3
121	форма в	1	3
122	но это	10	3
123	кроме того	4	3
124	это уже	1	3
125	мы должны	2	3
126	только что	2	3
127	же в	1	3
128	требует чтобы	4	3
129	первом случае	2	3
130	ее по	1	3
131	можно назвать	1	3
132	обычно в	1	2
133	как это	2	2
134	относятся к	1	2
135	что эти	1	2
136	собственном смысле	3	2
137	есть нечто	6	2
138	время как	1	2
139	мы получаем	1	2
140	как таковая	2	2
141	а с	3	2
142	если она	1	2
143	и к	1	2
144	более или	1	2
145	то в	4	2
146	та же	1	2
147	как то	1	2
148	из его	2	2
149	не значит	7	2
150	д все	1	2
151	я разумею	1	2
152	можно было	2	2
153	в другом	2	2
154	мы уже	3	2
155	это было	1	2
156	о характере	1	2
157	то как	2	2
158	с тем	5	2
159	и тогда	1	2
160	или менее	1	2
161	для него	4	2
162	что такое	12	2
163	за которым	1	2
164	имеется в	1	2
165	нельзя было	4	2
166	и более	1	2
167	однако в	1	2
168	а а	1	2
169	все эти	3	2
170	что эта	1	2
171	одна из	5	2
172	знать что	1	2
173	такой случай	1	2
174	и его	2	2
175	к себе	4	2
176	они и	1	2
177	для того	2	2
178	оно не	3	2
179	утверждать что	1	2
180	в в	2	2
181	в собственном	2	2
182	то время	1	2
183	и что	15	2
184	не с	7	2
185	ясно что	8	2
186	является в	2	2
187	д если	1	2
188	о том	6	2
189	с одной	3	2
190	можно сказать	6	2
191	в различных	1	2
192	может не	2	2
193	и только	3	2
194	того что	8	2
195	быть и	1	2
196	хотя бы	6	2
197	этот вопрос	1	2
198	что он	1	2
199	только в	14	2
200	себя в	10	2
201	уже не	9	2
202	вопроса о	1	2
203	или не	2	2
204	в виде	1	2
205	от других	1	2
206	его и	2	2
207	никто не	1	2
208	у нее	1	2
209	момент в	6	2
210	живой и	2	2
211	себя и	4	2
212	сказать что	17	2
213	совершенно одинаково	1	2
214	что мы	14	2
215	в частности	1	2
216	одной стороны	3	2
217	самого себя	1	2
218	есть и	4	2
219	но для	2	2
220	вопрос в	1	2
221	стороны ее	1	2
222	чтобы его	1	2
223	же оно	1	2
224	в свое	2	2
225	к этому	1	2
226	равным образом	3	1
227	по законам	2	1
228	имени или	2	1
229	и то	10	1
230	применении к	2	1
231	возможны и	1	1
232	целей это	1	1
233	между двумя	1	1
234	от самого	1	1
235	ii и	1	1
236	где я	1	1
237	есть не	14	1
238	понимания может	1	1
239	это совершенно	4	1
240	ли ее	1	1
241	на эти	1	1
242	никогда меня	1	1
243	так чтобы	2	1
244	но она	3	1
245	что это	13	1
246	что иное	7	1
247	не вполне	2	1
248	оно есть	9	1
249	и такой	1	1
250	ему в	1	1
251	конечно и	1	1
252	и заставляет	2	1
253	средство для	1	1
254	в виду	2	1
255	кто же	1	1
256	состоят из	1	1
257	не имеющий	1	1
258	видим таким	1	1
259	мы еще	2	1
260	коем случае	1	1
261	мы будем	1	1
262	не то	4	1
263	нет не	1	1
264	явлений и	1	1
265	же она	1	1
266	или другом	1	1
267	с трудом	1	1
268	тогда как	1	1
269	отношение к	1	1
270	отличие от	1	1
271	она есть	8	1
272	от разрешения	1	1
273	метод и	1	1
274	данный момент	1	1
275	для всех	1	1
276	мы имели	1	1
277	имеют и	1	1
278	что ее	2	1
279	к иному	1	1
280	говорит что	1	1
281	и наконец	1	1
282	это определение	1	1
283	смысла но	1	1
284	духа в	1	1
285	втором случае	1	1
286	в которой	1	1
287	к другому	1	1
288	камни и	1	1
289	из этих	1	1
290	одном случае	1	1
291	не в	5	1
292	думать что	1	1
293	в этой	3	1
294	остановиться на	1	1
295	но ведь	2	1
296	на то	4	1
297	вообще не	2	1
298	что каждая	1	1
299	что она	15	1
300	главным образом	1	1
301	всех этих	1	1
302	момента в	1	1
303	свою собственную	1	1
304	прочим и	2	1
305	и вот	2	1
306	в россии	2	1
307	необходимо для	1	1
308	и этот	2	1
309	в окно	1	1
310	собственно говоря	4	1
311	одно и	5	1
312	здесь мы	1	1
313	то ни	4	1
314	и может	2	1
315	они должны	1	1
316	или ее	2	1
317	конечно в	1	1
318	те или	4	1
319	с другими	8	1
320	деле в	1	1
321	и дает	1	1
322	и тем	3	1
323	в это	1	1
324	о которых	1	1
325	на что	1	1
326	как видно	1	1
327	переходим к	1	1
328	между собою	6	1
329	же самый	1	1
330	в научной	1	1
331	нисколько не	4	1
332	пр также	1	1
333	формы но	1	1
334	нужно только	1	1
335	имен и	1	1
336	том как	1	1
337	и их	7	1
338	самого в	1	1
339	мы говорили	2	1
340	не столько	1	1
341	могло бы	1	1
342	исторической действительности	1	1
343	бы мы	1	1
344	что я	24	1
345	и уж	1	1
346	предмета но	1	1
347	а есть	2	1
348	при этом	1	1
349	но он	2	1
350	силу и	1	1
351	все это	5	1
352	никак нельзя	1	1
353	без всяких	1	1
354	имеет свою	1	1
355	или если	1	1
356	для нее	2	1
357	если идти	1	1
358	есть всегда	4	1
359	тому что	2	1
360	она не	4	1
361	то с	3	1
362	точно и	1	1
363	быть или	1	1
364	спасение от	1	1
365	для меня	2	1
366	она могла	2	1
367	меня не	2	1
368	это дает	1	1
369	или другие	4	1
370	и притом	3	1
371	и сама	3	1
372	в основе	3	1
373	дело не	2	1
374	вещей на	1	1
375	может только	1	1
376	этих двух	2	1
377	или как	2	1
378	это лицо	1	1
379	у кого	1	1
380	с но	2	1
381	е не	2	1
382	и делает	2	1
383	с другом	1	1
384	есть у	2	1
385	у нас	7	1
386	к таким	1	1
387	в коем	1	1
388	в окне	1	1
389	исходить из	1	1
390	если он	1	1
391	меня на	2	1
392	уже было	1	1
393	должны быть	4	1
394	на улицу	1	1
395	к тому	3	1
396	той или	2	1
397	не есть	49	1
398	все еще	3	1
399	кем и	1	1
400	на это	4	1
401	только одну	1	1
402	ничего общего	1	1
403	в применении	1	1
404	с ее	6	1
405	как не	1	1
406	это будет	3	1
407	без всякого	4	1
408	же не	1	1
409	действительно это	1	1
410	данном случае	2	1
411	него самого	1	1
412	но волевое	1	1
413	приводит к	1	1
414	после всех	1	1
415	как с	4	1
416	а этот	1	1
417	здесь как	1	1
418	хотя о	1	1
419	мог бы	5	1
420	свет а	1	1
421	и с	8	1
422	находится в	3	1
423	связанное с	1	1
424	иное как	7	1
425	но к	1	1
426	на вопрос	1	1
427	но мы	1	1
428	бы то	4	1
429	того или	1	1
430	их в	3	1
431	нет это	2	1
432	общий принцип	1	1
433	том или	1	1
434	и всякая	1	1
435	в его	2	1
436	самого т	1	1
437	во всей	1	1
438	словами не	2	1
439	частью в	1	1
440	язык есть	2	1
441	тот момент	2	1
442	если это	2	1
443	к ней	2	1
444	в него	1	1
445	но так	1	1
446	д и	5	1
447	с ними	3	1
448	ли он	1	1
449	или другого	1	1
450	говорить о	6	1
451	как нечто	2	1
452	большого количества	1	1
453	но то	2	1
454	со всеми	1	1
455	в эти	1	1
456	быть изучены	1	1
457	было так	1	1
458	же и	1	1
459	есть в	1	1
460	и у	3	1
461	мы получим	2	1
462	и которая	1	1
463	в нашей	1	1
464	ее из	1	1
465	что не	5	1
466	не дает	1	1
467	в данной	1	1
468	д словом	1	1
469	а и	9	1
470	не так	1	1
471	понимает что	1	1
472	всяком случае	2	1
473	в одном	2	1
474	ее не	2	1
475	у него	2	1
476	между прочим	3	1
477	она имеет	1	1
478	образом что	1	1
479	в с	2	1
480	только на	3	1
481	и сердца	1	1
482	другого и	1	1
483	и даже	6	1
484	со стороны	5	1
485	или иной	1	1
486	раза в	1	1
487	даже не	7	1
488	здесь опять	1	1
489	до сих	1	1
490	может и	1	1
491	может ли	2	1
492	на ее	3	1
493	вообще с	1	1
494	именно в	1	1
495	а именно	1	1
496	эти две	4	1
497	как же	3	1
498	еще и	8	1
499	ему соответствует	1	1
500	иногда это	1	1
501	от другого	1	1
502	что им	1	1
503	на этот	1	1
504	решить вопрос	1	1
505	она является	3	1
506	ничем не	3	1
507	не на	1	1
508	действительности без	2	1
509	о чем	1	1
510	могут служить	1	1
511	существу и	1	1
512	нужно иметь	1	1
513	входить в	1	1
514	но оно	1	1
515	является его	1	1
516	смысл который	1	1
517	мы опять	1	1
518	в данном	5	1
519	в течение	1	1
520	вне этой	1	1
521	в отдельности	4	1
522	из этой	1	1
523	в ряду	1	1
524	друг с	1	1
525	это значит	24	1
526	как будто	1	1
