N	3gram	Bakhtin_sl_2	EvropaiC
1	в том что	4	16
2	до сих пор	2	12
3	по отношению к	4	10
4	с точки зрения	3	8
5	более или менее	2	7
6	на то что	1	7
7	для того чтобы	2	6
8	которых мы говорили	1	4
9	в этом случае	6	4
10	сих пор не	2	4
11	может быть и	2	4
12	с другой стороны	1	4
13	не может быть	15	4
14	о том что	1	4
15	тот факт что	2	4
16	о которых мы	1	4
17	тем не менее	1	4
18	не может не	1	3
19	в связи с	2	3
20	в целом ряде	1	3
21	таким образом в	1	3
22	и может быть	1	2
23	время от времени	1	2
24	том что он	1	2
25	лишь при условии	1	2
26	то же время	4	2
27	рано или поздно	1	2
28	с одной стороны	5	2
29	в нашем случае	1	2
30	так и для	2	2
31	друг к другу	1	2
32	во всяком случае	2	2
33	во всех этих	1	2
34	между этими двумя	1	2
35	как и в	1	2
36	в свою очередь	2	2
37	в этих областях	1	2
38	но все же	4	2
39	возможно лишь при	1	2
40	в то же	4	2
41	а следовательно и	1	1
42	иначе обстоит дело	1	1
43	хотя и не	1	1
44	мы уже говорили	1	1
45	не поймет и	1	1
46	меньше чем в	2	1
47	иметь в виду	1	1
48	а не в	1	1
49	мы уже сказали	1	1
50	что одним из	1	1
51	и не может	1	1
52	в лучшем случае	1	1
53	в зависимости от	4	1
54	вступают в борьбу	1	1
55	для этой цели	1	1
56	лишь тогда когда	2	1
57	и в дальнейшем	1	1
58	между тем как	1	1
59	дело идет об	1	1
60	том числе и	1	1
61	на каждом шагу	2	1
62	мы говорили в	1	1
63	точки зрения на	1	1
64	их отношение к	1	1
65	в ту же	1	1
66	одним из главных	1	1
67	мы не знаем	1	1
68	все же он	1	1
69	в один из	1	1
70	до конца не	1	1
71	до некоторой степени	1	1
72	а лишь о	1	1
73	но именно в	1	1
74	в нем не	1	1
75	только с точки	1	1
76	так и от	1	1
77	представить себе как	1	1
78	все то что	1	1
79	именно в том	1	1
80	в широком смысле	1	1
81	целом ряде случаев	1	1
82	а в том	1	1
83	если она не	2	1
84	с самого начала	1	1
85	не только не	1	1
86	не менее в	1	1
87	мы видели что	1	1
88	развития все это	1	1
89	в другом случае	1	1
90	в том числе	1	1
91	как мы видели	1	1
92	и в нем	1	1
93	таким образом даже	1	1
94	для этого необходимо	1	1
95	том что оно	1	1
