N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	40
2	и его	2	17
3	прежде всего	9	16
4	в этом	4	15
5	мы уже	3	13
6	не только	36	13
7	в его	2	13
8	и не	29	13
9	вовсе не	10	12
10	что в	9	12
11	как и	8	11
12	но и	18	11
13	таким образом	8	10
14	как мы	4	10
15	в сущности	4	9
16	может быть	16	9
17	и все	5	9
18	той же	2	8
19	отношение к	1	8
20	все эти	3	8
21	и с	8	8
22	в том	8	8
23	у него	2	8
24	но в	5	8
25	то же	6	7
26	в своем	6	7
27	культуры и	1	7
28	он и	1	7
29	в виду	2	7
30	в одном	2	7
31	в духе	1	7
32	этот образ	1	7
33	во всех	2	6
34	в самом	9	6
35	в этих	1	6
36	в то	3	6
37	мы еще	2	6
38	в той	3	6
39	в своей	5	6
40	к этому	1	6
41	в нем	2	5
42	со всеми	1	5
43	в основе	3	5
44	и для	9	5
45	в особенности	1	5
46	мы видим	2	5
47	для него	4	5
48	то что	27	5
49	не было	1	5
50	а не	19	5
51	как раз	9	5
52	в своих	1	5
53	также и	6	4
54	жизни и	2	4
55	из всех	1	4
56	в ней	12	4
57	в истории	1	4
58	было бы	14	4
59	ни в	1	4
60	том что	8	4
61	страха и	1	4
62	того чтобы	3	4
63	у нас	7	4
64	мы встречаем	1	4
65	о том	6	4
66	и о	3	4
67	так в	1	4
68	и здесь	4	4
69	а также	1	4
70	и во	3	4
71	один из	3	4
72	только на	3	4
73	из них	4	4
74	так как	7	4
75	и даже	6	4
76	до сих	1	4
77	и потому	5	4
78	в данном	5	4
79	сих пор	1	4
80	все это	5	4
81	еще более	2	4
82	самом деле	4	3
83	на самом	1	3
84	и есть	26	3
85	с его	1	3
86	отличие от	1	3
87	в этой	3	3
88	кроме того	4	3
89	и как	8	3
90	и наконец	1	3
91	и к	1	3
92	в себе	14	3
93	но ведь	2	3
94	при этом	1	3
95	всех этих	1	3
96	об этом	3	3
97	но именно	2	3
98	мы видели	1	3
99	в отличие	1	3
100	их в	3	3
101	для этого	4	3
102	дело не	2	3
103	одна из	5	3
104	во всем	1	3
105	о нем	1	3
106	и самое	2	3
107	в ее	7	3
108	можно было	2	3
109	если бы	5	3
110	в другом	2	3
111	другими словами	5	3
112	никак не	3	3
113	нуждается в	1	3
114	что и	3	3
115	во всей	1	3
116	в свете	7	3
117	и следовательно	7	3
118	еще не	8	3
119	только в	14	3
120	поэтому и	1	3
121	так и	3	3
122	же и	1	3
123	одно из	1	3
124	не так	1	3
125	мы находим	2	3
126	в конце	2	3
127	тем что	2	3
128	для того	2	3
129	и прежде	1	3
130	сказать что	17	3
131	в частности	1	3
132	не может	17	3
133	вместе с	1	3
134	во все	1	3
135	как бы	12	3
136	в более	1	3
137	и от	3	3
138	но это	10	3
139	а в	4	3
140	слово в	2	3
141	между ними	3	3
142	связана с	1	2
143	того же	5	2
144	переход от	1	2
145	это и	6	2
146	из самых	2	2
147	по преимуществу	2	2
148	и этот	2	2
149	с в	2	2
150	мы не	6	2
151	хотя бы	6	2
152	быть в	1	2
153	но не	5	2
154	тут же	2	2
155	думать что	1	2
156	в течение	1	2
157	что он	1	2
158	все же	4	2
159	и понимания	2	2
160	в которой	1	2
161	из этих	1	2
162	выражение в	3	2
163	раз в	1	2
164	в дальнейшем	1	2
165	и если	2	2
166	в первой	2	2
167	и еще	2	2
168	не к	1	2
169	и вот	2	2
170	свидетельствует о	3	2
171	на этом	2	2
172	здесь мы	1	2
173	это вовсе	2	2
174	форму и	1	2
175	далеко не	1	2
176	в один	1	2
177	точки зрения	5	2
178	уже к	1	2
179	в котором	3	2
180	представление о	1	2
181	но он	2	2
182	не менее	3	2
183	ее не	2	2
184	дело в	4	2
185	он с	1	2
186	встречаем здесь	1	2
187	до того	1	2
188	этом отношении	1	2
189	ему не	1	2
190	должны быть	4	2
191	этой книги	1	2
192	той или	2	2
193	они и	1	2
194	и это	14	2
195	момент в	6	2
196	данном случае	2	2
197	на основе	1	2
198	следовательно и	1	2
199	времени и	1	2
200	одного из	1	2
201	по сравнению	7	2
202	поэтому в	1	2
203	можно сказать	6	2
204	в разных	4	2
205	основе своей	2	2
206	с другой	6	2
207	нас в	3	2
208	язык и	1	2
209	книг и	1	2
210	в языке	1	2
211	это не	5	2
212	к нему	1	2
213	как нечто	2	2
214	и так	1	2
215	и ее	18	2
216	в эти	1	2
217	конечно не	1	2
218	с нею	18	2
219	и у	3	2
220	уже в	1	2
221	слова в	2	2
222	в нашей	1	2
223	него и	1	2
224	мы знаем	1	2
225	на их	2	2
226	даже и	4	2
227	со всем	5	2
228	или иной	1	2
229	именно в	1	2
230	чем он	1	2
231	еще и	8	2
232	в подлинном	2	2
233	о чем	1	2
234	все то	1	2
235	с этим	3	2
236	ни от	5	2
237	сравнению с	6	2
238	вот я	1	2
239	это есть	7	2
240	образ и	3	2
241	из этой	1	2
242	смысл в	1	2
243	есть и	4	2
244	слова и	5	2
245	и сама	3	2
246	потому что	16	2
247	ноги и	1	2
248	и необходимо	2	2
249	хотя в	1	2
250	то понимание	1	2
251	из этого	1	2
252	и другие	1	2
253	это в	1	2
254	все что	1	2
255	новое время	1	1
256	ли мы	2	1
