N	2gram	Propp_Russ_2	Problemy
1	и в	29	46
2	и не	1	27
3	может быть	13	23
4	не может	5	19
5	как бы	18	19
6	в нем	1	17
7	в этом	11	16
8	не только	10	14
9	перед нами	1	12
10	как мы	3	12
11	но и	8	12
12	как и	11	12
13	и на	6	11
14	в одном	1	11
15	а не	4	11
16	в пределах	1	10
17	не в	4	10
18	в самом	1	9
19	и все	4	9
20	в его	1	9
21	в том	22	9
22	в большинстве	1	9
23	прежде всего	2	9
24	или в	7	8
25	еще не	6	7
26	и с	10	7
27	как раз	1	7
28	то же	4	6
29	никогда не	2	6
30	хотя и	1	6
31	но в	5	6
32	но это	1	6
33	и его	1	6
34	в него	2	6
35	что он	1	6
36	только в	1	6
37	есть в	2	6
38	друг друга	3	6
39	к себе	1	6
40	все это	10	6
41	мы увидим	1	6
42	в котором	3	5
43	во всех	3	5
44	так сказать	1	5
45	при этом	6	5
46	это не	5	5
47	рядом с	1	5
48	в то	2	5
49	о том	9	5
50	к нему	4	5
51	так как	13	5
52	например в	1	4
53	в их	2	4
54	мы не	6	4
55	на себя	2	4
56	но не	5	4
57	как в	7	4
58	все же	2	4
59	кроме того	2	4
60	все эти	3	4
61	людей и	2	4
62	таким образом	6	4
63	и наконец	1	4
64	том что	22	4
65	в этих	3	4
66	своего рода	1	4
67	том же	4	4
68	во всем	2	4
69	потому что	5	4
70	здесь не	1	4
71	приводит к	1	4
72	так и	1	4
73	в виду	2	4
74	и здесь	1	4
75	и других	3	4
76	можно сказать	1	4
77	же и	1	4
78	уже не	4	4
79	уже в	1	4
80	к ним	1	4
81	до конца	3	4
82	превращается в	1	4
83	должно быть	2	4
84	то что	5	4
85	совершенно не	2	4
86	что в	22	4
87	одним из	2	3
88	человека и	1	3
89	и это	1	3
90	в приведенном	1	3
91	здесь и	1	3
92	и до	1	3
93	тут в	1	3
94	мы уже	1	3
95	мы имеем	6	3
96	и о	3	3
97	так чтобы	2	3
98	мы и	1	3
99	то это	1	3
100	отношение к	1	3
101	отличие от	3	3
102	в своем	1	3
103	более или	1	3
104	из этих	2	3
105	в этой	3	3
106	как он	1	3
107	на то	1	3
108	не к	2	3
109	их в	4	3
110	на этом	3	3
111	было бы	3	3
112	далеко не	4	3
113	такой же	1	3
114	или менее	1	3
115	но если	3	3
116	и при	2	3
117	в своей	2	3
118	в отличие	3	3
119	смех в	1	3
120	но он	3	3
121	она не	3	3
122	дело в	1	3
123	по своей	1	3
124	на него	1	3
125	и несколько	1	3
126	и этим	1	3
127	с собой	1	3
128	здесь нет	1	3
129	если бы	1	3
130	и что	5	3
131	в различных	1	3
132	и во	1	3
133	только на	1	3
134	в конце	1	3
135	что и	2	3
136	тем что	3	3
137	и даже	1	3
138	с другой	2	3
139	него в	1	3
140	так же	4	3
141	жизнь и	2	3
142	по существу	4	3
143	и для	2	3
144	другой стороны	1	3
145	и другие	14	3
146	а между	1	2
147	ту же	1	2
148	же как	4	2
149	и через	3	2
150	а как	1	2
151	вопрос о	4	2
152	из своих	1	2
153	не была	1	2
154	мы здесь	2	2
155	там и	2	2
156	не входит	1	2
157	если в	1	2
158	к слову	1	2
159	нет и	1	2
160	в одной	1	2
161	с этим	2	2
162	стороны и	1	2
163	когда он	1	2
164	и как	2	2
165	не было	2	2
166	его к	1	2
167	увидим что	1	2
168	от этого	1	2
169	этот смех	1	2
170	так в	2	2
171	но на	1	2
172	в последний	3	2
173	и по	3	2
174	но все	1	2
175	об этом	2	2
176	на все	1	2
177	от одного	1	2
178	он есть	2	2
179	себя внимание	1	2
180	в которых	4	2
181	могло бы	1	2
182	не менее	2	2
183	которые в	1	2
184	того как	2	2
185	одна из	11	2
186	но она	2	2
187	следовательно и	1	2
188	ничего не	1	2
189	к ней	2	2
190	и является	1	2
191	этих случаях	4	2
192	то и	4	2
193	у нас	4	2
194	могут быть	2	2
195	в гробу	1	2
196	без всякого	1	2
197	и совершенно	1	2
198	в другом	1	2
199	можно было	2	2
200	живет в	3	2
201	в которые	1	2
202	из одного	1	2
203	с ним	1	2
204	все в	2	2
205	между тем	3	2
206	от них	1	2
207	тем как	1	2
208	здесь в	2	2
209	все время	1	2
210	и следовательно	1	2
211	но с	1	2
212	к различным	1	2
213	этот вопрос	2	2
214	и так	1	2
215	же он	1	2
216	так что	4	2
217	с нею	1	2
218	их как	1	2
219	для него	1	2
220	а в	9	2
221	последний раз	1	2
222	в других	15	2
223	для этого	5	2
224	влияние на	2	2
225	и пр	2	2
226	в руках	2	2
227	что так	1	2
228	там где	2	2
229	в одно	1	2
230	вместе с	6	2
231	в духе	1	2
232	в данном	6	2
233	к жизни	5	2
234	человек с	1	2
235	этого слова	1	2
236	остается в	1	2
237	при всем	1	2
238	для нас	6	2
239	его жизнь	1	2
240	есть уже	1	2
241	на части	9	2
242	сон в	1	2
243	сказать что	1	2
244	нет но	1	2
245	и жизнь	1	2
246	есть и	1	2
247	в заключение	1	2
248	значение в	1	2
249	во всяком	1	2
250	все что	1	2
251	выражено в	1	1
252	относится и	1	1
253	и то	2	1
254	на самом	2	1
255	он может	1	1
256	смех это	1	1
257	и есть	1	1
258	из самых	1	1
259	которую они	1	1
260	можно в	1	1
261	смерть в	1	1
262	в нашу	1	1
263	народ на	1	1
264	в селе	1	1
265	входит в	1	1
266	собой как	1	1
267	не во	1	1
268	к новой	1	1
269	этом не	1	1
270	так именно	1	1
271	совпадает с	1	1
272	из того	1	1
273	ступени ее	1	1
274	это время	2	1
275	в ней	1	1
276	в xix	3	1
277	и сами	1	1
278	от самих	1	1
279	между собой	2	1
280	всем этим	1	1
281	это имеет	2	1
282	как правило	1	1
283	впереди и	1	1
284	он пишет	1	1
285	большое значение	1	1
286	при первом	1	1
287	можно отнести	1	1
288	к сожалению	1	1
289	она как	2	1
290	ней в	2	1
291	в одних	1	1
292	все остальные	1	1
293	не являются	1	1
294	всего как	1	1
295	сливается с	1	1
296	та же	2	1
297	под ней	1	1
298	что это	3	1
299	рассказ о	1	1
300	смеха в	1	1
301	тому же	1	1
302	во многих	9	1
303	и если	1	1
304	что она	3	1
305	в ее	3	1
306	есть одна	1	1
307	и еще	2	1
308	он должен	1	1
309	что у	1	1
310	характер в	2	1
311	i в	1	1
312	это конечно	1	1
313	от нее	1	1
314	в одну	1	1
315	здесь мы	2	1
316	смеха смех	1	1
317	что все	1	1
318	на всю	1	1
319	указывали на	1	1
320	связанных с	1	1
321	а по	1	1
322	на этой	1	1
323	и иногда	2	1
324	его в	8	1
325	знает что	1	1
326	за ней	1	1
327	не соответствует	1	1
328	выходя из	1	1
329	в них	4	1
330	на которую	1	1
331	не всегда	3	1
332	несмотря на	1	1
333	первый день	1	1
334	чем в	2	1
335	и тогда	1	1
336	в научной	1	1
337	который как	1	1
338	можно только	1	1
339	во время	12	1
340	что если	1	1
341	при изучении	1	1
342	или точнее	1	1
343	в такой	1	1
344	необходимо указать	1	1
345	место в	1	1
346	не столько	2	1
347	и культом	1	1
348	но эта	1	1
349	живут в	2	1
350	не будем	3	1
351	поэтому мы	1	1
352	такую же	1	1
353	по всем	3	1
354	однако в	1	1
355	и под	3	1
356	и очень	1	1
357	при всех	1	1
358	но они	1	1
359	полу и	1	1
360	виду что	1	1
361	и смех	3	1
362	дело не	2	1
363	тогда когда	4	1
364	и притом	1	1
365	как его	1	1
366	о них	2	1
367	иметь в	1	1
368	примерно в	1	1
369	в другую	1	1
370	игры в	2	1
371	связи с	2	1
372	только с	1	1
373	как будто	1	1
374	их по	3	1
375	что на	2	1
376	остановиться несколько	1	1
377	такие же	3	1
378	начиная с	2	1
379	когда мы	2	1
380	когда они	2	1
381	указание на	1	1
382	смехом и	2	1
383	и другим	1	1
384	для его	1	1
385	все еще	1	1
386	что при	2	1
387	здесь еще	1	1
388	некоторой степени	1	1
389	и поэтому	1	1
390	а затем	4	1
391	того чтобы	6	1
392	данном случае	7	1
393	затем его	1	1
394	идет речь	1	1
395	некоторых других	1	1
396	на нее	6	1
397	не с	2	1
398	оно как	2	1
399	еще в	2	1
400	это только	1	1
401	но иногда	1	1
402	они становятся	1	1
403	с этого	1	1
404	и вообще	1	1
405	но может	1	1
406	говорят что	1	1
407	не был	2	1
408	за пределами	2	1
409	или на	8	1
410	после того	2	1
411	это должно	1	1
412	может не	1	1
413	от него	1	1
414	смертью и	1	1
415	это позволяет	1	1
416	ее как	1	1
417	если эта	1	1
418	в литературе	1	1
419	известно что	1	1
420	быть и	1	1
421	но так	1	1
422	на которой	1	1
423	сюда же	2	1
424	один из	2	1
425	в двух	1	1
426	и смеются	1	1
427	шли в	1	1
428	в какой	1	1
429	принимает форму	1	1
430	в стороне	2	1
431	должен был	3	1
432	несколько подробнее	1	1
433	они могут	1	1
434	и обновления	1	1
435	с одной	2	1
436	в эти	1	1
437	сильнее чем	1	1
438	человека с	1	1
439	из которого	1	1
440	он очень	1	1
441	вопроса о	1	1
442	ее а	1	1
443	а это	1	1
444	смерть и	2	1
445	игра на	1	1
446	у кого-нибудь	1	1
447	же они	1	1
448	всяком случае	1	1
449	ты меня	1	1
450	себя от	1	1
451	ее не	1	1
452	близко к	1	1
453	до некоторой	1	1
454	где есть	3	1
455	некоторые исследователи	1	1
456	со смехом	2	1
457	жизни в	2	1
458	нужно было	1	1
459	одной стороны	2	1
460	даже не	1	1
461	с другим	2	1
462	именно в	4	1
463	по своим	1	1
464	а именно	3	1
465	уходит в	1	1
466	только один	1	1
467	а с	2	1
468	по всей	3	1
469	и др	1	1
470	на ней	1	1
471	что для	3	1
472	в комическом	1	1
473	в некоторых	9	1
