N	2gram	Tiupa_Lite_2	Marksizm
1	может быть	17	28
2	и в	19	19
3	как бы	2	19
4	и не	11	19
5	не может	9	18
6	точки зрения	4	17
7	то же	12	16
8	и его	3	16
9	как мы	1	15
10	в этом	9	15
11	в сущности	3	14
12	таким образом	1	14
13	не только	8	13
14	с точки	3	13
15	связи с	1	13
16	высказывание как	1	12
17	в нем	3	11
18	вовсе не	2	11
19	не в	4	10
20	так и	7	10
21	и т.п	10	10
22	но и	10	10
23	в пределах	1	10
24	том что	7	10
25	самом деле	1	9
26	при этом	6	9
27	как и	10	9
28	для него	4	9
29	в основе	2	9
30	а не	20	9
31	по отношению	4	8
32	высказывание в	1	8
33	в то	9	8
34	же время	9	8
35	слова в	1	8
36	отнюдь не	4	8
37	не является	2	8
38	отношению к	3	8
39	на самом	1	7
40	его в	1	7
41	одна из	5	7
42	никогда не	3	7
43	в том	10	7
44	прежде всего	4	7
45	и для	3	7
46	но в	2	7
47	в таком	1	7
48	во всех	3	6
49	и как	3	6
50	в самом	1	6
51	слова и	7	6
52	в смысле	1	6
53	того чтобы	1	6
54	к тому	1	6
55	для того	2	6
56	же самое	1	6
57	более того	1	6
58	и все	1	6
59	хотя бы	2	6
60	ни было	2	6
61	в свою	1	6
62	того же	4	5
63	и на	6	5
64	все же	2	5
65	то ни	1	5
66	в данном	3	5
67	в их	3	5
68	свою очередь	1	5
69	в его	4	5
70	отношении к	1	5
71	или иной	1	5
72	в контексте	1	5
73	к этому	1	5
74	так же	1	5
75	тем же	3	4
76	должна быть	1	4
77	бы то	1	4
78	только на	1	4
79	в себе	6	4
80	на то	1	4
81	в единстве	1	4
82	это не	1	4
83	было бы	2	4
84	в слове	1	4
85	мы видели	1	4
86	тому что	1	4
87	в отношении	1	4
88	ничего не	3	4
89	и т.д	7	4
90	той или	1	4
91	для себя	2	4
92	в русском	2	4
93	того что	5	4
94	что он	3	4
95	речь в	2	4
96	как раз	2	4
97	в основном	1	4
98	бы в	1	4
99	то что	7	4
100	если б	1	3
101	и то	3	3
102	и до	2	3
103	исходит из	1	3
104	внутренний мир	1	3
105	в становлении	1	3
106	общения в	1	3
107	в ней	4	3
108	еще не	2	3
109	столь же	5	3
110	в ее	2	3
111	отличие от	1	3
112	за пределы	1	3
113	относится к	1	3
114	в истории	2	3
115	все эти	1	3
116	в этой	3	3
117	он не	5	3
118	не к	2	3
119	одно и	2	3
120	здесь мы	1	3
121	в другом	3	3
122	той же	2	3
123	с другими	1	3
124	в этих	1	3
125	в своей	1	3
126	в отличие	1	3
127	мысли и	2	3
128	не имеет	1	3
129	у нас	5	3
130	языка в	1	3
131	могут быть	2	3
132	на основе	1	3
133	о том	2	3
134	что и	2	3
135	одной из	2	3
136	в какой	2	3
137	с одной	7	3
138	в качестве	5	3
139	так как	3	3
140	с другой	8	3
141	не было	2	3
142	одной стороны	6	3
143	как целого	1	3
144	и от	1	3
145	как система	1	3
146	а в	3	3
147	отношения к	1	2
148	одним из	3	2
149	совершенно справедливо	1	2
150	от своего	1	2
151	случае это	2	2
152	и чужого	1	2
153	и он	3	2
154	он был	1	2
155	но как	2	2
156	ответ на	1	2
157	в собственном	1	2
158	стороны и	1	2
159	в своем	1	2
160	от этого	1	2
161	что это	1	2
162	в нашем	2	2
163	не следует	1	2
164	без исключения	1	2
165	одно слово	1	2
166	им как	1	2
167	различие между	1	2
168	и с	3	2
169	то есть	5	2
170	мере двух	1	2
171	на протяжении	1	2
172	мышления о	1	2
173	в жизни	2	2
174	рядом с	1	2
175	далеко не	1	2
176	в соединении	1	2
177	и потому	1	2
178	он и	2	2
179	мы не	4	2
180	место в	1	2
181	является в	1	2
182	по крайней	2	2
183	но они	1	2
184	как от	1	2
185	только здесь	1	2
186	которых и	1	2
187	этот тип	1	2
188	лишь при	1	2
189	внутренней и	1	2
190	взаимодействия с	1	2
191	сравнительно с	1	2
192	об одном	1	2
193	и о	1	2
194	но по	1	2
195	приводит к	1	2
196	не с	3	2
197	все то	1	2
198	поэтому в	1	2
199	и даже	8	2
200	сводится к	1	2
201	крайней мере	2	2
202	соединении с	1	2
203	все время	1	2
204	но не	5	2
205	себя в	6	2
206	б мы	1	2
207	уже в	2	2
208	свидетельствует о	2	2
209	не так	2	2
210	ведь это	2	2
211	друг друга	2	2
212	у него	2	2
213	тем что	4	2
214	даже и	2	2
215	в особенности	1	2
216	мы это	1	2
217	этом как	1	2
218	именно в	1	2
219	и прежде	1	2
220	а с	1	2
221	что не	2	2
222	они не	1	2
223	стремится к	1	2
224	до конца	2	2
225	однако и	1	2
226	все более	1	2
227	вместе с	5	2
228	к его	1	2
229	в начале	3	2
230	исторический феномен	1	2
231	от него	1	2
232	и внешней	1	2
233	еще более	1	2
234	в системе	1	2
235	не знает	2	2
236	культуры как	2	2
237	жизни и	4	2
238	что в	4	2
239	и эта	1	2
240	как на	3	2
241	речь идет	3	1
242	но тем	4	1
243	то в	2	1
244	и за	2	1
245	обойтись без	1	1
246	его не	1	1
247	это совершенно	1	1
248	не дремлет	1	1
249	что уже	1	1
250	сведена к	1	1
251	именно к	1	1
252	ни единого	1	1
253	из того	2	1
254	мы и	1	1
255	какого бы	1	1
256	слово не	2	1
