N	3gram	Ircho_Kome_2	FransuaR
1	то же время	3	8
2	в то же	3	8
3	в большинстве случаев	1	5
4	и в то	1	4
5	более или менее	1	3
6	в том числе	3	3
7	но и в	1	3
8	для того чтобы	4	3
9	таким образом и	1	3
10	с другой стороны	1	3
11	с самого начала	1	3
12	в этой же	1	3
13	имеется в виду	1	2
14	с точки зрения	1	2
15	том числе и	1	2
16	с одной стороны	2	2
17	не только в	1	2
18	в то время	3	2
19	женщин и детей	1	2
20	о том что	4	2
21	свою роль в	1	2
22	как мы видели	1	2
23	видели как бы	1	1
24	само собой разумеется	1	1
25	что это не	1	1
26	и к тому	1	1
27	что у нее	1	1
28	в одной из	2	1
29	на первый план	1	1
30	до сих пор	2	1
31	из них в	1	1
32	том случае если	1	1
33	в той же	2	1
34	в бытовом плане	1	1
35	и не столь	1	1
36	за то что	4	1
37	и в тех	1	1
38	как будто он	1	1
39	и вовсе не	1	1
40	в том случае	1	1
41	в этом же	2	1
42	в это время	2	1
43	то время как	2	1
44	в самом начале	2	1
45	это время и	1	1
46	но в более	1	1
47	ни в одном	1	1
48	победы над ним	1	1
49	у того же	2	1
50	на этот раз	4	1
51	в отличие от	2	1
52	его современников и	1	1
53	в связи с	3	1
54	так и в	1	1
55	в полной мере	1	1
56	к участию в	1	1
57	как мы знаем	1	1
58	не может быть	1	1
59	сих пор в	1	1
60	в свою очередь	1	1
61	к этому времени	2	1
62	мы можем сказать	1	1
63	и все прочее	1	1
64	и в литературе	1	1
65	и его современников	2	1
66	в соответствии с	1	1
67	в том что	5	1
68	что и в	2	1
69	к тому же	10	1
70	можем сказать что	1	1
71	в том же	1	1
72	что из них	1	1
