N	2gram	Vygotskiy__1	Marksizm
1	может быть	14	28
2	и пр	2	25
3	и в	23	19
4	как бы	11	19
5	и не	9	19
6	в процессе	8	18
7	не может	12	18
8	точки зрения	26	17
9	то же	8	16
10	и его	6	16
11	как мы	5	15
12	в этом	17	15
13	языка и	1	15
14	в сущности	6	14
15	таким образом	26	14
16	лишь в	6	14
17	не только	16	13
18	с точки	18	13
19	связи с	3	13
20	речи и	28	13
21	в нем	1	11
22	высказывания и	1	11
23	если бы	5	11
24	вовсе не	3	11
25	не в	4	10
26	речи в	14	10
27	так и	5	10
28	но и	14	10
29	том что	21	10
30	самом деле	3	9
31	при этом	4	9
32	как и	14	9
33	для него	2	9
34	в основе	8	9
35	а не	3	9
36	с его	4	8
37	по отношению	7	8
38	в то	7	8
39	же время	2	8
40	только в	6	8
41	слова в	1	8
42	отнюдь не	1	8
43	не является	9	8
44	отношению к	7	8
45	на самом	1	7
46	внутренней речи	9	7
47	и более	5	7
48	никогда не	2	7
49	в том	24	7
50	прежде всего	10	7
51	и для	1	7
52	но в	5	7
53	в таком	1	7
54	мы уже	1	6
55	и значение	1	6
56	во всех	3	6
57	и как	5	6
58	в самом	7	6
59	если мы	2	6
60	слова и	5	6
61	ни в	4	6
62	в смысле	2	6
63	того чтобы	17	6
64	в направлении	1	6
65	к тому	4	6
66	для того	15	6
67	речи мы	4	6
68	же самое	3	6
69	и следовательно	3	6
70	и значением	1	6
71	между тем	9	6
72	мы можем	6	6
73	более того	1	6
74	с помощью	13	6
75	и все	5	6
76	хотя бы	4	6
77	в свою	4	6
78	смысле слова	3	5
79	и на	8	5
80	все же	3	5
81	выражение в	1	5
82	является не	1	5
83	на этой	1	5
84	в данном	2	5
85	в их	3	5
86	самого начала	8	5
87	свою очередь	3	5
88	с самого	8	5
89	и здесь	1	5
90	в его	14	5
91	в форме	1	5
92	отношении к	1	5
93	или иной	1	5
94	значения в	1	5
95	этого слова	4	5
96	в контексте	1	5
97	значения слова	3	5
98	тем более	5	5
99	совершенно не	1	5
100	как слово	1	5
101	к этому	4	5
102	так же	16	5
103	и ее	7	4
104	к целому	1	4
105	как если	2	4
106	в себе	6	4
107	на то	5	4
108	значение в	3	4
109	это не	1	4
110	было бы	4	4
111	и тем	6	4
112	в слове	2	4
113	мы видели	2	4
114	этой связи	1	4
115	тому что	5	4
116	в отношении	10	4
117	ничего не	3	4
118	и т.д	5	4
119	той или	1	4
120	для себя	4	4
121	в точном	1	4
122	выражения и	1	4
123	по мере	4	4
124	того что	15	4
125	что он	7	4
126	речь в	2	4
127	внешнее выражение	1	4
128	речь и	2	4
129	как раз	4	4
130	второго направления	1	4
131	пр и	1	4
132	связь с	1	4
133	смысле этого	3	4
134	в основном	1	4
135	к пониманию	2	4
136	бы в	5	4
137	то что	17	4
138	сказать что	11	4
139	и то	3	3
140	в котором	4	3
141	и до	2	3
142	не имеют	1	3
143	высшей степени	4	3
144	это мышление	1	3
145	в ней	1	3
146	еще не	1	3
147	столь же	6	3
148	в ее	2	3
149	слова на	1	3
150	отличие от	1	3
151	за пределы	2	3
152	чем же	1	3
153	в истории	1	3
154	с этим	6	3
155	перед нами	5	3
156	является выражением	1	3
157	все эти	4	3
158	учение о	3	3
159	в этой	7	3
160	нами в	2	3
161	слово в	1	3
162	он не	5	3
163	не к	2	3
164	какой бы	1	3
165	одно и	2	3
166	в другом	7	3
167	той же	2	3
168	с другими	2	3
169	мы постараемся	1	3
170	по себе	5	3
171	в этих	2	3
172	в своей	4	3
173	в отличие	1	3
174	мысли и	6	3
175	не имеет	2	3
176	для всего	1	3
177	в каком	3	3
178	могут быть	3	3
179	бы он	2	3
180	и это	3	3
181	значения и	2	3
182	на основе	1	3
183	направлении к	1	3
184	мы только	2	3
185	о том	6	3
186	нашей работы	8	3
187	что и	1	3
188	же является	1	3
189	слов и	1	3
190	социальной среды	1	3
191	в двух	2	3
192	одной из	1	3
193	в какой	5	3
194	с одной	8	3
195	в качестве	9	3
196	социального общения	1	3
197	и значения	1	3
198	на собеседника	1	3
199	так как	7	3
200	в высшей	4	3
201	до сих	4	3
202	с другой	10	3
203	речи а	1	3
204	к которым	1	3
205	связано с	2	3
206	не было	1	3
207	одной стороны	9	3
208	она является	1	3
209	для понимания	1	3
210	должно быть	2	3
211	всякое слово	1	3
212	и от	3	3
213	сих пор	4	3
214	не существует	1	3
215	что оно	3	3
216	сознания и	3	3
217	только что	4	3
218	в различных	1	3
219	а в	2	3
220	во всяком	3	3
221	отношения к	3	2
222	одним из	1	2
223	связана с	2	2
224	речи во	1	2
225	собственном смысле	5	2
226	в зависимости	2	2
227	представители второго	1	2
228	от своего	1	2
229	из всего	1	2
230	вопрос о	7	2
231	почти исключительно	2	2
232	зависимости от	2	2
233	целое и	2	2
234	ответ на	3	2
235	из важнейших	2	2
236	что они	3	2
237	в собственном	5	2
238	в одной	3	2
239	независимо от	6	2
240	это одно	1	2
241	стороны и	1	2
242	в своем	3	2
243	более и	2	2
244	его к	1	2
245	от этого	2	2
246	что это	3	2
247	в нашем	2	2
248	в тех	1	2
249	свет на	1	2
250	как основа	1	2
251	в узком	1	2
252	мы полагаем	1	2
253	понимания и	1	2
254	этого мышления	1	2
255	из него	1	2
256	значительной степени	2	2
257	как такого	1	2
258	и с	9	2
259	является конечно	2	2
260	на все	3	2
261	речью и	2	2
262	на протяжении	1	2
263	уже знаем	1	2
264	мышления о	2	2
265	делает его	1	2
266	в жизни	1	2
267	и потому	2	2
268	отражается в	1	2
269	всегда и	3	2
270	мы не	7	2
271	переносится в	1	2
272	как процесс	1	2
273	первой главы	1	2
274	является для	2	2
275	является только	1	2
276	точку зрения	2	2
277	совершенно иначе	1	2
