N	2gram	Ircho_Kome_2	Vladivir
1	и в	26	31
2	не только	7	24
3	но и	10	19
4	то что	6	18
5	и не	14	17
6	и даже	1	15
7	у него	4	15
8	в этом	10	14
9	том что	9	14
10	и с	5	14
11	он был	2	14
12	что в	9	14
13	там же	1	13
14	но в	3	12
15	в его	4	12
16	что он	5	12
17	по поводу	3	12
18	с его	5	11
19	о том	6	11
20	в том	11	11
21	философии и	2	11
22	потому что	6	11
23	он не	2	10
24	так что	5	10
25	как мы	4	9
26	никогда не	1	9
27	в конце	2	9
28	только в	4	9
29	в течение	2	9
30	а в	3	9
31	в то	6	8
32	так как	4	8
33	в доме	6	7
34	тут же	2	7
35	как это	4	7
36	и его	12	7
37	для него	1	7
38	об этом	2	7
39	уже в	4	7
40	как раз	1	7
41	сказать что	1	7
42	того же	3	6
43	то же	3	6
44	и был	2	6
45	не без	1	6
46	то он	1	6
47	и к	2	6
48	это было	4	6
49	он и	1	6
50	в котором	3	6
51	у нас	1	6
52	и сам	3	6
53	так и	12	6
54	разного рода	1	6
55	и что	2	6
56	его жизни	1	6
57	в качестве	5	6
58	может быть	11	6
59	на этот	4	6
60	не может	3	6
61	к этому	5	6
62	не был	1	5
63	когда он	1	5
64	это был	1	5
65	и если	2	5
66	которой он	1	5
67	не в	2	5
68	со своим	1	5
69	что и	7	5
70	вовсе не	2	5
71	не было	3	5
72	а с	1	5
73	что же	1	5
74	все это	3	5
75	и от	4	5
76	а также	1	5
77	с ним	1	5
78	в период	3	5
79	жизни и	3	5
80	из его	2	4
81	что его	3	4
82	в этой	3	4
83	в истории	5	4
84	в своем	6	4
85	хотя и	4	4
86	и как	1	4
87	в которой	5	4
88	в нашем	2	4
89	в себе	1	4
90	как он	3	4
91	в нем	6	4
92	главным образом	1	4
93	что у	4	4
94	этом смысле	2	4
95	как и	4	4
96	несмотря на	1	4
97	ни с	1	4
98	еще в	4	4
99	в своей	3	4
100	не раз	1	4
101	же время	3	4
102	да и	3	4
103	никак не	1	4
104	к нему	3	4
105	по своей	1	4
106	один из	5	4
107	себя в	3	4
108	и теперь	1	4
109	и у	2	4
110	этот раз	4	4
111	после смерти	3	4
112	что для	4	4
113	и все	2	4
114	и особенно	3	4
115	такого рода	1	4
116	для нас	3	4
117	в семье	1	3
118	на себя	7	3
119	это время	3	3
120	и на	7	3
121	то мы	1	3
122	но не	3	3
123	в в	4	3
124	в общем	1	3
125	отношение к	2	3
126	отнюдь не	2	3
127	как в	3	3
128	получил в	1	3
129	все же	4	3
130	более или	1	3
131	со своей	3	3
132	в целом	4	3
133	все эти	1	3
134	едва ли	14	3
135	на его	1	3
136	через год	1	3
137	со своими	1	3
138	не мог	1	3
139	или менее	1	3
140	во время	6	3
141	что касается	3	3
142	и очень	1	3
143	ничего не	1	3
144	ему было	1	3
145	таким образом	6	3
146	к тому	12	3
147	время он	1	3
148	в жизни	1	3
149	к его	2	3
150	жизнь и	1	3
151	свидетельствует о	1	3
152	и здесь	6	3
153	это была	1	3
154	при дворе	1	3
155	тот же	2	3
156	только на	1	3
157	и из	1	3
158	с другой	2	3
159	молодым человеком	2	3
160	по истории	1	3
161	если не	2	3
162	в связи	3	3
163	вместе с	9	3
164	к своему	1	3
165	по своему	2	3
166	в начале	4	3
167	другой стороны	1	3
168	и т	2	2
169	одним из	2	2
170	и весьма	1	2
171	тех же	3	2
172	этого последнего	1	2
173	и за	2	2
174	по его	1	2
175	той же	3	2
176	для своего	1	2
177	семейной жизни	2	2
178	в полной	1	2
179	хотя бы	2	2
180	но даже	1	2
181	ему в	1	2
182	еще не	6	2
183	первый план	1	2
184	в чем	1	2
185	при жизни	1	2
186	ответ на	3	2
187	нет и	2	2
188	в свои	1	2
189	то обстоятельство	1	2
190	и я	2	2
191	как к	1	2
192	конечно не	1	2
193	из этих	4	2
194	тому же	11	2
195	что она	2	2
196	больше всего	1	2
197	в тот	1	2
198	время и	1	2
199	и еще	2	2
200	была не	2	2
201	по всем	2	2
202	своего времени	2	2
203	на этом	2	2
204	от нее	1	2
205	для характеристики	1	2
206	а по	1	2
207	было бы	8	2
208	ни в	5	2
209	в них	4	2
210	на основании	5	2
211	с тем	5	2
212	на первый	1	2
213	точки зрения	4	2
214	место в	4	2
215	i с	1	2
216	значение для	1	2
217	в философии	2	2
218	тем не	1	2
