N	2gram	Savitsky_P_1	Problemy
1	и не	12	31
2	и в	14	29
3	в его	2	24
4	может быть	5	24
5	в этом	10	22
6	а не	2	22
7	т е	3	21
8	в нем	3	19
9	точки зрения	3	19
10	как бы	4	19
11	не только	17	15
12	то что	4	15
13	то же	9	14
14	не как	1	14
15	но и	6	14
16	в пределах	8	13
17	с точки	3	13
18	как и	1	12
19	не может	4	12
20	в самом	1	10
21	этом смысле	1	10
22	в то	7	10
23	только в	7	10
24	там где	1	10
25	с его	1	9
26	все же	1	9
27	это не	3	9
28	если бы	4	9
29	же время	7	9
30	идеи в	1	9
31	но не	3	9
32	что в	4	8
33	по себе	4	8
34	в каждом	1	8
35	в том	9	8
36	потому что	3	8
37	в своем	4	8
38	и на	1	7
39	и как	3	7
40	но в	9	7
41	в себе	3	7
42	том что	4	7
43	не в	5	7
44	она не	1	7
45	прежде всего	3	7
46	а в	4	7
47	так же	1	6
48	в мире	2	6
49	его в	1	6
50	могут быть	3	6
51	как раз	2	6
52	и потому	4	6
53	все это	2	6
54	должна быть	1	5
55	было бы	6	5
56	мысли и	1	5
57	и это	2	5
58	и о	5	5
59	еще не	1	5
60	между тем	3	5
61	творчестве достоевского	1	5
62	именно в	2	5
63	в творчестве	1	5
64	дело идет	1	5
65	во всяком	1	5
66	и т	3	4
67	бы и	1	4
68	в этой	1	4
69	должно быть	2	4
70	что было	1	4
71	и с	2	4
72	в свете	1	4
73	были бы	1	4
74	что и	1	4
75	не было	2	4
76	должна была	1	4
77	в результате	1	4
78	они не	1	4
79	отношения к	2	3
80	отношении к	5	3
81	например в	2	3
82	и пр	5	3
83	уже в	1	3
84	далеко не	1	3
85	вячеслав иванов	1	3
86	мире в	1	3
87	одна из	2	3
88	никогда не	1	3
89	и этим	1	3
90	только то	1	3
91	в себя	1	3
92	и здесь	1	3
93	с другой	5	3
94	в них	2	3
95	мы должны	4	3
96	существенно и	1	3
97	но как	1	3
98	во времени	1	3
99	мир в	1	3
100	всяком случае	1	3
101	сами по	3	3
102	друг друга	1	3
103	самосознание и	1	3
104	само по	1	3
105	точек зрения	2	3
106	в мир	1	3
107	как к	1	3
108	другой стороны	1	3
109	и внутренне	1	3
110	как на	2	3
111	и есть	2	2
112	по преимуществу	1	2
113	в которой	1	2
114	вопрос о	1	2
115	на себя	1	2
116	конечно и	1	2
117	в ней	6	2
118	культурной традиции	1	2
119	оно ни	1	2
120	в истории	1	2
121	с этим	2	2
122	могли бы	1	2
123	и к	4	2
124	тяготеет к	1	2
125	мира но	1	2
126	в россии	3	2
127	ни были	1	2
128	в жизни	2	2
129	и уже	1	2
130	в отношении	10	2
131	в котором	4	2
132	в которых	5	2
133	друг другу	2	2
134	с которой	1	2
135	чтобы в	1	2
136	какой бы	1	2
137	нем в	1	2
138	входят в	1	2
139	что оно	1	2
140	и что	1	2
141	в рамки	1	2
142	те же	1	2
143	начала и	2	2
144	находится в	1	2
145	именно потому	1	2
146	никак не	2	2
147	во всей	2	2
148	мы видим	1	2
149	тот же	3	2
150	хотя бы	8	2
151	и ее	1	2
152	именно на	1	2
153	в большинстве	1	2
154	большинстве случаев	1	2
155	одно из	1	2
156	не о	2	2
157	к более	1	2
158	что из	2	2
159	не об	1	2
160	только как	1	2
161	в данном	1	2
162	друг с	1	2
163	на пути	4	2
164	в условиях	1	2
165	совершенно новое	1	2
166	в смысле	6	2
167	нисколько не	1	2
168	которые были	1	2
169	из тех	1	2
170	слова но	2	2
171	бы как	1	2
172	же в	4	2
173	не есть	1	2
174	есть и	1	2
175	от этой	1	1
176	же как	1	1
177	но чтобы	1	1
178	века но	1	1
179	нового не	1	1
180	тем же	1	1
181	также что	1	1
182	на две	1	1
183	духа в	1	1
184	из всех	1	1
185	к предмету	1	1
186	мы не	3	1
187	этом не	1	1
188	есть нечто	2	1
189	оно есть	1	1
190	в полной	2	1
191	бы ни	2	1
192	судеб и	1	1
193	формы в	1	1
194	во всех	2	1
195	в окружающем	1	1
196	в противоречии	1	1
197	в качестве	9	1
198	и достоевский	1	1
199	и чем	1	1
200	к сожалению	1	1
201	в рамках	1	1
202	что именно	1	1
203	вот как	1	1
204	стороны и	2	1
205	в процесс	1	1
206	хотя и	3	1
207	современности в	1	1
208	более или	1	1
209	что это	1	1
210	у каждого	1	1
211	из этих	1	1
212	в известном	1	1
213	сливаются в	1	1
214	в философии	1	1
215	но на	1	1
216	в европейском	1	1
217	и если	4	1
218	что каждая	1	1
219	в статье	2	1
220	к миру	1	1
221	соприкасается с	1	1
222	и еще	1	1
223	есть та	1	1
224	в начале	2	1
225	иная форма	1	1
226	современности и	1	1
227	и вот	2	1
228	и по	1	1
229	прежде чем	1	1
230	от нее	1	1
231	что все	1	1
232	из них	2	1
233	ощущается как	1	1
234	заключается в	3	1
235	но историческая	1	1
236	и мы	2	1
237	мира с	2	1
238	весь мир	1	1
239	по всему	1	1
240	на свои	1	1
241	для них	2	1
242	личности не	1	1
243	т д	1	1
244	ведет к	1	1
245	или менее	1	1
246	когда ее	1	1
247	творчества если	1	1
248	как факт	2	1
249	место в	1	1
250	не столько	2	1
251	как одна	1	1
252	теми же	1	1
253	и завершающего	1	1
254	сторона вопроса	2	1
255	того кто	1	1
256	и великого	1	1
257	xviii века	1	1
258	лиц и	1	1
259	в русской	4	1
260	не имеет	1	1
261	она ни	2	1
262	русский народ	2	1
263	и притом	1	1
264	только это	2	1
265	и именно	1	1
266	того чтобы	1	1
267	та или	1	1
268	рассматривать как	1	1
269	и всегда	1	1
270	или иная	1	1
271	слова о	1	1
272	в области	11	1
273	в каком	1	1
274	с другом	1	1
275	одно и	1	1
276	в момент	1	1
277	единства в	1	1
278	все еще	1	1
279	должен быть	1	1
280	проблема эта	1	1
281	в ее	2	1
282	как автор	1	1
283	личный опыт	1	1
284	по природе	1	1
285	в борьбе	1	1
286	как таковые	1	1
287	ибо только	1	1
288	что дело	1	1
289	по сравнению	2	1
290	является в	2	1
291	для этого	1	1
292	в настоящее	1	1
293	со стороны	2	1
294	творчества они	1	1
295	полной мере	2	1
296	под его	1	1
297	тех кто	4	1
298	видение и	1	1
299	настоящее время	1	1
300	мира а	1	1
301	об идее	1	1
302	высшая реальность	1	1
303	они являются	1	1
304	увидеть и	1	1
305	и только	1	1
306	реальность в	1	1
307	перед тем	1	1
308	она может	1	1
309	того что	2	1
310	бы эти	1	1
311	известном смысле	1	1
312	в какой	1	1
313	духа а	1	1
314	а с	1	1
315	себя в	1	1
316	говорить об	1	1
317	эти черты	1	1
318	получили в	1	1
319	или иным	1	1
320	не все	1	1
321	тот мир	1	1
322	и других	2	1
323	иначе как	1	1
324	к ним	1	1
325	противоречии с	1	1
326	из нее	1	1
327	в других	1	1
328	для того	3	1
329	ней и	1	1
330	развития в	1	1
331	он живет	1	1
332	или чисто	1	1
333	сочетаются с	1	1
334	и быть	1	1
335	идеи идея	1	1
336	если мы	1	1
337	что не	1	1
338	в живом	1	1
339	но есть	1	1
340	только к	1	1
341	к идеям	1	1
342	черты в	1	1
343	на этих	2	1
344	в бытии	1	1
345	что мы	3	1
346	в одно	1	1
347	в частности	2	1
348	ни на	1	1
349	люди и	1	1
350	и особенно	1	1
351	бы это	1	1
352	мысли но	1	1
353	над ним	1	1
354	только идея	1	1
355	сравнению с	1	1
356	общее ощущение	1	1
357	реальность и	2	1
358	и менее	1	1
359	к следующему	1	1
360	в основном	1	1
361	в сферу	1	1
362	и само	1	1
363	его нет	1	1
364	среды в	1	1
365	только что	1	1
366	о смысле	1	1
367	бы оно	1	1
368	может и	2	1
369	это в	1	1
370	где он	1	1
371	к этой	1	1
372	и другие	1	1
373	над отдельными	1	1
374	сущности не	1	1
