N	2gram	Ircho_Kome_1	NovoeSre
1	и в	22	16
2	не может	2	16
3	совсем не	2	12
4	нового времени	5	12
5	и не	8	11
6	что в	6	9
7	в том	11	8
8	жизни и	1	8
9	он не	3	8
10	культуры и	1	7
11	в этом	3	7
12	может быть	9	7
13	как и	9	7
14	высшей степени	1	6
15	не в	6	6
16	ни в	6	6
17	в высшей	1	6
18	общественной жизни	1	6
19	но это	2	6
20	не знает	1	6
21	с ее	2	5
22	в ней	1	5
23	культуры в	1	5
24	и к	1	5
25	не только	10	5
26	в жизни	1	5
27	все это	5	5
28	в нем	4	5
29	новое время	3	4
30	со всех	1	4
31	о том	8	4
32	всех сторон	1	4
33	государства и	1	4
34	жизни к	1	4
35	наше время	1	4
36	в них	3	4
37	то что	2	4
38	прежде всего	5	4
39	и потому	1	4
40	по своему	3	4
41	не менее	3	4
42	и для	1	4
43	и все	3	4
44	потому что	5	4
45	с другой	5	3
46	вопрос о	3	3
47	еще не	2	3
48	во всех	1	3
49	за пределы	2	3
50	в истории	5	3
51	наряду с	2	3
52	как в	5	3
53	возвращение к	1	3
54	подобно тому	1	3
55	в мире	1	3
56	но и	11	3
57	это было	1	3
58	не означает	1	3
59	с тем	1	3
60	к жизни	1	3
61	в новое	2	3
62	тому как	1	3
63	к ее	1	3
64	в духе	1	3
65	к тому	6	3
66	сказать что	1	3
67	которых не	1	2
68	и это	1	2
69	же как	3	2
70	время как	4	2
71	роль в	1	2
72	в нашу	1	2
73	можно было	1	2
74	так и	5	2
75	времени и	2	2
76	мы не	3	2
77	мира и	1	2
78	и с	3	2
79	для этого	2	2
80	мира а	1	2
81	и что	1	2
82	и на	3	2
83	быть в	1	2
84	на протяжении	4	2
85	но не	2	2
86	в свои	3	2
87	с этим	1	2
88	хотя и	3	2
89	но в	4	2
90	который в	2	2
91	с одной	3	2
92	себя в	1	2
93	в себе	2	2
94	вернуться к	2	2
95	в судьбах	1	2
96	не могла	1	2
97	политики и	1	2
98	ли есть	1	2
99	не к	2	2
100	века были	1	2
101	нашего времени	1	2
102	у него	3	2
103	что она	1	2
104	что все	1	2
105	и даже	5	2
106	на уровне	1	2
107	к более	1	2
108	том что	12	2
109	вместе с	2	2
110	так же	3	2
111	которому не	1	2
112	место в	3	2
113	одной стороны	3	2
114	такого рода	6	2
115	другой стороны	5	2
116	по существу	1	2
117	не могли	1	2
118	как будто	2	2
119	войны и	5	2
120	и формы	2	2
121	как это	3	2
122	такой же	2	2
123	в то	10	2
124	одна из	2	2
125	борьба и	1	2
126	того чтобы	1	2
127	формы и	1	2
128	человека во	1	2
129	хотя бы	1	2
130	познания и	1	2
131	а в	6	2
132	ли это	2	2
133	споры о	1	2
134	могут быть	3	2
135	также что	1	1
136	зависимость от	1	1
137	небом и	1	1
138	их будет	1	1
139	же так	1	1
140	для себя	2	1
141	он может	1	1
142	перед лицом	3	1
143	приводит к	1	1
144	в образе	3	1
145	с собой	1	1
146	мы уже	1	1
147	из духовной	1	1
148	еще в	5	1
149	страны в	1	1
150	и трудно	1	1
151	с ним	1	1
152	говорить о	1	1
153	на себя	2	1
154	духовной и	1	1
155	до последних	1	1
156	то это	1	1
157	под этим	1	1
158	зависимости от	1	1
159	еще при	1	1
160	это время	2	1
161	думаю что	1	1
162	вопрос об	1	1
163	на нем	2	1
164	демократии во	1	1
165	в чем	3	1
166	это была	1	1
167	и во	2	1
168	не могут	1	1
169	жили в	1	1
170	к нему	2	1
171	из сторон	1	1
172	и власть	1	1
173	понять что	1	1
174	в его	5	1
175	в эти	2	1
176	есть по	1	1
177	я думаю	1	1
178	отличие от	2	1
179	и только	1	1
180	и она	1	1
181	в значительной	1	1
182	к которому	3	1
183	в своем	1	1
184	что нет	1	1
185	потом для	1	1
186	говорит что	1	1
187	человека в	1	1
188	время когда	2	1
189	что он	6	1
190	всего как	1	1
191	особое место	1	1
192	только в	3	1
193	во всем	1	1
194	по своей	2	1
195	в этот	1	1
196	в самом	2	1
197	он действует	1	1
198	то время	5	1
199	он в	1	1
200	из этих	1	1
201	в древних	1	1
202	в известном	2	1
203	для всех	2	1
204	демократии и	2	1
205	и у	3	1
206	уже в	5	1
207	в большинстве	1	1
208	отнести к	1	1
209	идей и	1	1
210	большинстве случаев	1	1
211	народы в	1	1
212	из них	10	1
213	к своим	1	1
214	одному из	2	1
215	мир в	1	1
216	для того	1	1
217	земли и	1	1
218	всяком случае	2	1
219	и когда	1	1
220	нуждается в	1	1
221	к одному	1	1
222	в политической	1	1
223	в конце	6	1
224	друг друга	1	1
225	не случайно	1	1
226	которые могут	1	1
227	людей и	1	1
228	тем что	4	1
229	от того	1	1
230	перед ними	1	1
231	принято считать	1	1
232	но все	1	1
233	это конечно	1	1
234	значительной степени	1	1
235	все отрицательные	1	1
236	до начала	2	1
237	возможно что	1	1
238	из всех	2	1
239	них не	1	1
240	и из	2	1
241	война с	1	1
242	общества в	1	1
243	на ее	1	1
244	цивилизации и	1	1
245	к природе	1	1
246	было бы	2	1
247	было и	1	1
248	в гг	3	1
249	борьба за	1	1
250	в отличие	1	1
251	для них	2	1
252	превращается в	1	1
253	нет в	1	1
254	античной культуры	1	1
255	они не	1	1
256	в этой	7	1
257	всю жизнь	1	1
258	была уже	2	1
259	отказаться от	1	1
260	долгое время	1	1
261	ее на	1	1
262	ближе к	1	1
263	перед собой	1	1
264	и еще	3	1
265	в эту	1	1
266	в этих	1	1
267	во время	5	1
268	и немощен	1	1
269	но если	1	1
270	человек а	1	1
271	и особенно	4	1
272	и а	1	1
273	на это	1	1
274	во времена	1	1
275	к себе	1	1
276	в котором	4	1
277	политической жизни	1	1
278	одну из	2	1
279	и мир	2	1
280	у нас	3	1
281	в зависимости	1	1
282	в силу	2	1
283	не удалось	3	1
284	войне и	1	1
285	но он	2	1
286	и более	1	1
287	искусства философии	1	1
288	времени а	1	1
289	в состоянии	2	1
290	во времени	1	1
291	по себе	1	1
292	демократии в	3	1
293	в это	1	1
294	в той	1	1
295	и очень	1	1
296	будто бы	2	1
297	от своих	1	1
298	сих пор	2	1
299	так как	4	1
300	не осталось	1	1
301	она могла	1	1
302	одна десятая	1	1
303	до войны	1	1
304	видят в	1	1
305	в сущности	2	1
306	в более	3	1
307	не по	1	1
308	античной цивилизации	1	1
309	это уже	1	1
310	между небом	1	1
311	за его	1	1
312	до сих	2	1
313	и никакой	1	1
314	явлением хотя	1	1
315	чтобы понять	1	1
316	а к	2	1
317	они являются	1	1
318	или нет	1	1
319	к этой	1	1
320	к ней	2	1
321	и его	8	1
322	а также	4	1
323	века с	1	1
324	идейной жизни	1	1
325	потребность в	1	1
326	все более	3	1
327	женщины в	1	1
328	или к	1	1
329	в области	2	1
330	только одна	1	1
331	в период	2	1
332	в каком	1	1
333	ему не	1	1
334	в свою	2	1
335	для решения	1	1
336	того же	2	1
337	ли он	1	1
338	в которой	6	1
339	эти слова	1	1
340	на путь	1	1
341	что новое	1	1
342	во всяком	2	1
343	быть отнесены	1	1
344	того времени	1	1
345	как на	1	1
346	все что	2	1
347	том числе	1	1
