N	2gram	Berdyaev_M_2	Istorich
1	и в	46	25
2	вместе с	2	22
3	что он	7	22
4	может быть	21	17
5	т е	4	16
6	не только	18	13
7	но и	15	13
8	в его	5	12
9	так как	8	11
10	уже не	4	11
11	и не	18	11
12	в этом	20	10
13	тем что	3	10
14	и его	5	9
15	его в	3	9
16	с другой	1	9
17	и на	3	8
18	все эти	1	8
19	что в	4	8
20	связи с	2	8
21	и что	2	8
22	мы видим	2	8
23	с тем	1	8
24	связь с	1	8
25	том что	4	8
26	в нем	22	7
27	как и	13	7
28	потому что	12	7
29	о том	3	7
30	и здесь	6	7
31	то что	5	7
32	только в	3	7
33	превращается в	2	7
34	но это	8	7
35	тот кто	5	7
36	как в	7	6
37	в нее	1	6
38	это не	5	6
39	не может	15	6
40	в этих	2	6
41	не в	9	6
42	и он	11	6
43	что и	4	6
44	себя в	4	6
45	прежде всего	12	6
46	в том	3	6
47	мы не	1	5
48	в ней	11	5
49	с этим	1	5
50	что это	6	5
51	но все	1	5
52	входит в	1	5
53	живет в	1	5
54	в образе	3	5
55	мы увидим	2	5
56	него и	2	5
57	связано с	3	5
58	так же	6	5
59	же как	3	4
60	и это	5	4
61	то же	5	4
62	в ее	1	4
63	от этого	2	4
64	его на	4	4
65	он видит	1	4
66	в которой	2	4
67	он не	10	4
68	что все	5	4
69	и тем	1	4
70	не всегда	2	4
71	того как	3	4
72	все еще	1	4
73	в пределах	1	4
74	что у	4	4
75	с ним	3	4
76	раньше чем	1	4
77	все это	1	4
78	из себя	1	4
79	на смену	3	4
80	мы должны	1	4
81	в которых	1	3
82	его не	2	3
83	в царство	1	3
84	на себя	1	3
85	если в	1	3
86	и как	1	3
87	его к	1	3
88	в целом	1	3
89	в этой	7	3
90	только один	1	3
91	в жертву	1	3
92	их в	1	3
93	на этом	2	3
94	человека в	14	3
95	в русской	6	3
96	друг друга	12	3
97	но эти	1	3
98	как человек	1	3
99	для того	5	3
100	они стали	2	3
101	того чтобы	4	3
102	никогда не	18	3
103	и с	3	3
104	после того	2	3
105	к нему	2	3
106	никто не	1	3
107	нем и	1	3
108	и все	5	3
109	и она	3	3
110	в европе	1	3
111	в более	2	3
112	ее и	2	3
113	но когда	2	3
114	а в	2	3
115	е в	2	3
116	в свою	4	3
117	они не	4	3
118	того же	1	2
119	самом деле	1	2
120	он может	1	2
121	когда человек	2	2
122	вопрос о	6	2
123	человека и	7	2
124	есть царство	1	2
125	а еще	1	2
126	на них	1	2
127	во всех	2	2
128	землю и	2	2
129	в голове	1	2
130	только тогда	1	2
131	по отношению	2	2
132	когда он	1	2
133	уже в	2	2
134	на то	1	2
135	опять не	1	2
136	после этого	1	2
137	о чем	1	2
138	и других	2	2
139	это одна	1	2
140	свою противоположность	2	2
141	за ней	1	2
142	две женщины	1	2
143	из нее	1	2
144	он же	3	2
145	к которым	1	2
146	которой он	1	2
147	переносится в	1	2
148	точки зрения	2	2
149	в своей	5	2
150	можно найти	1	2
151	ее в	2	2
152	прийти к	1	2
153	но он	11	2
154	по себе	2	2
155	как можно	1	2
156	она не	8	2
157	тогда когда	2	2
158	или как	1	2
159	не потому	1	2
160	должен быть	4	2
161	роль в	1	2
162	и сам	1	2
163	на нее	1	2
164	об этом	1	2
165	еще в	2	2
166	если бы	3	2
167	ничего не	2	2
168	означает что	4	2
169	находится в	1	2
170	того что	6	2
171	но так	1	2
172	ли он	1	2
173	во всем	5	2
174	то в	2	2
175	так что	2	2
176	и они	1	2
177	его и	1	2
178	в землю	1	2
179	у него	22	2
180	уже и	1	2
181	и начал	1	2
182	во власти	6	2
183	до сих	3	2
184	как у	2	2
