N	3gram	Savitsky_E_1	Myshleni
1	с точки зрения	16	18
2	для того чтобы	5	15
3	в том что	6	15
4	с другой стороны	2	9
5	с одной стороны	8	8
6	заключается в том	2	6
7	из того что	2	5
8	по сравнению с	2	5
9	так же как	5	5
10	не может быть	2	5
11	в то время	1	5
12	же как и	3	4
13	мы не станем	1	4
14	то время как	1	4
15	в этом отношении	3	4
16	можно сказать что	3	4
17	друг с другом	3	4
18	смысле этого слова	1	3
19	в силу этого	1	3
20	на то что	2	3
21	можно было бы	3	3
22	к тому что	1	3
23	и в отношении	1	3
24	во всяком случае	3	3
25	в свою очередь	2	3
26	и тем самым	1	3
27	друг от друга	2	3
28	мы хотели бы	1	2
29	прежде всего в	2	2
30	в известном смысле	3	2
31	независимо от того	1	2
32	на этот вопрос	1	2
33	то же время	14	2
34	и в частности	2	2
35	в данном случае	2	2
36	в значительной степени	1	2
37	вместо того чтобы	1	2
38	в одном из	2	2
39	речь идет о	1	2
40	оставить в стороне	1	2
41	в то же	15	2
42	только тогда когда	1	2
43	в приспособлении к	1	1
44	другой стороны в	1	1
45	того что в	2	1
46	дело в том	1	1
47	большей или меньшей	1	1
48	в этом смысле	3	1
49	в том же	1	1
50	не зависящего от	1	1
51	и для всех	1	1
52	и в то	8	1
53	некотором смысле она	1	1
54	и со стороны	2	1
55	того что мы	1	1
56	в отличие от	1	1
57	так как мы	1	1
58	в некотором смысле	3	1
59	но и в	1	1
60	же время не	1	1
61	котором мы говорили	1	1
62	тех случаях когда	1	1
63	хотя и не	1	1
64	не быть в	1	1
65	том числе и	1	1
66	кроме того что	1	1
67	в самом определении	1	1
68	то что в	2	1
69	с этой точки	5	1
70	именно потому и	1	1
71	одной стороны и	6	1
72	ту или иную	3	1
73	почти на всем	1	1
74	интересующего нас вопроса	1	1
75	но если так	1	1
76	точки зрения развития	1	1
77	то что может	1	1
78	к сожалению не	1	1
79	не только в	4	1
80	если оставить в	1	1
81	и с точки	1	1
82	лежащих в основе	1	1
83	и не быть	1	1
84	та и другая	1	1
85	и в этом	4	1
86	между тем в	3	1
87	хотя бы с	1	1
88	в ту или	1	1
89	так обстояло дело	1	1
90	но в каком	1	1
91	друг к другу	1	1
92	по признанию самого	1	1
93	о котором мы	1	1
94	есть не только	2	1
95	о которых мы	1	1
96	в качестве общего	1	1
97	мы видели что	1	1
98	этой точки зрения	5	1
99	это потому что	1	1
100	в тех случаях	1	1
101	и все другие	2	1
102	мы бы сказали	1	1
103	мы не можем	1	1
104	говорить о том	1	1
105	не только ее	1	1
106	это значит что	1	1
107	в соответствии с	1	1
108	само по себе	4	1
109	в огромной мере	1	1
110	и тем более	1	1
111	что мы знаем	1	1
112	в каком они	1	1
113	в их развитии	1	1
114	нас к установлению	1	1
115	нас к выводу	1	1
116	хотя бы в	2	1
117	заключает в себе	3	1
118	в том числе	1	1
119	и т д	1	1
120	но тем самым	1	1
121	во всем его	1	1
122	и та и	1	1
123	а именно в	1	1
124	приводит нас к	2	1
125	той или иной	4	1
126	в качестве примера	1	1
