N	2gram	Vinokur_St_3	VLabPisa
1	таким образом	10	27
2	в этом	24	26
3	и в	25	25
4	и т	8	24
5	не только	12	22
6	может быть	19	21
7	хотя бы	1	20
8	и не	10	19
9	художественного творчества	1	18
10	не может	7	17
11	т е	8	17
12	т д	2	15
13	в его	12	15
14	этом отношении	4	13
15	в том	20	13
16	прежде всего	10	13
17	в частности	1	12
18	все это	8	12
19	вот что	3	11
20	с другой	5	11
21	из них	1	11
22	в качестве	4	10
23	о том	8	10
24	представляет собою	2	10
25	то же	5	9
26	что в	19	9
27	об этом	5	9
28	по этому	3	9
29	для него	3	9
30	т п	6	9
31	но и	9	9
32	и др	4	9
33	к этому	3	9
34	в своем	1	8
35	все эти	3	8
36	по словам	1	8
37	другой стороны	5	8
38	могут быть	2	8
39	говорит и	2	8
40	в году	5	7
41	во всех	2	7
42	из этих	6	7
43	было бы	7	7
44	как и	4	7
45	том что	15	7
46	этому поводу	2	7
47	произведения и	2	7
48	говорит о	1	7
49	не было	4	7
50	а не	5	7
51	вместе с	2	7
52	работе над	1	6
53	более или	1	6
54	в нем	1	6
55	это не	7	6
56	или менее	1	6
57	том же	1	6
58	и его	3	6
59	в то	7	6
60	так и	5	6
61	в порядке	1	6
62	между тем	6	6
63	у него	9	6
64	то что	12	6
65	одним из	1	5
66	в их	3	5
67	очевидно что	1	5
68	как говорит	1	5
69	все же	4	5
70	в пределах	1	5
71	в плане	2	5
72	и при	1	5
73	не в	6	5
74	тому что	3	5
75	же время	3	5
76	связи с	3	5
77	на основе	2	5
78	приводит к	1	5
79	произведения как	2	5
80	работы над	2	5
81	один из	2	5
82	действующих лиц	4	5
83	он говорит	4	5
84	как бы	6	5
85	не является	3	5
86	в результате	2	5
87	сказать что	4	5
88	только в	6	5
89	с его	3	4
90	в этой	14	4
91	чем же	1	4
92	когда он	1	4
93	в самом	2	4
94	в целом	4	4
95	в статье	2	4
96	что все	3	4
97	в них	5	4
98	даже в	1	4
99	одна из	2	4
100	никогда не	2	4
101	говорит следующее	1	4
102	вот почему	1	4
103	к тому	2	4
104	для его	2	4
105	утверждать что	2	4
106	должен быть	2	4
107	в ее	1	4
108	можно сказать	4	4
