N	3gram	Vygotskiy__2	Myslijsy
1	заключает в себе	2	8
2	в том что	17	7
3	до тех пор	1	6
4	в этом случае	1	5
5	по крайней мере	1	5
6	не может быть	8	5
7	само по себе	3	5
8	о том что	4	5
9	а между тем	1	4
10	то же самое	6	4
11	до сих пор	5	4
12	и т п	8	4
13	с тем что	3	4
14	и то что	2	4
15	сам по себе	4	4
16	можно сказать что	1	4
17	на то что	6	4
18	для того чтобы	13	4
19	тем не менее	4	4
20	на самом деле	5	3
21	с точки зрения	10	3
22	вместе с тем	1	3
23	не то что	1	3
24	в том случае	4	3
25	во всяком случае	2	3
26	и т д	2	3
27	лишь тогда когда	1	3
28	и таким образом	2	3
29	то же время	2	3
30	от того что	1	3
31	не только не	1	3
32	потому что в	1	3
33	в то же	2	3
34	не в состоянии	1	2
35	что иное как	1	2
36	тех пор пока	1	2
37	только потому что	2	2
38	подобно тому как	2	2
39	в том и	2	2
40	бы не было	1	2
41	только в том	4	2
42	в таком случае	1	2
43	похоже на то	1	2
44	если бы не	1	2
45	сами по себе	3	2
46	мы могли бы	1	2
47	в том смысле	1	2
48	на этот вопрос	2	2
49	в данном случае	4	2
50	не могут быть	1	2
51	все более и	2	2
52	не в том	2	2
53	то что она	3	2
54	то есть от	1	2
55	и в том	2	2
56	один и тот	1	2
57	после того как	1	2
58	что и в	3	2
59	более и более	2	2
60	с тем и	1	2
61	не что иное	1	2
62	и тот же	1	2
63	том смысле что	1	1
64	что же касается	1	1
65	но когда я	1	1
66	может быть сделано	1	1
67	это похоже на	1	1
68	и что только	1	1
69	и того же	1	1
70	и той же	4	1
71	указывает только на	1	1
72	но так как	2	1
73	в том виде	3	1
74	нельзя представить себе	1	1
75	и в первом	1	1
76	он может быть	1	1
77	так и во	1	1
78	о том как	1	1
79	в силу того	1	1
80	же касается до	1	1
81	заключенный в ней	1	1
82	уже здесь видим	1	1
83	том случае если	4	1
84	зависят от того	1	1
85	но и в	1	1
86	не имеет никакого	1	1
87	что все эти	1	1
88	и та же	1	1
89	эти понятия не	1	1
90	не было бы	1	1
91	таким образом все	2	1
92	в этом отношении	5	1
93	того и другого	2	1
94	следующее место из	1	1
95	на каждом шагу	1	1
96	и не может	2	1
97	точно так же	3	1
98	к тому и	1	1
99	дело когда я	1	1
100	что в то	1	1
101	что все это	2	1
102	в ней образ	1	1
103	имеет никакого значения	1	1
104	имеет в виду	1	1
105	к другому и	1	1
106	ничего общего с	1	1
107	здесь мы имеем	1	1
108	может быть не	1	1
109	потому что сами	1	1
110	дело не с	1	1
111	в первый раз	2	1
112	с одной стороны	1	1
113	в связи с	1	1
114	если же мы	2	1
115	если бы в	1	1
116	что каждый человек	1	1
117	но при этом	1	1
118	так же ошибочно	1	1
119	мы можем предположить	1	1
120	кончает тем что	1	1
121	имеем дело с	1	1
122	с той же	1	1
123	целым рядом других	1	1
124	в свою очередь	2	1
125	лишним потому что	1	1
126	то есть не	1	1
127	а не как	1	1
128	уже и в	1	1
129	одна и та	1	1
130	с другой стороны	2	1
131	на что не	1	1
132	потому что если	1	1
133	только о том	1	1
134	пор пока мы	1	1
135	в свое время	1	1
136	иначе как в	1	1
137	скользит по поверхности	1	1
138	и в таком	1	1
139	то это делается	1	1
140	же роль что	1	1
141	это было бы	2	1
142	силу того что	1	1
143	есть не что	1	1
144	такой взгляд на	1	1
145	таким образом в	2	1
146	нуждаются в объяснении	1	1
147	же самое что	2	1
148	заключается в том	10	1
149	очевидно что если	1	1
150	в то время	3	1
151	к сознанию необходимости	1	1
152	нет ничего кроме	1	1
153	в том чтобы	3	1
154	никогда не может	3	1
155	в нем так	1	1
156	поэтического произведения с	1	1
157	всего того что	1	1
158	с самого начала	1	1
159	же ошибочно как	1	1
160	легко заметить что	1	1
161	и в самом	4	1
162	и так как	1	1
163	только сказать что	1	1
164	того чтобы при	1	1
165	кроме того что	1	1
166	одного и того	1	1
167	друг от друга	1	1
168	которые могут быть	1	1
169	т п хотя	1	1
170	к тому что	2	1
171	как во сне	2	1
172	одной и той	4	1
173	это однако не	1	1
174	может быть объяснено	1	1
175	то же что	2	1
176	сказать что все	1	1
177	к действительности но	1	1
178	того факта что	1	1
179	как и в	2	1
180	ту же роль	1	1
181	сами нуждаются в	1	1
182	но еще не	1	1
183	нем так же	1	1
184	и так в	1	1
