N	3gram	Bakhtin_Fr_1	Problema
1	по отношению к	1	19
2	не может быть	1	11
3	с точки зрения	3	6
4	в отличие от	4	5
5	в его целом	1	5
6	и прежде всего	3	5
7	в большинстве случаев	2	5
8	не входит в	2	4
9	с другой стороны	1	4
10	во всех его	2	4
11	на самом деле	2	3
12	в самом деле	1	3
13	в основе своей	2	3
14	может быть только	1	3
15	в применении к	3	3
16	все то что	1	3
17	с одной стороны	2	3
18	то же время	1	3
19	в том что	6	3
20	в то же	1	3
21	и в нем	1	3
22	художественное творчество и	1	3
23	можно сказать что	1	2
24	в какой мере	1	2
25	на первый план	1	2
26	но и в	2	2
27	и не может	1	2
28	и др в	2	2
29	и в области	1	2
30	то или иное	1	2
31	и в частности	2	2
32	то есть его	1	2
33	не только в	1	2
34	не могут быть	1	2
35	никогда не может	1	2
36	так и в	2	2
37	и в них	1	2
38	начало и конец	1	2
39	той или иной	5	2
40	для того чтобы	1	2
41	в этом отношении	3	2
42	то на фоне	1	1
43	и может быть	1	1
44	а между тем	1	1
45	и в общем	1	1
46	зрения на мир	1	1
47	в самой литературе	2	1
48	только в пределах	1	1
49	конечно и в	1	1
50	к себе самому	2	1
51	культуры и в	1	1
52	это можно выразить	1	1
53	следует однако отметить	1	1
54	так например в	1	1
55	бы они ни	1	1
56	в настоящее время	1	1
57	и пр в	1	1
58	рядом с ним	1	1
59	до сих пор	4	1
60	и его художественное	1	1
61	и в других	2	1
62	до известной степени	1	1
63	но вся эта	1	1
64	сами по себе	1	1
65	но здесь она	1	1
66	и не к	1	1
67	и др и	1	1
68	на самом же	3	1
69	но несмотря на	1	1
70	в известной мере	3	1
71	резко отличается от	1	1
72	и выражения и	1	1
73	или хотя бы	1	1
74	здесь входит в	1	1
75	направлен не на	1	1
76	в значительной степени	2	1
77	существенное отношение к	1	1
78	его связь с	2	1
79	входит в наши	1	1
80	и искусства и	1	1
81	находит свое отражение	1	1
82	но в то	1	1
83	в меньшей степени	1	1
84	в ней в	1	1
85	и не вполне	1	1
86	правильная постановка проблемы	1	1
87	до того времени	1	1
88	и ничего не	1	1
89	его в области	1	1
90	необходимо подчеркнуть что	1	1
91	в связи с	1	1
92	в наши задачи	1	1
93	единый в своем	1	1
94	мы будем называть	1	1
95	но в основе	1	1
96	и в романе	1	1
97	и в том	2	1
98	самом же деле	3	1
99	не чем иным	1	1
100	в свое время	2	1
101	то есть только	2	1
102	в своем роде	1	1
103	мир в его	2	1
104	в узком смысле	2	1
105	в нем нет	1	1
106	чем иным как	1	1
107	характерно и для	1	1
108	всех этих явлений	4	1
109	не могла бы	1	1
110	свою связь с	1	1
111	в значительной своей	2	1
112	свое отражение в	1	1
113	на протяжении всего	2	1
114	то есть в	4	1
115	отличающая его от	1	1
116	выходит за пределы	3	1
117	не может стать	1	1
118	как мы уже	5	1
119	это как бы	1	1
120	мы уже указывали	1	1
121	жизни и искусства	1	1
122	можно определить как	1	1
123	в более широкие	1	1
124	на этот вопрос	2	1
125	дело в том	2	1
