N	3gram	Ircho_Kome_3	Istorich
1	и т д	1	16
2	с другой стороны	2	8
3	о том что	4	5
4	с одной стороны	3	4
5	что у него	1	4
6	мы имеем в	1	4
7	тем не менее	3	4
8	в том что	9	4
9	этой точки зрения	1	3
10	в ответ на	1	3
11	с этой точки	1	3
12	то время как	2	2
13	за него замуж	1	2
14	после того как	1	2
15	до сих пор	9	2
16	так как он	1	2
17	к себе и	1	2
18	в том чтобы	1	2
19	так и в	1	2
20	т е в	2	2
21	в то время	2	2
22	но все же	2	2
23	на то чтобы	1	2
24	что и в	2	2
25	о том как	3	1
26	таким образом что	1	1
27	к этому же	1	1
28	не в состоянии	1	1
29	хотя и не	2	1
30	так что он	1	1
31	с точки зрения	3	1
32	тому что она	1	1
33	состоит в том	2	1
34	сам он не	1	1
35	и это обстоятельство	1	1
36	по отношению к	3	1
37	в самом деле	6	1
38	у того же	3	1
39	в этом случае	2	1
40	то же самое	3	1
41	в зависимости от	1	1
42	что он не	2	1
43	таким образом на	1	1
44	на брак с	2	1
45	бы то ни	2	1
46	независимо от того	1	1
47	и т п	3	1
48	образом и здесь	1	1
49	вместе с тем	3	1
50	здесь мы видим	1	1
51	в самом начале	1	1
52	обращает на себя	1	1
53	в некоторых случаях	1	1
54	один из них	1	1
55	в этой связи	2	1
56	то ни было	2	1
57	это не так	1	1
58	в связи с	3	1
59	то что он	1	1
60	как бы то	1	1
61	он отправляется в	1	1
62	и весь дом	1	1
63	в достаточной степени	1	1
64	более или менее	1	1
65	к себе в	1	1
66	на вопрос почему	1	1
67	и тем более	1	1
68	вопрос о том	1	1
69	по тому что	1	1
70	вопрос почему в	1	1
71	брак с дочерью	1	1
72	таким образом и	1	1
73	и во сне	1	1
74	к тому что	1	1
