N	3gram	Medvedev_F_2	Narrotol
1	в том что	2	8
2	с одной стороны	1	7
3	в отличие от	2	5
4	не может быть	10	5
5	времени и пространстве	1	5
6	и не в	2	4
7	в данном случае	1	4
8	все же не	1	4
9	с другой стороны	3	4
10	но все же	2	4
11	бы то ни	1	3
12	в этом отношении	7	3
13	тем не менее	1	3
14	и тем самым	1	3
15	то же время	5	3
16	в свою очередь	1	3
17	в то же	5	3
18	именно в том	1	2
19	что иное как	1	2
20	а не в	1	2
21	более или менее	1	2
22	в том или	1	2
23	с точки зрения	7	2
24	в таком случае	1	2
25	сами по себе	2	2
26	то или иное	1	2
27	в значительной степени	3	2
28	не что иное	1	2
29	в связи с	10	2
30	того или иного	4	2
31	том или ином	1	2
32	так или иначе	1	2
33	дистанции между ними	1	1
34	в нем определенные	1	1
35	следует отметить что	1	1
36	что каждый из	1	1
37	не могло не	1	1
38	очевидно что в	1	1
39	как и для	1	1
40	прежде всего в	2	1
41	как бы не	1	1
42	на самом деле	3	1
43	в этом последнем	1	1
44	в самом деле	5	1
45	и в особенности	1	1
46	в этом смысле	2	1
47	лишь постольку поскольку	2	1
48	он не может	1	1
49	по крайней мере	1	1
50	не было и	2	1
51	что он уже	1	1
52	до сих пор	1	1
53	в его специфической	1	1
54	и в то	3	1
55	до известной степени	3	1
56	и должна быть	1	1
57	сам по себе	3	1
58	не входит в	2	1
59	только то что	1	1
60	по аналогии с	1	1
61	как это было	2	1
62	к тому чтобы	2	1
63	в той мере	1	1
64	во всей его	1	1
65	на сегодняшний день	1	1
66	может быть и	3	1
67	же время в	1	1
68	все равно что	1	1
69	и тот же	1	1
70	все без исключения	2	1
71	это не так	1	1
72	иметь в виду	1	1
73	он уже не	1	1
74	то что он	1	1
75	а не как	1	1
76	так и для	1	1
77	которое не может	1	1
78	как мы увидим	1	1
79	мере в какой	1	1
80	высказывания как целого	1	1
81	один и тот	1	1
82	есть не что	1	1
83	только в качестве	1	1
84	по себе а	2	1
85	так и в	3	1
86	в том чтобы	1	1
87	несмотря на свой	1	1
88	роль в произведении	1	1
89	и прежде всего	2	1
90	он не есть	1	1
91	совершенно очевидно что	1	1
92	то что они	1	1
93	той мере в	1	1
94	как и в	1	1
95	в отрыве от	1	1
96	и больше всего	1	1
97	как мы видели	4	1
