N	3gram	Propp_Morf_1	VerxiiNi
1	с одной стороны	1	7
2	с точки зрения	2	6
3	во всяком случае	2	6
4	более или менее	2	5
5	до сих пор	1	5
6	друг с другом	1	5
7	для того чтобы	2	5
8	о том что	1	4
9	но все же	3	4
10	точно так же	1	3
11	в связи с	8	3
12	и таким образом	2	3
13	тем не менее	4	3
14	в том что	3	3
15	друг на друга	2	2
16	в этом отношении	1	2
17	с тех пор	1	2
18	может быть и	2	2
19	как бы то	1	2
20	то ни было	2	2
21	то что он	1	2
22	бы то ни	3	2
23	с самого начала	1	2
24	можно сказать что	1	2
25	на то что	2	2
26	влияют друг на	1	1
27	и есть то	1	1
28	следует заметить что	2	1
29	состоит в том	2	1
30	сам он не	1	1
31	иметь в виду	1	1
32	имеется и в	1	1
33	по отношению к	4	1
34	в настоящее время	3	1
35	можно говорить лишь	1	1
36	о том как	1	1
37	а потому что	1	1
38	обстоит дело с	1	1
39	в области народной	1	1
40	в таком случае	1	1
41	до известной степени	1	1
42	тех пор как	1	1
43	но с тех	1	1
44	но они не	1	1
45	совершенно ясно что	1	1
46	с этого момента	2	1
47	от неба до	1	1
48	с этим и	1	1
49	во всей своей	1	1
50	лишь постольку поскольку	1	1
51	ясно что и	1	1
52	в том или	1	1
53	в данном случае	1	1
54	не потому что	1	1
55	в первом случае	3	1
56	неба до земли	1	1
57	и в этой	1	1
58	в других для	1	1
59	потому что в	1	1
60	все более и	1	1
61	из них не	1	1
62	друг к другу	2	1
63	с другой стороны	4	1
64	прибавить к этому	1	1
65	сих пор не	1	1
66	не может быть	9	1
67	из которых каждый	1	1
68	похожи друг на	1	1
69	к чему не	2	1
70	в то время	3	1
71	тем и другим	2	1
72	ни к чему	2	1
73	и заставляет его	1	1
74	более и более	1	1
75	начинается с того	2	1
76	могут рассматриваться как	1	1
77	не более как	1	1
78	мы имеем в	1	1
79	так как эти	1	1
80	после того как	1	1
81	к нему в	1	1
82	при таких условиях	1	1
83	мы видим что	9	1
84	если прибавить к	1	1
85	уже очень давно	1	1
86	что и в	1	1
87	могло бы быть	1	1
