N	2gram	Ircho_Kome_3	Psycholo
1	то что	4	44
2	и в	22	33
3	в этом	8	28
4	и что	6	25
5	как бы	3	25
6	все время	2	24
7	потому что	10	24
8	для того	6	23
9	том что	13	22
10	того чтобы	6	22
11	может быть	6	22
12	что в	5	21
13	в том	12	21
14	о том	8	20
15	что он	8	20
16	и мы	3	15
17	только что	7	15
18	как это	5	14
19	таким образом	12	13
20	так же	4	13
21	и не	21	13
22	все это	5	13
23	сказать что	1	13
24	самом деле	6	12
25	в самом	9	12
26	было бы	3	12
27	все то	1	12
28	к тому	6	12
29	и все	2	12
30	если мы	2	12
31	так как	11	12
32	он не	5	11
33	что все	1	11
34	на то	3	10
35	что она	4	10
36	если бы	8	10
37	в трагедии	1	10
38	в его	8	10
39	не может	3	10
40	то же	7	9
41	в этой	3	9
42	и если	2	9
43	как раз	6	9
44	в конце	7	8
45	для этого	1	8
46	вместе с	9	8
47	в своем	8	7
48	раз в	2	7
49	не только	5	7
50	в нем	3	7
51	так что	6	7
52	и только	1	7
53	до конца	4	7
54	же точно	1	7
55	когда он	4	7
56	для нас	1	7
57	и т	4	6
58	в сущности	2	6
59	в ней	4	6
60	что они	2	6
61	перед нами	1	6
62	все эти	1	6
63	в себе	4	6
64	после этого	2	6
65	во время	6	6
66	точки зрения	4	6
67	но он	1	6
68	что эта	2	6
69	тому что	2	6
70	же самое	3	6
71	никак не	1	6
72	это не	2	6
73	мы видим	1	6
74	трагедии и	2	6
75	у него	4	6
76	а не	4	6
77	что мы	2	6
78	как на	1	6
79	мы не	2	5
80	в целом	3	5
81	и на	2	5
82	только после	1	5
83	с этим	3	5
84	все же	4	5
85	целый ряд	2	5
86	и как	1	5
87	как он	3	5
88	и может	1	5
89	ясно что	6	5
90	как и	3	5
91	нисколько не	3	5
92	самого начала	4	5
93	никогда не	3	5
94	и его	6	5
95	и это	2	5
96	с самого	4	5
97	и совершенно	1	5
98	с ним	5	5
99	в какой	3	5
100	что для	2	5
101	вовсе не	4	5
102	мы можем	3	5
103	из этого	2	5
104	той же	1	4
105	в которой	3	4
106	я не	1	4
107	говорит о	1	4
108	том чтобы	1	4
109	не будет	2	4
110	это было	1	4
111	с тем	4	4
112	в своей	5	4
113	как все	1	4
114	знаем что	1	4
115	с точки	3	4
116	на него	4	4
117	это мнение	1	4
118	а в	7	4
119	с другом	1	4
120	как мы	2	4
121	и о	2	4
122	что у	1	4
123	можно было	2	4
124	жизнь и	1	4
125	об этом	7	4
126	в двух	3	4
127	только в	1	4
128	и других	1	4
129	из них	5	4
130	по поводу	1	4
131	что не	3	4
132	в частности	3	4
133	друг с	1	4
134	исходя из	2	4
135	с этой	3	4
136	совершенно не	2	4
137	либо в	4	4
138	жизни и	1	4
139	это в	2	4
140	к этому	6	4
141	в таком	2	4
142	речь идет	5	3
143	например в	1	3
144	идет о	3	3
145	и до	1	3
146	это совершенно	1	3
147	говорить о	3	3
148	то это	5	3
149	и он	2	3
150	что его	5	3
151	но не	1	3
152	к которой	1	3
153	в сторону	1	3
154	конце концов	2	3
155	как в	2	3
156	от этого	1	3
157	ход действия	1	3
158	из этой	2	3
159	эти события	1	3
160	на этом	1	3
161	здесь мы	1	3
162	его в	8	3
163	должен был	4	3
164	ни в	10	3
165	ни одной	2	3
166	далеко не	3	3
167	но если	3	3
168	мы в	1	3
169	в которых	5	3
170	т п	4	3
171	их в	3	3
172	о мести	1	3
173	она не	2	3
174	в то	6	3
175	в основе	2	3
176	эпизод с	1	3
177	в самых	1	3
178	ли это	1	3
179	больше того	2	3
180	и для	4	3
181	нет ни	2	3
182	нас от	1	3
183	в пределах	2	3
184	в мире	2	3
185	так и	4	3
186	за то	2	3
187	и здесь	4	3
188	пьесы и	1	3
189	которой мы	2	3
190	что и	8	3
191	вслед за	1	3
192	том как	3	3
193	дело с	3	3
194	с одной	3	3
195	конечно не	3	3
196	на сцене	1	3
197	был бы	2	3
198	тому же	6	3
199	всяком случае	3	3
200	в одном	2	3
201	тем что	5	3
202	до сих	9	3
203	но и	4	3
204	на этот	3	3
205	не было	2	3
206	одной стороны	3	3
207	эти слова	1	3
208	из которых	2	3
209	он говорит	2	3
210	видит в	1	3
211	да и	1	3
212	еще раз	1	3
213	сих пор	9	3
214	указывает на	1	3
215	тот же	2	3
216	мести и	1	3
217	почему он	1	3
218	бы его	1	3
219	к этой	2	3
220	в своих	2	3
221	во всяком	3	3
222	он нисколько	1	2
223	из его	2	2
224	а как	2	2
225	мы имеем	1	2
226	время как	2	2
227	принадлежит к	1	2
228	на тему	1	2
229	и ее	2	2
230	для нашей	1	2
231	это время	1	2
232	не был	1	2
233	столь же	3	2
234	бы то	2	2
235	с его	3	2
236	во всех	2	2
237	и всякий	1	2
238	черты и	1	2
239	себе и	1	2
240	со стороны	11	2
241	меньше всего	4	2
242	в одной	1	2
243	что касается	2	2
244	и наконец	1	2
245	не в	4	2
246	и к	3	2
247	в действительности	1	2
248	но в	5	2
249	тому как	1	2
250	представляет собой	3	2
251	бы не	2	2
252	из этих	1	2
253	если он	2	2
254	при этом	7	2
255	все тот	1	2
256	т д	1	2
257	и почему	1	2
258	едва ли	7	2
259	что ни	3	2
260	нужные для	1	2
261	он полагает	1	2
262	в нее	1	2
263	то чтобы	1	2
264	вот например	1	2
265	в них	3	2
266	он знает	4	2
267	такой же	1	2
268	которую он	2	2
269	это делает	1	2
270	в котором	2	2
271	в их	2	2
272	место в	1	2
273	ни малейшего	3	2
274	вопрос о	1	2
275	быть не	1	2
276	ним в	1	2
277	надо было	1	2
278	что ему	2	2
279	не имеет	3	2
280	и остается	1	2
281	не по	7	2
282	больше чем	2	2
283	же время	5	2
284	во всем	1	2
285	свидетельствуют о	1	2
286	бы по	2	2
287	в руки	2	2
288	перед ним	3	2
289	но все	4	2
290	чтобы сделать	1	2
291	как только	1	2
292	о браке	1	2
293	об отце	1	2
294	что при	1	2
295	о них	1	2
296	могли бы	1	2
297	ни одно	1	2
298	без всякого	2	2
299	в ее	3	2
300	нет никакой	1	2
301	действия и	1	2
302	то время	2	2
303	и когда	1	2
304	те же	1	2
305	времени и	1	2
306	и с	4	2
307	ничего не	3	2
308	можно сказать	1	2
309	в виду	2	2
310	сводится к	1	2
311	понять как	1	2
312	и та	1	2
313	но столь	1	2
314	должно было	3	2
315	не надо	1	2
316	первого акта	2	2
317	и она	1	2
318	один из	3	2
319	отца и	2	2
320	ли он	1	2
321	за ней	2	2
322	связи с	5	2
323	уже в	2	2
324	ни одного	1	2
325	в нашей	1	2
326	его и	1	2
327	мы знаем	2	2
328	одно из	1	2
329	заключить что	1	2
330	образом что	1	2
331	к самому	1	2
332	умер и	2	2
333	даже не	3	2
334	с другой	4	2
335	на ее	3	2
336	стороны он	1	2
337	сам себя	2	2
338	с той	1	2
339	а с	1	2
340	прежде всего	5	2
341	тех пор	3	2
342	а на	2	2
343	ничем не	4	2
344	не на	1	2
345	в руках	1	2
346	была бы	1	2
347	ее на	1	2
348	этот рассказ	1	2
349	до этого	2	2
350	и потому	1	2
351	в тех	1	2
352	по существу	2	2
353	для понимания	2	2
354	в это	1	2
355	на пути	1	2
356	не является	4	2
357	и от	1	2
358	в результате	2	2
359	его не	2	2
360	хотя бы	4	2
361	все они	1	2
362	до тех	3	2
363	нет речи	1	2
364	и эта	1	2
365	другой стороны	2	2
366	какой мере	2	2
367	самое что	1	2
368	а нечто	1	2
369	он считает	1	1
370	с жизнью	1	1
371	человека и	2	1
372	начинается с	1	1
373	того же	6	1
374	показательным для	1	1
375	в пятом	1	1
376	тем же	3	1
377	в первом	1	1
378	к другому	1	1
379	не хочет	5	1
380	этому вопросу	1	1
381	для своего	1	1
382	которого не	1	1
383	и наш	1	1
384	другом контексте	1	1
385	ставить вопрос	1	1
386	малейшего сомнения	1	1
387	требует от	1	1
388	к началу	3	1
389	и со	2	1
390	сравнивает себя	1	1
391	решение вопроса	1	1
392	в сцене	1	1
393	еще не	6	1
394	ряд исследователей	1	1
395	нет больше	1	1
396	в восприятии	1	1
397	тем как	1	1
398	предположим что	1	1
399	поле битвы	1	1
400	признать что	1	1
401	но как	1	1
402	заметим что	1	1
403	с какими	1	1
404	виноват в	1	1
