N	2gram	Potebnia_M_2	Komedia
1	и в	24	26
2	и не	19	14
3	и его	2	12
4	к тому	1	12
5	так и	5	12
6	тому же	1	11
7	может быть	23	11
8	в том	18	11
9	в этом	8	10
10	но и	9	10
11	столь же	5	9
12	том что	8	9
13	если бы	11	9
14	вместе с	11	9
15	что в	16	9
16	было бы	13	8
17	и на	8	7
18	не только	15	7
19	что и	11	7
20	из них	5	7
21	еще не	4	6
22	о том	5	6
23	в нем	9	6
24	таким образом	11	6
25	в то	6	6
26	того чтобы	2	6
27	потому что	49	6
28	и здесь	2	6
29	во время	4	6
30	то что	20	6
31	в которой	5	5
32	с его	2	5
33	что он	4	5
34	так что	10	5
35	в истории	1	5
36	независимо от	9	5
37	с этим	7	5
38	для того	5	5
39	ни в	1	5
40	на основании	1	5
41	с тем	4	5
42	и с	1	5
43	один из	2	5
44	к этому	2	5
45	уже в	5	4
46	хотя и	3	4
47	в самом	4	4
48	что это	3	4
49	в целом	3	4
50	из этих	4	4
51	с их	1	4
52	это было	2	4
53	в них	5	4
54	как и	7	4
55	в этих	3	4
56	место в	4	4
57	тому что	2	4
58	не менее	5	4
59	судя по	5	4
60	это слово	1	4
61	как мы	1	4
62	что у	2	4
63	его в	3	4
64	между тем	6	4
65	в его	2	4
66	только в	11	4
67	же в	5	4
68	так как	10	4
69	у него	2	4
70	что для	3	4
71	прежде всего	7	4
72	как это	2	4
73	все же	5	4
74	и для	3	4
75	и от	3	4
76	например в	3	3
77	тех же	1	3
78	в котором	4	3
79	то же	12	3
80	в их	1	3
81	той же	3	3
82	вопрос о	2	3
83	того же	14	3
84	в ней	3	3
85	что его	3	3
86	во всех	7	3
87	но не	12	3
88	по отношению	2	3
89	как в	10	3
90	что касается	1	3
91	но в	4	3
92	как он	4	3
93	друг другу	1	3
94	но все	2	3
95	человека в	3	3
96	в каждом	2	3
97	могла бы	3	3
98	но если	2	3
99	ли можно	1	3
100	не имеет	6	3
101	того как	7	3
102	в самой	3	3
103	же время	2	3
104	связи с	6	3
105	что на	3	3
106	многие из	1	3
107	и сам	1	3
108	то время	4	3
109	и поэтому	2	3
110	к нему	1	3
111	тех пор	1	3
112	дело с	1	3
113	к их	1	3
114	для всех	1	3
115	ответ на	1	3
116	мы знаем	2	3
117	искать в	3	3
118	и их	5	3
119	никто не	1	3
120	представить себе	1	3
121	друг друга	2	3
122	мы можем	12	3
123	тем что	7	3
124	не было	6	3
125	в связи	2	3
126	с этой	1	3
127	все это	2	3
128	или в	2	3
129	для нас	31	3
130	а в	8	3
131	до тех	1	3
132	жизни и	1	3
133	того времени	1	3
134	по поводу	6	3
135	не может	12	3
136	также что	2	2
137	и т	6	2
138	одним из	1	2
139	по отдельным	1	2
140	только потому	2	2
141	и есть	2	2
142	и за	1	2
143	мы не	11	2
144	время как	4	2
145	то это	3	2
146	есть для	1	2
147	бы то	1	2
148	в ее	1	2
149	если в	3	2
150	отличие от	1	2
151	в одной	1	2
152	что именно	1	2
153	что по	1	2
154	имеет в	1	2
155	в действительности	2	2
156	от этого	1	2
157	бы и	1	2
158	в нашем	2	2
159	по которым	1	2
160	и если	4	2
161	что она	3	2
162	не следует	1	2
163	всех остальных	1	2
164	он не	1	2
165	и еще	1	2
166	что ни	2	2
167	на этом	2	2
168	то ни	1	2
169	же не	1	2
170	об этом	1	2
171	связанных с	1	2
172	в глазах	1	2
173	это не	3	2
174	этом смысле	2	2
175	не всегда	1	2
176	чем в	1	2
177	в развитии	1	2
178	не более	1	2
179	всяком случае	7	2
180	в отличие	1	2
181	которые в	1	2
182	не в	13	2
183	вовсе не	9	2
184	одна из	4	2
185	в одном	6	2
186	на это	1	2
187	от которой	1	2
188	и это	2	2
189	как не	3	2
190	с самого	2	2
191	так в	4	2
192	и что	4	2
193	похож на	1	2
194	на что	1	2
195	после того	2	2
196	времени в	1	2
197	и во	3	2
198	и все	3	2
199	мы понимаем	1	2
200	в другой	1	2
201	вслед за	3	2
202	даже на	1	2
203	с которыми	2	2
204	же можно	1	2
205	и дает	1	2
206	тот же	5	2
207	с ними	3	2
208	в какой	2	2
209	с одной	4	2
210	и у	3	2
211	же от	1	2
212	одно из	3	2
213	т п	3	2
214	не для	1	2
215	отношение к	1	2
216	от того	5	2
217	в других	4	2
218	следует признать	1	2
219	рядом с	3	2
220	видно из	2	2
221	со стороны	3	2
222	до сих	4	2
223	с другой	6	2
224	одной стороны	3	2
225	а на	1	2
226	для их	2	2
227	что из	1	2
228	если не	4	2
229	мы находим	2	2
230	усомниться в	1	2
231	в течение	1	2
232	в той	1	2
233	как бы	9	2
234	его собственный	1	2
235	сих пор	4	2
236	бы в	2	2
237	хотя бы	2	2
238	ни было	3	2
239	от всех	1	2
240	с г	1	2
241	во всяком	7	2
242	которых не	1	1
243	нас более	1	1
244	говоря о	3	1
245	как говорят	1	1
246	отношения к	2	1
247	у как	1	1
248	самом деле	2	1
249	этого последнего	3	1
250	необходимые для	2	1
251	мере в	1	1
252	отношения между	2	1
253	обойтись без	1	1
254	которыми он	1	1
255	сравнению с	1	1
