N	2gram	Medvedev_F_3	Tvorches
1	у достоевского	1	28
2	и в	27	21
3	как бы	8	17
4	в то	7	15
5	то же	15	13
6	в его	7	13
7	как и	14	12
8	же время	7	12
9	что в	8	12
10	с его	2	11
11	том что	4	11
12	все это	7	10
13	в романе	4	10
14	как в	4	8
15	он не	1	8
16	то что	8	8
17	и на	3	7
18	но в	6	7
19	не только	9	7
20	при этом	8	7
21	тем самым	1	7
22	и не	30	7
23	в том	7	7
24	в этом	18	6
25	в творчестве	1	6
26	человека в	2	6
27	в котором	2	6
28	не менее	7	6
29	и его	19	6
30	о том	4	6
31	и все	8	6
32	что он	6	6
33	для него	1	6
34	а в	1	6
35	жизни в	3	6
36	отнюдь не	8	5
37	все же	6	5
38	в этой	2	5
39	таким образом	18	5
40	вовсе не	28	5
41	в своих	6	5
42	потому что	7	5
43	только в	8	5
44	может быть	25	5
45	а не	17	5
46	но это	2	5
47	хотя бы	6	5
48	человека и	2	4
49	не имеют	1	4
50	в своем	2	4
51	и как	4	4
52	та же	1	4
53	в целом	4	4
54	это не	3	4
55	в своей	6	4
56	в мире	1	4
57	одной из	2	4
58	прежде всего	4	4
59	в момент	1	4
60	не может	24	4
61	и от	11	4
62	в основном	2	4
63	один из	1	4
64	одним из	3	4
65	я и	1	3
66	ту же	2	3
67	и т	11	3
68	рассматривать в	1	3
69	на самом	14	3
70	это и	2	3
71	той же	3	3
72	среды и	1	3
73	не был	1	3
74	время в	3	3
75	хотя и	1	3
76	в самом	11	3
77	в нем	15	3
78	в россии	2	3
79	на земле	2	3
80	и по	1	3
81	в каждом	5	3
82	и с	3	3
83	и других	1	3
84	на протяжении	2	3
85	в их	1	3
86	место в	10	3
87	даже в	2	3
88	дело не	2	3
89	самого начала	1	3
90	дело в	2	3
91	никогда не	5	3
92	с ее	2	3
93	с самого	1	3
94	в дальнейшем	5	3
95	с ним	1	3
96	там же	1	3
97	в ту	1	3
98	того что	3	3
99	который в	1	3
100	во времени	1	3
101	уже не	3	3
102	уже в	4	3
103	говорит о	1	3
104	не так	1	3
105	так как	9	3
106	и даже	2	3
107	с другой	6	3
108	но и	10	3
109	что человек	1	3
110	но не	5	3
111	он говорит	1	3
112	но если	2	3
113	жизни и	4	3
114	ее в	3	3
115	это в	1	3
116	так же	9	3
117	в нашей	1	2
118	того же	3	2
119	самом деле	16	2
120	в первом	1	2
121	действительности и	6	2
122	есть не	1	2
123	социальной действительности	1	2
124	героя и	2	2
125	в ней	5	2
126	в отличие	2	2
127	людей в	1	2
128	отличие от	2	2
129	в одной	5	2
130	что как	1	2
131	то в	2	2
132	и внутреннего	2	2
133	можно не	1	2
134	в себе	3	2
135	что она	2	2
136	тем не	2	2
137	так сказать	5	2
138	в принципе	1	2
139	не будет	1	2
140	о котором	1	2
141	действительности в	3	2
142	известно что	1	2
143	этом романе	3	2
144	и тем	3	2
145	в данном	6	2
146	такой же	2	2
147	и того	1	2
148	в этих	3	2
149	говорит об	1	2
150	жизни с	2	2
151	не в	12	2
152	но он	1	2
153	т п	5	2
154	однако в	2	2
155	между людьми	3	2
156	одна из	2	2
157	и притом	2	2
158	в основе	3	2
159	но только	1	2
160	в направлении	5	2
161	могут быть	4	2
162	к тому	4	2
163	а что	3	2
164	с традицией	1	2
165	в жизни	11	2
166	это время	1	2
167	в виду	3	2
168	данном случае	4	2
169	в в	1	2
170	в себя	1	2
171	этот роман	1	2
172	и необходимости	2	2
173	так и	21	2
174	об этом	1	2
175	еще в	3	2
176	можно сказать	3	2
177	и та	1	2
178	настоящее время	1	2
179	одного из	1	2
180	что его	1	2
181	других людей	1	2
182	переходит в	2	2
183	что и	2	2
184	каких бы	1	2
185	и мир	2	2
186	в литературе	6	2
187	жизнь на	1	2
188	в двух	1	2
189	тот же	1	2
190	больше чем	1	2
191	в качестве	1	2
192	человека с	1	2
193	так что	1	2
194	же и	4	2
195	и у	1	2
196	от других	2	2
197	из них	2	2
198	был бы	2	2
199	только на	4	2
200	именно в	1	2
201	что для	1	2
202	до конца	4	2
203	зависит от	1	2
204	мира в	1	2
205	человека как	2	2
206	все более	1	2
207	в частности	1	2
208	вместе с	6	2
209	в него	3	2
210	еще более	1	2
211	он чувствует	1	2
212	время не	1	2
213	для этой	1	2
214	ее и	2	2
215	в новых	1	2
216	в стихах	2	2
217	не знает	1	2
218	сказать что	3	2
219	к этому	2	2
220	литературы а	1	1
221	как известно	1	1
222	от этой	1	1
223	и завершается	1	1
224	же как	3	1
225	в движение	1	1
226	совершенно справедливо	1	1
227	чтобы не	2	1
228	и через	1	1
229	акакия акакиевича	2	1
230	переход от	1	1
231	действия то	1	1
232	основе всех	1	1
233	мира дело	1	1
234	нам кажется	2	1
235	эта теория	1	1
236	и до	1	1
237	оно было	1	1
238	и романом	1	1
239	и этот	1	1
240	мы уже	3	1
241	оказывается оторванным	1	1
242	мы имеем	1	1
243	так герой	1	1
244	как единство	1	1
245	единство и	1	1
246	происходило в	1	1
247	искусстве мы	1	1
248	был понят	1	1
249	в сущности	2	1
250	говорить о	2	1
251	в полной	2	1
252	но даже	1	1
253	то это	1	1
254	жизни это	1	1
255	произведении является	1	1
256	проявляется в	2	1
257	себе а	1	1
258	одно из	1	1
259	еще не	6	1
260	он был	4	1
261	между собой	4	1
262	столь же	3	1
263	бы то	4	1
264	во всех	3	1
265	сознания а	1	1
266	тем как	1	1
267	совершенно прав	1	1
268	совсем не	5	1
269	создается не	1	1
270	они существуют	1	1
271	акакий акакиевич	1	1
272	друг на	1	1
273	литературы с	1	1
274	к слову	1	1
275	по отношению	3	1
276	вообще как	1	1
277	а и	3	1
278	что так	1	1
279	к сожалению	1	1
280	в истории	5	1
281	эта связь	2	1
282	с этим	1	1
283	для создания	1	1
284	своем творчестве	1	1
285	в художественном	5	1
286	более и	1	1
287	кроме того	1	1
288	на человека	1	1
289	сознания в	1	1
290	завершение в	1	1
291	в действительности	9	1
292	с психологическим	1	1
293	от своей	1	1
294	или иную	1	1
295	эпохи и	1	1
296	при таком	1	1
297	со своей	1	1
298	из жизни	1	1
299	бы и	3	1
300	художественных форм	1	1
301	что это	3	1
302	формы в	3	1
303	европейского романа	1	1
304	все эти	6	1
305	жизни так	1	1
306	однако совершенно	1	1
307	так в	2	1
308	учение о	2	1
309	еще один	1	1
310	им в	1	1
311	своей теории	2	1
312	традиция в	2	1
313	смысла но	2	1
314	сливаются в	3	1
315	говорят о	2	1
316	имеем в	1	1
317	и те	4	1
318	если он	1	1
319	в концепции	1	1
320	вследствие этого	3	1
321	он считает	2	1
322	и если	1	1
323	три года	1	1
324	очень важную	1	1
325	да и	4	1
326	т д	6	1
327	а просто	1	1
328	перестает быть	2	1
329	явление но	1	1
330	всех этих	2	1
331	в первую	1	1
332	не значит	2	1
333	на таком	1	1
334	к одному	1	1
335	этого вопроса	1	1
336	не к	1	1
337	душу и	1	1
338	своего пути	1	1
339	на этом	2	1
340	в нее	1	1
341	в основу	2	1
342	мы обнаруживаем	1	1
343	а вместе	1	1
344	то ни	4	1
345	же не	1	1
346	значение в	1	1
347	же касается	1	1
348	его не	1	1
349	на все	2	1
350	его в	7	1
351	было бы	6	1
352	форму и	1	1
353	роль в	4	1
354	все другие	1	1
355	приходит в	1	1
356	же именно	1	1
357	ни в	8	1
358	для них	7	1
359	но мы	1	1
360	в них	3	1
361	о которых	1	1
362	с этой	1	1
363	с тем	7	1
364	на друга	1	1
365	он и	3	1
366	до степени	1	1
367	друга в	2	1
368	чем в	1	1
369	ключ к	1	1
370	можно считать	1	1
371	элемента в	1	1
372	одного и	1	1
373	на первый	1	1
374	можно только	2	1
375	и сосредоточивает	1	1
376	и драматической	1	1
377	и ее	6	1
378	именно и	1	1
379	к предмету	1	1
380	и этический	2	1
381	не от	2	1
382	внешнего и	2	1
383	идеи достоевского	1	1
384	но эта	2	1
385	быть определен	1	1
386	времени не	1	1
387	в философии	2	1
388	и более	3	1
389	как от	3	1
390	том же	1	1
391	что этот	2	1
392	если нет	1	1
393	по себе	4	1
394	тому что	3	1
395	какие бы	2	1
396	в отношении	2	1
397	а от	1	1
398	этого движения	1	1
399	нового материала	1	1
400	дня и	1	1
401	что эта	1	1
402	меня не	1	1
403	в смысле	4	1
404	здесь лишь	1	1
405	к этим	1	1
406	на него	1	1
407	в процессе	15	1
408	поступков и	2	1
409	мы все	1	1
410	движется не	1	1
411	и снова	2	1
412	в нас	2	1
413	взаимоотношения в	1	1
414	все без	3	1
415	для всего	1	1
416	этой схемы	1	1
417	этот тип	1	1
418	слово и	1	1
419	действительности но	1	1
420	в самой	2	1
421	учения о	1	1
422	того в	1	1
423	как она	1	1
424	же он	2	1
425	от субъективной	1	1
426	в роман	4	1
427	существуют в	2	1
428	исторического процесса	3	1
429	входят в	1	1
430	и делает	1	1
431	в области	2	1
432	события но	1	1
433	у нас	3	1
434	не могут	10	1
435	но все	1	1
436	в других	1	1
437	не поняв	1	1
438	по возможности	1	1
439	от реального	3	1
440	не есть	4	1
441	темы и	2	1
442	имеет место	3	1
443	отбора материала	1	1
444	оно не	3	1
445	он создает	1	1
446	если же	5	1
447	она не	4	1
448	сквозь призму	1	1
449	и это	2	1
450	он ищет	1	1
451	и о	1	1
452	в конце	3	1
453	но по	1	1
454	но при	2	1
455	вывод что	1	1
456	всего этого	1	1
457	в ее	4	1
458	от внешней	1	1
459	он просто	1	1
460	другой стороны	5	1
461	в собственном	1	1
462	как по	1	1
463	реальной действительности	3	1
464	только не	2	1
465	только то	3	1
466	если они	2	1
467	с первым	1	1
468	в социальном	1	1
469	жизнь и	3	1
470	в эпоху	3	1
471	по мере	1	1
472	в таком	2	1
473	это объясняется	1	1
474	и здесь	1	1
475	и должно	1	1
476	и возможно	1	1
477	в действительной	1	1
478	никак не	3	1
479	и что	3	1
480	что каждый	2	1
481	или на	2	1
482	них совершенно	1	1
483	единство романа	2	1
484	и просто	1	1
485	кажется что	2	1
486	нас в	1	1
487	как у	1	1
488	знает что	1	1
489	существования в	1	1
490	связь между	4	1
491	разные вещи	2	1
492	том или	1	1
493	путь к	1	1
494	между тем	7	1
495	от них	1	1
496	была бы	2	1
497	не чувствует	1	1
498	и каждого	2	1
499	нуждается в	3	1
500	язык в	1	1
501	само построение	1	1
502	нем и	2	1
503	все время	6	1
504	и самые	1	1
505	в жизнь	1	1
506	один момент	1	1
507	в современной	1	1
508	было это	1	1
509	как он	2	1
510	и действительно	2	1
511	должен был	1	1
512	это очень	1	1
513	всех его	1	1
514	с одной	1	1
515	вот что	1	1
516	в эти	1	1
517	себя в	1	1
518	от одной	1	1
519	для всех	1	1
520	литературу достоевский	1	1
521	в жанре	1	1
522	если мы	7	1
523	то и	1	1
524	но с	1	1
525	на этих	1	1
526	и обратно	1	1
527	то у	1	1
528	его и	3	1
529	ту или	2	1
530	мы знаем	4	1
531	ведь это	1	1
532	могло бы	1	1
533	в одном	1	1
534	сами по	2	1
535	и со	2	1
536	не совпадают	1	1
537	из контекста	1	1
538	в литературную	1	1
539	того социального	1	1
540	тем что	5	1
541	социально-исторической действительности	1	1
542	даже и	1	1
543	не противоречит	1	1
544	рассказа и	1	1
545	не было	1	1
546	и ассоциаций	1	1
547	же деле	2	1
548	без всякой	2	1
549	и из	2	1
550	с другим	1	1
551	до сих	1	1
552	однако это	1	1
553	ряд с	1	1
554	к которому	2	1
555	с той	1	1
556	для этого	2	1
557	такого понимания	1	1
558	наконец в	1	1
559	души и	3	1
560	объясняется тем	1	1
561	шкловский в	2	1
562	что бы	1	1
563	и их	5	1
564	превращается в	2	1
565	самом же	2	1
566	одной стороны	1	1
567	связи с	5	1
568	а на	2	1
569	который лежал	1	1
570	а наоборот	1	1
571	и самый	2	1
572	не на	3	1
573	жизнь в	1	1
574	в руках	1	1
575	не утверждая	1	1
576	о чем	1	1
577	с помощью	8	1
578	оценки в	1	1
579	так можно	1	1
580	из элементов	2	1
581	как это	4	1
582	установкой на	2	1
583	с виктором	1	1
584	во все	1	1
585	что же	5	1
586	находятся в	2	1
587	и всей	1	1
588	это значит	2	1
589	слова и	4	1
590	художественное произведение	11	1
591	в литературу	5	1
592	сих пор	1	1
593	только для	1	1
594	в какую	1	1
595	отличается от	2	1
596	же самое	3	1
597	является как	1	1
598	и тогда	2	1
599	как раз	8	1
600	с поэтическим	2	1
601	определяет выбор	1	1
602	поэтому совершенно	2	1
603	процессе художественного	1	1
604	и времени	1	1
605	и часто	1	1
606	счете и	1	1
607	в связи	4	1
608	конкретного социального	1	1
609	признать это	1	1
610	в точном	2	1
611	начала и	1	1
612	в настоящее	1	1
613	романе и	1	1
614	в другое	1	1
615	не встречается	1	1
616	путем изменения	1	1
617	с установкой	2	1
618	значило бы	1	1
619	от него	2	1
620	понята как	1	1
621	не дают	1	1
622	реальное время	1	1
623	конце концов	2	1
624	мы должны	2	1
625	понимал и	1	1
626	материала то	1	1
627	все они	1	1
628	ни было	5	1
629	же в	1	1
630	романа и	2	1
631	в искусстве	7	1
632	очень хорошо	1	1
633	отношении к	1	1
634	быть понята	1	1
635	в целях	2	1
636	и содержание	2	1
637	может и	3	1
638	связанный с	1	1
639	и внутренне	1	1
640	от всех	4	1
641	равно как	3	1
642	к его	3	1
643	но этот	1	1
644	сюжета если	1	1
645	о литературе	1	1
646	отношению к	3	1
647	т е	32	1
648	бы его	1	1
649	героя в	3	1
650	в какой	3	1
651	о нем	3	1
652	художественного творчества	2	1
653	как результат	1	1
