N	2gram	Nazirov_Tv_1	formyVre
1	и в	21	46
2	в этом	6	22
3	и т	3	14
4	прежде всего	4	14
5	вовсе не	5	13
6	в романе	10	13
7	и его	6	12
8	во всех	1	11
9	не только	7	11
10	только в	5	11
11	т п	2	11
12	смерти в	1	11
13	как бы	17	10
14	то есть	12	10
15	во время	1	10
16	в том	7	10
17	но в	7	10
18	мы уже	1	9
19	не в	2	9
20	у него	7	9
21	но и	3	9
22	вместе с	2	9
23	и не	7	9
24	то же	13	8
25	как и	12	8
26	потому что	5	8
27	связи с	1	8
28	в его	13	8
29	из них	2	8
30	в связи	1	8
31	в основном	4	8
32	жизни и	3	8
33	и на	7	7
34	так сказать	2	7
35	всех этих	1	7
36	так и	2	7
37	в них	1	7
38	может быть	5	7
39	времени в	13	7
40	в одном	1	7
41	то что	8	7
42	картину мира	1	7
43	еще не	1	6
44	все же	5	6
45	и наконец	2	6
46	при этом	7	6
47	человека в	6	6
48	и с	3	6
49	его в	1	6
50	в основе	2	6
51	никогда не	3	6
52	так как	3	6
53	по вертикали	1	6
54	все это	10	6
55	и времени	1	6
56	и все	6	6
57	но не	3	5
58	с этим	1	5
59	в своем	4	5
60	все эти	1	5
61	связанные с	1	5
62	он не	8	5
63	в нем	3	5
64	в то	15	5
65	в разрезе	1	5
66	в дальнейшем	3	5
67	и у	2	5
68	в пространстве	2	5
69	в частности	2	5
70	в смысле	1	5
71	что в	12	5
72	также и	1	4
73	человека и	4	4
74	в мире	4	4
75	и он	2	4
76	в истории	1	4
77	как в	8	4
78	уже в	3	4
79	в себе	2	4
80	и было	1	4
81	том что	11	4
82	в котором	6	4
83	эпизоде с	1	4
84	место в	3	4
85	том же	1	4
86	героев и	3	4
87	же время	12	4
88	уже говорили	1	4
89	к себе	1	4
90	в образе	1	4
91	в эпоху	1	4
92	с ним	3	4
93	о том	6	4
94	все его	1	4
95	вопросу о	1	4
96	так что	2	4
97	за ними	1	4
98	и их	1	4
99	а не	5	4
100	отнюдь не	5	4
101	с этой	1	4
102	еще более	2	4
103	же в	1	4
104	жизни в	6	4
105	в виду	2	3
106	того же	2	3
107	слова и	1	3
108	хотя и	3	3
109	целый ряд	1	3
110	как уже	1	3
111	и как	4	3
112	весь мир	1	3
113	в этот	1	3
114	уже не	3	3
115	та же	4	3
116	отчасти и	2	3
117	имеем в	1	3
118	т д	1	3
119	и по	3	3
120	таким образом	5	3
121	здесь мы	2	3
122	а затем	2	3
123	на первый	1	3
124	в их	3	3
125	самое время	2	3
126	кроме того	1	3
127	же самое	1	3
128	к тому	2	3
129	имеет место	1	3
130	себя и	1	3
131	роль в	1	3
132	мы наблюдаем	1	3
133	жизнь и	1	3
134	как у	1	3
135	что и	2	3
136	того что	3	3
137	тот же	2	3
138	что он	6	3
139	во времени	3	3
140	все они	1	3
141	в качестве	2	3
142	на протяжении	3	3
143	для него	6	3
144	тем что	1	3
145	что на	1	3
146	и даже	3	3
147	не было	1	3
148	не на	1	3
149	о чем	1	3
150	мира в	2	3
151	с помощью	1	3
152	это значит	1	3
153	к вопросу	1	3
154	тем более	1	3
155	романе и	1	3
156	в этих	2	3
157	между вещами	2	3
158	ее в	3	3
159	а в	6	3
160	но эти	1	3
161	и другие	3	3
162	к этому	2	3
163	ту же	3	2
164	и есть	1	2
165	этого мира	1	2
166	из самых	1	2
167	и до	1	2
168	оно было	1	2
169	времени он	3	2
170	мы имеем	1	2
171	развития человечества	1	2
172	человеческой природы	1	2
173	для раскрытия	1	2
174	в сущности	1	2
175	говорить о	1	2
176	пародия на	1	2
177	он был	1	2
178	не был	3	2
179	совсем не	1	2
180	если в	2	2
181	к ним	1	2
182	одного момента	1	2
183	в одной	2	2
184	то в	2	2
185	пространства и	2	2
186	разрезе одного	1	2
187	и к	1	2
188	всего романа	1	2
189	в этой	5	2
190	с одной	1	2
191	особое место	1	2
192	эпохи и	1	2
193	как он	1	2
194	человек не	1	2
195	перестает быть	1	2
196	и вот	1	2
197	на земле	3	2
198	на этом	1	2
199	людей и	2	2
200	в вечности	2	2
201	не боится	1	2
202	по себе	1	2
203	и рядом	1	2
204	далеко не	3	2
205	с тем	1	2
206	одна и	1	2
207	контакта с	1	2
208	бога и	2	2
209	представление о	3	2
210	жизни с	2	2
211	дается в	1	2
212	но эта	1	2
213	но он	2	2
214	в прямом	1	2
215	и более	1	2
216	в историческом	1	2
217	в отношении	1	2
218	вплоть до	1	2
219	она не	1	2
220	и имеет	1	2
221	контакт с	1	2
222	в самой	1	2
223	сложность и	1	2
224	не похож	1	2
225	особое значение	1	2
226	в роман	1	2
227	вырваться из	1	2
228	в духе	2	2
229	принадлежит к	1	2
230	могут быть	2	2
231	во все	1	2
232	здесь они	1	2
233	и это	1	2
234	и о	1	2
235	и от	4	2
236	в средневековой	2	2
237	в себя	2	2
238	не мог	2	2
239	особенно в	1	2
240	и должно	1	2
241	и та	2	2
242	влияние на	2	2
243	утверждает что	1	2
244	можно сказать	2	2
245	в сюжете	1	2
246	это не	4	2
247	в литературе	2	2
248	значит что	2	2
249	один из	4	2
250	в литературу	1	2
251	времени имеет	1	2
252	со всеми	3	2
253	него и	1	2
254	и других	3	2
255	естественном состоянии	1	2
256	до того	1	2
257	представлений о	2	2
258	сами по	1	2
259	в конце	1	2
260	протяжении всего	2	2
261	их нужно	1	2
262	до сих	1	2
263	с другой	3	2
264	именно в	2	2
265	было бы	1	2
266	наконец в	1	2
267	их не	1	2
268	у нас	1	2
269	а на	1	2
270	не знает	2	2
271	жизни но	1	2
272	на друга	1	2
273	до конца	2	2
274	и самый	1	2
275	в последующем	1	2
276	что все	3	2
277	не может	4	2
278	так же	3	2
279	как это	1	2
280	по своему	1	2
281	в данном	2	2
282	наряду с	1	2
283	него есть	2	2
284	сих пор	1	2
285	только для	1	2
286	о его	1	2
287	друг на	1	2
288	главных героев	1	2
289	с большой	4	2
290	картине мира	1	2
291	на огонь	1	2
292	в двух	2	2
293	ее и	2	2
294	вовсе нет	1	2
295	но это	5	2
296	в действительной	1	2
297	равно как	1	2
298	жизни а	1	2
299	себя как	2	1
300	говорили о	1	1
301	чтобы не	1	1
302	и действительно	1	1
303	связан с	3	1
304	на самом	3	1
305	это и	3	1
306	времени но	1	1
307	по преимуществу	2	1
308	на этих	1	1
309	не имеют	4	1
310	действительности и	2	1
311	был и	1	1
312	грубая и	1	1
313	их и	1	1
314	в несколько	1	1
315	а как	2	1
316	есть не	2	1
317	мне больше	1	1
318	что если	1	1
319	на эти	2	1
320	впечатление от	1	1
321	он как	1	1
322	время как	1	1
323	в полной	1	1
324	бодлера в	1	1
325	героев в	2	1
326	это время	2	1
327	в ней	2	1
328	между собой	1	1
329	он сам	6	1
330	важнейшие эпизоды	1	1
331	время в	3	1
332	в чем	2	1
333	с его	11	1
334	как одновременное	1	1
335	тем как	1	1
336	это имеет	1	1
337	я был	1	1
338	самом деле	2	1
339	литературы с	1	1
340	связанного с	1	1
341	отличие от	2	1
342	диккенса и	1	1
343	в настоящем	2	1
344	как говорит	1	1
345	первый взгляд	1	1
346	в трагедии	1	1
347	из уст	1	1
348	до его	1	1
349	что как	2	1
350	о жизни	1	1
351	более и	1	1
352	в него	2	1
353	этот город	2	1
354	частей и	1	1
355	в полном	1	1
356	когда он	2	1
357	что по	1	1
358	сторона в	1	1
359	его к	1	1
360	пространстве а	2	1
361	всем существом	1	1
362	чего не	1	1
363	кроме этой	1	1
364	человеком в	1	1
365	в самом	3	1
366	в которой	3	1
367	в буржуазном	1	1
368	бы и	1	1
369	формы в	1	1
370	жизни так	1	1
371	романа это	1	1
372	в аду	1	1
373	так в	1	1
374	учение о	1	1
375	еще один	1	1
376	на поверхность	1	1
377	им в	1	1
378	этого образа	1	1
379	и те	1	1
380	с народной	1	1
381	истории литературного	1	1
382	вследствие этого	1	1
383	с чувством	1	1
384	выйти на	1	1
385	по самому	2	1
386	он ни	3	1
387	стремится к	3	1
388	для еще	1	1
389	не значит	1	1
390	же это	1	1
391	образом и	1	1
392	в точном	1	1
393	на его	3	1
394	сталкивается с	1	1
395	лежит на	1	1
396	в основу	1	1
397	но все	1	1
398	а вместе	1	1
399	в каждом	3	1
400	ее по	2	1
401	для всей	1	1
402	для характеристики	1	1
403	об этом	2	1
404	форм и	1	1
405	на этой	1	1
406	это было	1	1
407	это состояние	1	1
408	дома и	1	1
409	как пример	1	1
410	с самим	1	1
411	бы нам	1	1
412	персидские письма	1	1
413	на тех	1	1
414	и тем	2	1
415	в беседе	2	1
416	желудка и	1	1
417	ни в	1	1
418	о которых	1	1
419	все равно	1	1
420	приобретает новый	1	1
421	победу над	1	1
422	в моменты	1	1
423	мировой литературы	1	1
424	в действии	1	1
425	он и	1	1
426	когда я	2	1
427	развития так	1	1
428	чем в	1	1
429	ключ к	1	1
430	единства времени	1	1
431	такой же	2	1
432	в один	2	1
433	и того	2	1
434	одного и	1	1
435	и выйти	1	1
436	в своей	4	1
437	именно и	1	1
438	и степени	1	1
439	с самого	3	1
440	не столько	2	1
441	что до	1	1
442	он весь	1	1
443	заявил что	1	1
444	художественного мира	1	1
445	живут в	1	1
446	в философском	2	1
447	времени не	1	1
448	мира отсюда	1	1
449	в философии	1	1
450	борьбу с	1	1
451	важную роль	1	1
452	однако в	2	1
453	времени а	2	1
454	тому что	1	1
455	ему как	1	1
456	какие бы	1	1
457	в таких	1	1
458	что ему	1	1
459	не имеет	1	1
460	самого начала	3	1
461	дело в	3	1
462	одна из	2	1
463	времени у	4	1
464	на него	1	1
465	не по	3	1
466	вечности все	1	1
467	и снова	1	1
468	но только	2	1
469	и силой	1	1
470	и уже	1	1
471	это мы	1	1
472	через него	1	1
473	на вечное	1	1
474	слово и	1	1
475	преимущественно в	1	1
476	трагедии в	1	1
477	человека начинает	1	1
478	и притом	2	1
479	как она	1	1
480	он хочет	1	1
481	был так	1	1
482	было в	2	1
483	входят в	1	1
484	только с	1	1
485	и делает	1	1
486	особое внимание	1	1
487	в образах	2	1
488	среди них	1	1
489	и здесь	1	1
490	начиная с	1	1
491	не могут	1	1
492	в кн	2	1
493	сама жизнь	1	1
494	над полем	1	1
495	бы он	1	1
496	катастрофа и	1	1
497	темы и	1	1
498	сказать что	2	1
499	оно не	1	1
500	если же	1	1
501	где он	2	1
502	опираясь на	1	1
503	приходит к	3	1
504	на помощь	1	1
505	более не	2	1
506	с ее	3	1
507	свою очередь	1	1
508	но при	1	1
509	люди на	1	1
510	в ее	1	1
511	очень важную	1	1
512	данном случае	2	1
513	время становится	1	1
514	действия и	1	1
515	говорили что	1	1
516	эдгара по	1	1
517	и необходимости	2	1
518	и сам	1	1
519	времени и	4	1
520	это вовсе	1	1
521	и прошлым	1	1
522	еще в	2	1
523	человек требует	1	1
524	жить только	2	1
525	высокое и	1	1
526	эпизод в	1	1
527	автора к	1	1
528	действия но	1	1
529	вот почему	3	1
530	внимание на	1	1
531	но мы	1	1
532	никак не	1	1
533	и что	1	1
534	в глаза	2	1
535	этот принцип	1	1
536	может не	2	1
537	там же	3	1
538	между тем	1	1
539	вся эта	1	1
540	человек был	1	1
541	этот момент	1	1
542	нуждается в	1	1
543	человека из	1	1
544	он по	1	1
545	всего этого	1	1
546	представления о	1	1
547	ряд других	1	1
548	следовало бы	2	1
549	в другую	1	1
550	и деятельность	1	1
551	герой в	2	1
552	романа и	1	1
553	лишь на	1	1
554	в разные	1	1
555	должен был	1	1
556	и романом	1	1
557	проявляется в	1	1
558	всех его	1	1
559	в естественном	1	1
560	и ее	1	1
561	вопрос об	1	1
562	по этому	1	1
563	больше чем	2	1
564	показанное в	1	1
565	времени как	3	1
566	себя в	1	1
567	тогда же	1	1
568	одновременно он	1	1
569	и сверх	1	1
570	для всех	1	1
571	связанный со	1	1
572	то и	1	1
573	письма монтескье	1	1
574	достоинства и	1	1
575	в виде	3	1
576	свидетельствует о	2	1
577	а это	1	1
578	же у	1	1
579	рассказывает о	1	1
580	глаза и	1	1
581	был бы	2	1
582	ведь это	1	1
583	но затем	1	1
584	в любви	2	1
585	не противоречит	1	1
586	того в	1	1
587	никого не	1	1
588	и стремление	1	1
589	блага и	1	1
590	без всякой	1	1
591	этой проблемы	2	1
592	и ужасов	1	1
593	о времени	4	1
594	ряд с	1	1
595	в бою	1	1
596	в отличие	2	1
597	души и	1	1
598	широте и	1	1
599	неразрывном единстве	1	1
600	так вот	2	1
601	что не	2	1
602	объясняется тем	1	1
603	совмещается с	1	1
604	на этот	1	1
605	у других	1	1
606	в рассказе	3	1
607	другой стороны	1	1
608	его как	2	1
609	в руках	1	1
610	а так	1	1
611	для человека	3	1
612	смутное ощущение	1	1
613	него не	1	1
614	большой силой	3	1
615	время для	1	1
616	настоящее и	1	1
617	но что	1	1
618	все более	2	1
619	так называемой	1	1
620	надо было	2	1
621	площади и	2	1
622	в цикле	1	1
623	установкой на	1	1
624	в изображении	1	1
625	одной стороны	1	1
626	города в	2	1
627	времени с	1	1
628	утверждая что	1	1
629	это есть	1	1
630	дорогу и	1	1
631	да и	1	1
632	как средство	1	1
633	человек с	1	1
634	и мотивы	1	1
635	проблемы времени	1	1
636	и жизнь	1	1
637	цели не	1	1
638	стремления к	2	1
639	и смерти	1	1
640	оба они	1	1
641	от героев	1	1
642	между прочим	1	1
643	имел в	1	1
644	вокруг него	1	1
645	и тогда	1	1
646	это уже	5	1
647	и тесно	1	1
648	уже на	1	1
649	культуры и	1	1
650	основе этой	1	1
651	романа становится	1	1
652	и среди	2	1
653	еще живого	1	1
654	это как	3	1
655	которая в	1	1
656	иного рода	1	1
657	с установкой	1	1
658	но когда	1	1
659	из себя	2	1
660	своих героев	3	1
661	реальное время	1	1
662	конце концов	1	1
663	действительной жизни	3	1
664	в настоящее	1	1
665	настоящим и	1	1
666	хотя в	1	1
667	природа человека	1	1
668	романа мы	1	1
669	и вдруг	1	1
670	и целый	1	1
671	в целях	1	1
672	он же	1	1
673	в свою	7	1
674	всего мира	1	1
