N	3gram	Losev_Prob_1	Analitik
1	о том что	5	6
2	в том что	5	6
3	в данном случае	8	5
4	и в этом	2	4
5	в этом случае	2	4
6	к тому же	1	4
7	мы имеем дело	1	3
8	на себя внимание	1	3
9	подобно тому как	2	3
10	в этом отношении	1	3
11	по крайней мере	2	3
12	содержит в себе	7	3
13	того или иного	2	3
14	в самом начале	1	3
15	той или иной	4	3
16	тем не менее	18	3
17	как и в	1	3
18	в этом смысле	6	2
19	с точки зрения	3	2
20	в таком случае	6	2
21	в то же	4	2
22	можно было бы	2	2
23	и то что	2	2
24	то есть в	4	2
25	а не только	2	2
26	не только в	1	2
27	с другой стороны	3	2
28	и тем самым	3	2
29	и в самом	2	2
30	не только не	3	2
31	на то что	8	2
32	тех или иных	2	2
33	если бы он	1	1
34	также и на	3	1
35	а между тем	1	1
36	что иное как	2	1
37	то он в	1	1
38	при встрече с	1	1
39	уже содержит в	1	1
40	можно сказать что	3	1
41	бы он был	1	1
42	в данный момент	1	1
43	одним и тем	1	1
44	более или менее	3	1
45	как мы это	1	1
46	имеют место в	1	1
47	никак не может	1	1
48	внимание на то	1	1
49	свидетельствует о том	2	1
50	начала и конца	1	1
51	никоим образом не	1	1
52	как раз и	7	1
53	и во всех	1	1
54	сами по себе	3	1
55	нельзя сказать что	1	1
56	во всех этих	2	1
57	к тому или	1	1
58	не только внутреннее	1	1
59	что в конце	1	1
60	то и другое	2	1
61	до известной степени	1	1
62	в таких случаях	2	1
63	только с одним	1	1
64	дело не с	1	1
65	и тем же	1	1
66	еще ничего не	1	1
67	из них в	1	1
68	тому или иному	1	1
69	на этот раз	2	1
70	и то же	1	1
71	в известном смысле	1	1
72	нам представляется что	1	1
73	так или иначе	2	1
74	в связи с	4	1
75	одно и то	1	1
76	так как будто	1	1
77	не говорит о	1	1
78	из них не	1	1
79	имеем дело не	1	1
80	за пределы своих	1	1
81	не так уж	1	1
82	а то что	1	1
83	в первую очередь	1	1
84	внешней и внутренней	1	1
85	только то что	4	1
86	есть не что	2	1
87	всех этих случаях	1	1
88	не может быть	2	1
89	заключается в том	1	1
90	за пределы этой	1	1
91	сказать и о	3	1
92	ни одна из	1	1
93	не что иное	2	1
94	в самом деле	2	1
95	ничего не говорит	1	1
96	обращают на себя	1	1
97	в этих случаях	2	1
98	но о том	1	1
99	в каждом отдельном	1	1
100	но отнюдь не	3	1
101	к тому что	1	1
102	сама по себе	4	1
103	в этом втором	1	1
104	точно так же	4	1
105	в себе не	3	1
106	то же самое	9	1
