N	4gram	Losev_Dial_4	Problema
1	или по крайней мере	3	4
2	т д и т	2	4
3	на самом же деле	1	4
4	д и т д	2	4
5	с той или другой	1	4
6	и т д и	3	4
7	не что иное как	8	4
8	есть не что иное	5	4
9	и тем не менее	1	3
10	не имеет ничего общего	2	3
11	дело в том что	1	2
12	ни в каком случае	1	2
13	сама по себе а	1	2
14	ни в чем не	1	2
15	отличаются друг от друга	1	2
16	не сама по себе	1	2
17	мы должны сказать что	1	2
18	т д все это	1	1
19	миф не есть ни	1	1
20	и по сравнению с	1	1
21	только для того чтобы	1	1
22	в каком случае нельзя	1	1
23	этой точки зрения в	1	1
24	если его брать как	1	1
25	и то и другое	1	1
26	и т д в	1	1
27	это и значит что	1	1
28	имеет никакого отношения к	2	1
29	идет речь именно о	2	1
30	и т д все	2	1
31	поскольку речь идет о	1	1
32	это не есть ни	1	1
33	это и есть настоящее	1	1
34	не говорит ни о	1	1
35	не есть также и	1	1
36	по сравнению с которой	1	1
37	с этой точки зрения	2	1
38	большим или меньшим приближением	1	1
39	не имеет никакого отношения	2	1
40	друг от друга и	1	1
41	это значит что и	1	1
42	ничего общего не имеет	1	1
43	имеет ничего общего с	2	1
44	ничего не говорим о	1	1
45	если это так то	1	1
46	возможно только потому что	1	1
47	и повелительно требует своего	1	1
