N	3gram	Medvedev_F_3	StatiiOP
1	в том что	3	16
2	о том что	1	11
3	в этом отношении	3	9
4	и т д	6	6
5	до сих пор	1	5
6	вместе с тем	3	5
7	для того чтобы	4	5
8	к тому что	2	5
9	дело в том	2	4
10	тот факт что	1	4
11	иметь в виду	1	3
12	и т п	5	3
13	так же как	1	3
14	с другой стороны	5	3
15	во всяком случае	6	3
16	с самого начала	1	3
17	говорит об этом	1	2
18	свое выражение в	1	2
19	в том же	1	2
20	в одной из	1	2
21	с точки зрения	14	2
22	сами по себе	2	2
23	в отличие от	2	2
24	бы то ни	4	2
25	но и здесь	1	2
26	в это время	1	2
27	в значительной степени	1	2
28	то ни было	4	2
29	не в том	1	2
30	мере в какой	1	2
31	так и в	2	2
32	не только не	2	2
33	в самом деле	4	2
34	но все же	1	2
35	с тем что	1	2
36	на то что	1	2
37	той мере в	1	2
38	тем не менее	2	2
39	в той мере	1	2
40	что в этом	1	1
41	в виду что	1	1
42	одним и тем	2	1
43	на самом деле	12	1
44	начале своей статьи	1	1
45	в настоящее время	1	1
46	в этом смысле	2	1
47	от реальной действительности	1	1
48	т е не	1	1
49	в полной силе	2	1
50	что же касается	1	1
51	в своей работе	1	1
52	идет не о	1	1
53	но столь же	1	1
54	бы ни была	1	1
55	сам по себе	1	1
56	в той же	1	1
57	именно в этом	1	1
58	говорит о том	1	1
59	и пр в	1	1
60	в зависимости от	5	1
61	т е в	1	1
62	и сами по	1	1
63	в данном случае	4	1
64	и тем же	2	1
65	в высшей степени	2	1
66	в конце концов	2	1
67	все это и	1	1
68	те или другие	1	1
69	и вместе с	1	1
70	так или иначе	1	1
71	одни и те	3	1
72	в связи с	4	1
73	и на этом	1	1
74	и в том	1	1
75	потому что они	1	1
76	и интонаций в	1	1
77	произведения но и	1	1
78	по отношению к	3	1
79	отчета в том	1	1
80	ни в каком	1	1
81	совершенно независимо от	1	1
82	то же время	7	1
83	каких бы то	1	1
84	в начале своей	1	1
85	в этом случае	1	1
86	что в его	1	1
87	т п в	2	1
88	как бы ни	2	1
89	в качестве мотивировки	1	1
90	не могло в	1	1
91	и те же	3	1
92	в то же	7	1
93	и быть не	1	1
94	в том числе	1	1
95	иначе и быть	1	1
96	в отношении к	1	1
97	дело не в	2	1
98	быть не могло	1	1
99	одним из элементов	1	1
100	как мы видели	2	1
