N	2gram	Voloshinov_1	Istorich
1	и в	13	25
2	вместе с	1	22
3	что он	1	22
4	может быть	8	17
5	представление о	1	17
6	мы имеем	1	14
7	не только	6	13
8	но и	3	13
9	в его	7	12
10	так как	3	11
11	и не	8	11
12	в этом	2	10
13	тем что	2	10
14	все же	5	10
15	и его	12	9
16	его в	1	9
17	в виде	1	9
18	с другой	2	9
19	таким образом	6	9
20	еще не	1	8
21	все эти	2	8
22	что в	3	8
23	связи с	1	8
24	и что	1	8
25	мы видим	2	8
26	другой стороны	2	8
27	связь с	1	8
28	том что	2	8
29	в нем	2	7
30	как и	3	7
31	потому что	1	7
32	и здесь	1	7
33	то что	6	7
34	только в	6	7
35	с одной	2	7
36	превращается в	3	7
37	одной стороны	2	7
38	но это	1	7
39	как в	2	6
40	не может	8	6
41	не в	3	6
42	и он	1	6
43	не совсем	1	6
44	там где	2	6
45	прежде всего	9	6
46	могут быть	2	6
47	или в	1	6
48	в том	2	6
49	например в	1	5
50	мы не	4	5
51	в ней	2	5
52	но не	1	5
53	с этим	3	5
54	здесь мы	3	5
55	входит в	2	5
56	в образе	1	5
57	так же	2	5
58	же как	1	4
59	и это	1	4
60	то же	4	4
61	мы уже	2	4
62	мы здесь	1	4
63	в ее	3	4
64	от этого	2	4
65	в истории	1	4
66	его на	2	4
67	в которой	3	4
68	не как	3	4
69	и тем	2	4
70	не всегда	1	4
71	тем не	1	4
72	не менее	2	4
73	того как	1	4
74	в некоторых	1	4
75	в пределах	3	4
76	в дальнейшем	1	4
77	в индии	1	4
78	если не	1	4
79	все это	4	4
80	в связи	2	4
81	мы должны	6	4
82	в которых	1	3
83	или же	1	3
84	на себя	1	3
85	ему в	1	3
86	то это	1	3
87	и как	1	3
88	его к	1	3
89	в целом	2	3
90	в этой	1	3
91	их в	1	3
92	на этом	1	3
93	в то	1	3
94	для того	1	3
95	что при	1	3
96	того чтобы	1	3
97	в себя	1	3
98	на том	1	3
99	никогда не	3	3
100	но мы	4	3
101	к нему	1	3
102	в другой	1	3
103	и др	2	3
104	никто не	1	3
105	в особенности	1	3
106	и пр	7	3
107	и все	3	3
108	в данном	2	3
109	в книге	2	3
110	не знаем	1	3
111	ее и	1	3
112	но когда	1	3
113	а в	2	3
114	в целях	2	3
115	героя и	2	3
116	они не	1	3
117	ту же	1	2
118	того же	1	2
119	самом деле	3	2
120	по которым	1	2
121	одним из	1	2
122	а как	2	2
123	вопрос о	1	2
124	человека и	1	2
125	время в	1	2
126	в различных	1	2
127	по отношению	3	2
128	эта связь	1	2
129	до его	1	2
130	уже в	2	2
131	на то	1	2
