N	3gram	Voloshinov_1	Myshleni
1	в том что	1	31
2	с точки зрения	6	11
3	с одной стороны	1	9
4	в этом смысле	3	8
5	то же самое	1	7
6	в этом отношении	1	7
7	друг с другом	1	7
8	в самом деле	2	6
9	и того же	1	5
10	друг на друга	2	5
11	можно было бы	1	5
12	так же как	2	5
13	одного и того	1	5
14	для того чтобы	1	5
15	же как и	1	4
16	на первый план	1	4
17	с этой точки	1	4
18	этой точки зрения	1	4
19	вместе с тем	1	3
20	в основе их	1	3
21	по сравнению с	3	3
22	во всяком случае	3	3
23	в связи с	1	3
24	о том что	2	3
25	именно то что	1	2
26	а с другой	1	2
27	основе их лежит	1	2
28	в данном случае	1	2
29	в высшей степени	1	2
30	но вместе с	1	2
31	не могут быть	2	2
32	в свое время	1	2
33	подобно тому как	1	2
34	в том смысле	1	2
35	если бы он	1	1
36	что иное как	1	1
37	одних и тех	1	1
38	можем сказать что	1	1
39	с нашим понятием	1	1
40	на самом деле	4	1
41	он может быть	1	1
42	но даже и	1	1
43	есть прежде всего	1	1
44	чем иным как	1	1
45	период полового созревания	1	1
46	бы то ни	1	1
47	и та же	1	1
48	до сих пор	3	1
49	этих двух групп	1	1
50	и тех же	1	1
51	здесь в области	1	1
52	при этом неизбежно	1	1
53	почти совершенно не	2	1
54	так как он	1	1
55	в период полового	1	1
56	же что и	1	1
57	то ни было	1	1
58	мы полагаем что	3	1
59	том что мы	1	1
60	не чем иным	1	1
61	ранних ступенях развития	1	1
62	никакому сомнению что	1	1
63	на друга в	1	1
64	как один из	1	1
65	имеем дело с	1	1
66	нет никаких оснований	2	1
67	одна и та	1	1
68	не может быть	3	1
69	на вопрос о	1	1
70	шаг за шагом	1	1
71	мы говорили что	1	1
72	и таким образом	1	1
73	полагаем что в	1	1
74	мы можем сказать	2	1
75	с самого начала	4	1
76	мы знаем что	1	1
77	можно сказать что	3	1
78	их так как	1	1
79	и как мы	1	1
80	и ту же	1	1
81	в каком отношении	1	1
82	не что иное	1	1
83	и что он	1	1
84	одну и ту	1	1
85	мы сталкиваемся с	1	1
86	мы увидим что	1	1
87	может быть даже	1	1
