N	2gram	Medvedev_V_1	Hudozhes
1	и в	2	28
2	том что	2	19
3	и не	1	18
4	в том	2	15
5	в этом	1	13
6	я не	1	7
7	в частности	1	7
8	то же	1	6
9	сводится к	1	6
10	в самом	1	5
11	и его	1	5
12	да и	1	5
13	только в	1	4
14	столь же	1	3
15	этом и	1	3
16	все время	1	3
17	все это	1	3
18	по поводу	1	3
19	самом деле	1	3
20	и то	1	2
21	более чем	1	2
22	говорится в	1	2
23	чего не	1	2
24	и т.д	1	2
25	в другом	1	2
26	и только	1	2
27	именно в	1	2
28	как же	1	2
29	и составляет	1	2
30	потому что	1	2
31	хотя бы	1	2
32	гораздо более	1	2
33	собственно и	1	1
34	и заключается	1	1
35	значительной степени	1	1
36	бы уже	1	1
37	других и	1	1
38	в конце	2	1
39	том же	1	1
40	то чего	1	1
41	дело в	1	1
42	хотел сказать	1	1
43	с головой	1	1
44	в значительной	1	1
45	на одном	1	1
46	их как	1	1
47	ведь это	1	1
48	предлагает нам	1	1
49	так как	1	1
50	по своим	1	1
51	же с	1	1
52	по существу	1	1
53	но это	1	1
54	уже известно	1	1
55	каждая новая	1	1
56	к этому	1	1
