N	2gram	Vygotskiy__6	TeoriaLi
1	не только	16	18
2	в качестве	4	17
3	и не	11	16
4	а в	2	14
5	состоит в	2	13
6	и в	28	13
7	в частности	4	13
8	так и	6	12
9	может быть	13	12
10	в этом	27	11
11	представляет собой	3	11
12	при этом	3	11
13	в том	28	11
14	но не	10	10
15	и его	3	10
16	а не	3	10
17	то же	7	9
18	в его	3	9
19	по отношению	10	8
20	но и	10	8
21	отношению к	10	8
22	что в	17	8
23	отличие от	1	7
24	в себе	4	7
25	том что	19	7
26	точки зрения	13	7
27	в отличие	1	7
28	в то	6	7
29	по своей	3	7
30	во второй	2	7
31	только в	18	7
32	как это	3	7
33	в данном	2	7
34	еще не	8	6
35	с его	3	6
36	но в	5	6
37	как бы	11	6
38	мы имеем	4	5
39	данном случае	1	5
40	в своем	7	5
41	в самом	8	5
42	роли в	1	5
43	он не	7	5
44	как и	6	5
45	не в	4	5
46	тем самым	8	5
47	в нем	7	5
48	в ее	1	5
49	в пределах	5	5
50	или иной	1	5
51	между тем	1	5
52	уже не	1	5
53	с другой	2	5
54	как в	3	5
55	между ними	7	5
56	а и	2	4
57	отношение к	7	4
58	хотя и	3	4
59	то что	28	4
60	ни в	1	4
61	в ходе	3	4
62	в своей	2	4
63	в их	3	4
64	не столько	1	4
65	не менее	2	4
66	приводит к	6	4
67	можно сказать	6	4
68	и ее	1	4
69	но он	2	4
70	в свою	1	4
71	не знает	3	4
72	сказать что	13	4
73	не может	19	4
74	и то	4	3
75	между двумя	2	3
76	например в	4	3
77	совпадает с	4	3
78	что можно	1	3
79	иного рода	1	3
80	а только	2	3
81	и т.д	3	3
82	перед нами	1	3
83	и к	6	3
84	все эти	2	3
85	в нашем	4	3
86	в этой	5	3
87	он должен	4	3
88	и по	3	3
89	его в	6	3
90	этом смысле	2	3
91	мог бы	3	3
92	в этих	2	3
93	тем не	1	3
94	в отношении	10	3
95	никогда не	8	3
96	как раз	6	3
97	потому что	22	3
98	той или	1	3
99	свою очередь	1	3
100	другой стороны	2	3
101	в другом	2	3
102	и что	6	3
103	входит в	1	3
104	того что	24	3
105	а с	1	3
106	для него	6	3
107	слова в	1	3
108	именно в	4	3
109	и др	2	3
110	прежде всего	2	3
111	по своему	2	3
112	этого слова	2	3
113	для возникновения	2	3
114	к которому	2	3
115	таким образом	18	3
116	в основе	3	3
117	отношении к	3	3
118	речи и	5	3
119	была бы	2	2
120	отношения к	3	2
121	того же	7	2
122	и это	1	2
123	это и	3	2
124	тех или	1	2
125	принадлежит к	2	2
126	я не	4	2
127	в целом	3	2
128	но напротив	1	2
129	между собой	9	2
130	в чем	6	2
131	но как	3	2
132	у него	2	2
133	за пределы	1	2
134	что они	2	2
135	как к	1	2
136	и как	6	2
137	самом начале	4	2
138	в которой	7	2
139	но на	2	2
140	могут оказаться	2	2
141	к одному	2	2
142	или иных	1	2
143	одно и	1	2
144	об этом	1	2
145	это не	5	2
146	и тем	5	2
147	вовсе не	1	2
148	и того	4	2
149	иначе говоря	3	2
150	одного и	4	2
151	с точки	10	2
152	их в	1	2
153	зрения и	1	2
154	по себе	3	2
155	даже в	1	2
156	и притом	1	2
157	дело не	1	2
158	не могло	2	2
159	только не	3	2
160	мышления и	7	2
161	казалось бы	2	2
162	имеем дело	2	2
163	этих двух	1	2
164	своей природе	4	2
165	не принадлежит	1	2
166	имеет место	2	2
167	и о	1	2
168	в себя	3	2
169	не с	2	2
170	к его	2	2
171	если бы	7	2
172	и здесь	3	2
173	о том	1	2
174	в глаза	1	2
175	особого рода	1	2
176	это было	1	2
177	к нему	1	2
178	во всех	4	2
179	во втором	3	2
180	известного рода	1	2
181	с одной	1	2
182	этой системе	1	2
183	оказывается в	1	2
184	в конце	2	2
185	во всей	1	2
186	в структуре	1	2
187	и даже	1	2
188	в области	6	2
189	одной стороны	1	2
190	а на	1	2
191	и составляет	3	2
192	не на	2	2
193	одну из	1	2
194	о чем	1	2
195	на фоне	3	2
196	вместе с	7	2
197	так же	15	2
198	из которых	1	2
199	к жизни	4	2
200	в той	4	2
201	могут быть	5	2
202	в следующей	1	2
203	к тому	10	2
204	совершенно иной	1	2
205	в равной	1	2
206	имеет в	1	2
207	что он	18	2
208	только к	3	1
209	те же	3	1
210	в сфере	12	1
211	начинается с	3	1
212	и через	1	1
213	это будущее	1	1
214	же по	1	1
215	тем же	1	1
216	от своей	1	1
217	к другому	4	1
218	отношения между	4	1
219	принципиальное различие	1	1
220	и до	1	1
221	из его	1	1
222	едва ли	1	1
223	мышления но	2	1
224	и должен	1	1
225	сливается с	1	1
226	одним из	2	1
227	и высшей	1	1
228	первой и	1	1
229	той же	4	1
230	же как	6	1
231	при анализе	1	1
232	вопрос о	5	1
233	это всегда	1	1
