N	2gram	Voloshinov_1	DiskursI
1	в себе	3	19
2	при этом	2	17
3	в этом	2	16
4	как и	3	16
5	состоит в	1	16
6	и в	13	16
7	может быть	8	16
8	и не	8	15
9	а не	2	14
10	отличие от	1	12
11	в отличие	1	12
12	и т.п	7	12
13	но в	4	11
14	в мире	1	11
15	но и	3	11
16	не только	6	10
17	том что	2	10
18	своего рода	2	10
19	так и	3	9
20	не может	8	9
21	такого рода	1	9
22	как в	2	8
23	в том	2	8
24	а также	2	8
25	но не	1	7
26	в данном	2	7
27	в лирике	1	7
28	картины мира	1	7
29	в нем	2	7
30	не менее	2	7
31	прежде всего	9	7
32	то же	4	6
33	еще не	1	6
34	с его	1	6
35	данном случае	2	6
36	отнюдь не	1	6
37	все же	5	6
38	в своей	4	6
39	по своей	1	6
40	в своих	2	6
41	в своем	1	5
42	в то	1	5
43	с другой	2	5
44	же время	1	5
45	что в	3	5
46	для него	2	5
47	то что	6	5
48	и то	3	4
49	по отношению	3	4
50	в этой	1	4
51	роль в	2	4
52	в основе	1	4
53	потому что	1	4
54	этом отношении	1	4
55	в пределах	3	4
56	времени в	1	4
57	с одной	2	4
58	одно из	1	4
59	в одном	3	4
60	одной стороны	2	4
61	как бы	6	4
62	не является	4	4
63	точки зрения	7	4
64	к этому	1	4
65	отношению к	3	4
66	также и	1	3
67	например в	1	3
68	и ее	2	3
69	столь же	1	3
70	и как	1	3
71	и наконец	5	3
72	все эти	2	3
73	всей своей	2	3
74	внутренней речи	1	3
75	и может	2	3
76	в другом	2	3
77	его в	1	3
78	соответствии с	2	3
79	не столько	3	3
80	для данного	1	3
81	не в	3	3
82	могут быть	2	3
83	еще в	2	3
84	в его	7	3
85	только в	6	3
86	и его	12	3
87	в них	2	3
88	не было	1	3
89	не знает	1	3
90	в контексте	1	3
91	но это	1	3
92	и все	3	3
93	же как	1	2
94	того же	1	2
95	и это	1	2
96	говорить о	3	2
97	в ней	2	2
98	мы имеем	1	2
99	время в	1	2
100	отношение к	1	2
101	тут же	1	2
102	в целом	2	2
