N	3gram	Voloshinov_2	KulturaY
1	для того чтобы	6	15
2	в том что	6	15
3	с точки зрения	13	9
4	по отношению к	8	8
5	в самом деле	5	7
6	с другой стороны	1	6
7	о том что	3	5
8	в зависимости от	2	5
9	в этом отношении	1	5
10	по крайней мере	2	5
11	во всяком случае	2	5
12	до сих пор	3	4
13	том что он	2	4
14	в русском языке	4	4
15	хотя бы в	2	4
16	тем не менее	1	4
17	более или менее	2	3
18	в соответствии с	1	3
19	того или иного	2	3
20	и тогда когда	1	3
21	в связи с	7	3
22	а с другой	1	3
23	в свою очередь	5	3
24	не может быть	10	3
25	и того же	4	2
26	язык живет и	1	2
27	чуть ли не	1	2
28	на самом деле	4	2
29	на то что	2	2
30	так или иначе	1	2
31	в этом случае	1	2
32	в первую очередь	1	2
33	рано или поздно	1	2
34	отсюда следует что	3	2
35	так и в	1	2
36	то же время	8	2
37	но все же	1	2
38	одного и того	4	2
39	в данном отношении	1	2
40	в то же	8	2
41	к тому что	3	2
42	если бы он	3	1
43	это речь в	1	1
44	в сочетании с	1	1
45	на том что	1	1
46	что иное как	1	1
47	на данном языке	1	1
48	лишь в той	1	1
49	в данный момент	1	1
50	в какой мере	1	1
51	прежде всего на	1	1
52	не говоря уже	1	1
53	и в особенности	1	1
54	только в контексте	1	1
55	с языком как	1	1
56	свидетельствует о том	1	1
57	же касается до	1	1
58	в живой речи	1	1
59	с одной стороны	3	1
60	следует что и	1	1
61	для себя и	1	1
62	есть в сущности	1	1
63	сами по себе	1	1
64	в отличие от	3	1
65	от этого не	1	1
66	может быть как	1	1
67	но они не	1	1
68	история языка таким	1	1
69	в собственном смысле	2	1
70	всяком случае все	1	1
71	языка таким образом	1	1
72	ни в какой	2	1
73	том что не	1	1
74	языке как о	1	1
75	в противном случае	2	1
76	то что обычно	1	1
77	и не в	3	1
78	отнюдь не является	2	1
79	речи и не	1	1
80	одно и то	3	1
81	истории языка и	1	1
82	до конца и	1	1
83	и на все	1	1
84	не только в	1	1
85	к вопросу о	1	1
86	если бы в	1	1
87	и то же	3	1
88	что в этих	1	1
89	всех этих случаях	1	1
90	только тогда начинается	1	1
91	в истории языка	1	1
92	в лице так	1	1
93	во всех этих	1	1
94	на первых порах	1	1
95	слова и не	2	1
96	свой родной язык	1	1
97	тесной связи с	1	1
98	а вовсе не	1	1
99	собственном смысле слова	2	1
100	язык как система	2	1
101	само по себе	1	1
102	то же слово	2	1
103	лицом к лицу	1	1
104	а может быть	1	1
105	и пр и	4	1
106	этого слова и	1	1
107	они не имеют	1	1
108	этого не меняется	1	1
109	в соединении с	2	1
110	языка сводится к	1	1
111	с тем что	1	1
112	речи и как	1	1
113	грамматики и стилистики	1	1
114	слова как они	1	1
115	той или иной	4	1
116	то что его	1	1
117	данного языка в	1	1
118	в дневнике писателя	1	1
119	смысле этого слова	4	1
120	друг от друга	1	1
121	в большинстве случаев	5	1
122	как раз эта	1	1
123	но во всяком	1	1
124	не что иное	1	1
125	таким образом в	1	1
126	пр и пр	3	1
127	то что они	1	1
128	о так называемой	1	1
129	в сущности с	1	1
130	является как бы	1	1
131	мы можем дать	1	1
132	языка и что	1	1
133	забывать что это	1	1
134	тот или иной	1	1
