N	3gram	Losev_Dial_4	Literetu
1	то же время	6	7
2	в то же	6	7
3	в отличие от	1	5
4	не говоря уже	3	4
5	в данном случае	1	4
6	о том что	1	4
7	в том что	9	4
8	с точки зрения	9	3
9	говоря уже о	3	3
10	не может быть	6	3
11	то что я	1	2
12	подобно тому как	4	2
13	из того что	1	2
14	и в частности	2	2
15	не только в	1	2
16	так или иначе	1	2
17	а не как	1	2
18	с другой стороны	1	2
19	и вместе с	1	2
20	той или иной	1	2
21	на то что	3	2
22	что иное как	8	1
23	одних и тех	2	1
24	может быть выражено	1	1
25	он сам не	1	1
26	уже не может	1	1
27	именно на этот	1	1
28	и вне меня	1	1
29	о том как	2	1
30	имеется в виду	3	1
31	друг от друга	1	1
32	и не только	1	1
33	хотя бы и	2	1
34	так как мы	1	1
35	в себе и	1	1
36	всегда так или	1	1
37	но это не	1	1
38	а именно миф	1	1
39	самого по себе	1	1
40	шла речь в	1	1
41	именно в этом	1	1
42	может быть только	1	1
43	некоторые из них	1	1
44	и тем не	1	1
45	и то что	1	1
46	и тех же	2	1
47	то что было	1	1
48	ту или иную	2	1
49	не что иное	8	1
50	содержит в себе	1	1
51	в нас самих	1	1
52	личности когда он	1	1
53	и при этом	1	1
54	это и есть	4	1
55	в связи с	1	1
56	вопрос о том	1	1
57	том что они	1	1
58	далеко еще не	1	1
59	я не могу	1	1
60	как бы в	1	1
61	для того чтобы	5	1
62	потому что здесь	2	1
63	а не только	1	1
64	субъекта и объекта	4	1
65	этой точки зрения	2	1
66	которое может быть	1	1
67	в свою очередь	2	1
68	ничего общего с	2	1
69	а не просто	1	1
70	не только не	1	1
71	с этой точки	2	1
72	может и не	1	1
73	это как бы	1	1
74	между искусством и	2	1
75	легко может быть	1	1
76	в отношении к	1	1
77	сама по себе	5	1
78	тем не менее	2	1
79	вслед за ним	1	1
80	днем и ночью	1	1
81	может быть в	1	1
82	и не имеет	1	1
