N	2gram	Medvedev_V_1	Istorich
1	и в	26	24
2	не только	25	21
3	что он	4	21
4	и т	23	17
5	т д	14	16
6	т е	18	16
7	может быть	22	14
8	не может	17	14
9	что в	10	13
10	в этих	1	13
11	мы имеем	3	12
12	как в	1	12
13	в этом	26	12
14	в ином	1	12
15	но и	10	11
16	это не	7	10
17	том что	8	10
18	и что	1	10
19	у него	6	10
20	мы видим	1	10
21	а в	3	10
22	все же	5	9
23	с другой	11	9
24	не в	6	9
25	о том	10	9
26	потому что	1	9
27	и другие	1	9
28	то же	10	8
29	еще не	2	8
30	показывает что	1	8
31	что и	3	8
32	другой стороны	8	8
33	а не	7	8
34	все это	10	8
35	или в	3	8
36	во всех	6	7
37	то что	6	7
38	таким образом	31	7
39	мы видели	3	7
40	одна из	4	7
41	один из	5	7
42	в том	15	7
43	вместе с	7	7
44	но не	2	6
45	как он	2	6
46	в нем	6	6
47	он не	2	6
48	всех этих	2	6
49	об этом	9	6
50	как и	7	6
51	для нас	1	6
52	и все	1	6
53	показывают что	3	6
54	а именно	1	6
55	того что	3	6
56	только в	7	6
57	ответ на	1	6
58	тем что	1	6
59	так же	3	6
60	с этой	1	6
61	во время	3	6
62	то это	2	5
63	в чем	2	5
64	с одной	2	5
65	отношение к	1	5
66	но в	2	5
67	имеем в	1	5
68	что она	2	5
69	не менее	2	5
70	с ним	1	5
71	дело не	1	5
72	так и	5	5
73	одной стороны	2	5
74	героя и	1	5
75	же как	2	4
76	начинается с	1	4
77	он может	2	4
78	как бы	5	4
79	не всегда	1	4
80	точки зрения	3	4
81	в их	5	4
82	по существу	3	4
83	не имеет	1	4
84	никогда не	4	4
85	со своим	2	4
86	что у	2	4
87	на вопрос	2	4
88	после того	1	4
89	с того	1	4
90	вовсе не	3	4
91	если не	1	4
92	в данном	1	4
93	в состоянии	1	4
94	и не	19	4
95	одной из	1	4
96	есть и	1	4
97	например в	3	3
98	видеть в	2	3
99	не вполне	2	3
100	и он	2	3
101	в различных	2	3
102	с его	3	3
103	себе и	2	3
104	что они	3	3
105	кроме того	1	3
106	хотя и	2	3
107	когда он	3	3
108	и наконец	2	3
109	из этих	7	3
110	в дальнейшем	1	3
111	на то	1	3
112	если он	1	3
113	и если	1	3
114	после этого	2	3
115	эту задачу	1	3
116	том чтобы	2	3
117	и по	3	3
118	его в	3	3
119	кажется что	1	3
120	в них	4	3
121	которой он	1	3
122	знаем что	2	3
123	вопрос о	1	3
124	в конце	3	3
125	задачи и	1	3
126	как мы	1	3
127	тогда когда	2	3
128	того как	1	3
129	не все	1	3
130	показывает как	2	3
131	видим что	1	3
132	и его	6	3
133	связи с	4	3
134	должны быть	2	3
135	данном случае	1	3
136	не столько	2	3
137	в образе	2	3
138	это происходит	1	3
139	приходит к	1	3
140	в качестве	11	3
141	уже в	1	3
142	при помощи	3	3
143	не случайно	1	3
144	между прочим	2	3
145	и даже	2	3
146	превратилась в	1	3
147	связано с	1	3
148	в свете	1	3
149	происходит в	1	3
150	этой точки	2	3
151	что мы	2	3
152	сих пор	1	3
153	но это	1	3
154	от него	1	3
155	следующим образом	3	3
156	ее в	4	3
157	очень много	1	2
158	что эти	1	2
159	по его	2	2
160	его не	3	2
161	время как	1	2
162	на себя	1	2
163	у некоторых	2	2
164	и ее	4	2
165	что его	2	2
166	это видно	2	2
167	если в	2	2
168	некоторые черты	1	2
169	которые не	1	2
170	что во	1	2
171	с этим	3	2
172	стороны и	2	2
173	перед нами	4	2
174	этом же	2	2
175	что по	1	2
176	в самом	4	2
177	в которой	2	2
178	он в	1	2
179	все эти	6	2
180	рассказ о	1	2
181	ее как	2	2
182	на его	1	2
183	это представление	1	2
184	три года	2	2
185	в силу	11	2
186	так например	2	2
187	с целью	1	2
188	было бы	7	2
189	ни в	1	2
190	это положение	1	2
191	этого не	1	2
192	здесь можно	1	2
193	может идти	1	2
194	их на	1	2
195	речь может	1	2
196	в котором	3	2
197	идти только	1	2
198	к этому	9	2
199	но он	1	2
200	не его	1	2
201	что этот	1	2
202	тому что	6	2
203	она не	3	2
204	вплоть до	2	2
205	в таких	1	2
206	можно указать	2	2
207	в то	6	2
208	что такое	2	2
209	на него	1	2
210	не по	2	2
211	в основе	1	2
212	к ней	1	2
213	друг друга	1	2
214	не могут	7	2
215	лежит в	1	2
216	что при	2	2
217	и это	1	2
218	но по	1	2
219	однако дело	1	2
220	связи со	1	2
221	в ее	4	2
222	то время	1	2
223	они должны	2	2
224	все его	2	2
225	доходит до	1	2
226	в форме	3	2
227	если это	1	2
228	здесь не	1	2
229	согласиться с	1	2
230	и так	1	2
231	по этому	9	2
232	этот вопрос	3	2
233	конечно не	1	2
234	уже не	1	2
235	и у	2	2
236	только на	1	2
237	что не	3	2
238	или даже	1	2
239	из них	9	2
240	характерно что	1	2
241	мы знаем	3	2
242	это обстоятельство	1	2
243	прежде всего	13	2
244	к ним	1	2
245	в особенности	2	2
246	до сих	1	2
247	связаны с	1	2
248	на этот	1	2
249	что тот	1	2
250	и др	9	2
251	говорит о	7	2
252	задач и	1	2
253	что из	1	2
254	совершенно очевидно	1	2
255	в связи	3	2
256	долго и	1	2
257	как это	12	2
258	он говорит	5	2
259	это значит	1	2
260	только о	2	2
261	и от	3	2
262	в основном	5	2
263	отличается от	2	2
264	этом и	2	2
265	но для	2	2
266	это как	1	2
267	причем в	1	2
268	встречается не	1	2
269	но вот	1	2
270	в целях	2	2
271	е в	2	2
272	сказать что	5	2
273	от всех	1	2
274	всех других	3	2
275	во сне	21	2
276	они не	2	2
277	ту же	2	1
278	одним из	5	1
279	связана с	2	1
280	самом деле	1	1
281	как известно	2	1
282	силы и	1	1
283	к этой	1	1
284	образом связана	1	1
285	этого мира	1	1
286	из его	3	1
287	не всякому	1	1
288	становится ясной	1	1
289	укажем что	1	1
290	или ее	1	1
291	в несколько	1	1
292	пока он	1	1
293	можно и	1	1
294	в отражении	1	1
295	или наоборот	1	1
296	этому же	1	1
297	что если	1	1
298	ответить на	1	1
299	еще до	1	1
300	из дальнейшего	1	1
301	но она	1	1
302	увидим ниже	1	1
303	дают возможность	3	1
304	зависимости от	5	1
305	в ней	2	1
306	более или	6	1
307	собой в	1	1
308	он был	1	1
309	в которых	3	1
310	между собой	1	1
311	не отличается	1	1
312	не знала	1	1
313	как если	1	1
314	своей работе	1	1
315	невозможно речь	1	1
316	видели что	3	1
317	только тогда	1	1
318	по отношению	7	1
319	такое толкование	1	1
320	он пишет	7	1
321	в свои	1	1
322	сама по	1	1
323	или вообще	1	1
324	вот как	4	1
325	в своем	8	1
326	еще больше	1	1
327	и как	3	1
328	и к	3	1
329	что этим	1	1
330	роль играет	1	1
