N	2gram	Losev_Prob_2	Vladivir
1	и в	35	31
2	не только	24	24
3	но и	16	19
4	то что	38	18
5	и не	37	17
6	и даже	11	15
7	в этом	17	14
8	том что	19	14
9	и с	10	14
10	он был	1	14
11	что в	11	14
12	но в	6	12
13	в его	7	12
14	что он	4	12
15	по поводу	2	12
16	с его	1	11
17	о том	18	11
18	в том	12	11
19	между прочим	1	11
20	потому что	13	11
21	и то	10	10
22	также и	12	10
23	он не	2	10
24	так что	11	10
25	как мы	5	9
26	никогда не	1	9
27	в конце	7	9
28	только в	14	9
29	даже и	18	9
30	а в	4	9
31	и по	3	8
32	в москве	1	8
33	в то	6	8
34	в дальнейшем	1	8
35	так как	7	8
36	тут же	8	7
37	мы сейчас	1	7
38	кроме того	5	7
39	и и	1	7
40	мы уже	3	7
41	как это	1	7
42	и его	1	7
43	об этом	2	7
44	о нем	2	7
45	м и	1	7
46	уже в	3	7
47	как раз	8	7
48	еще и	5	7
49	сказать что	24	7
50	то же	5	6
51	и был	1	6
52	то он	1	6
53	и к	3	6
54	н в	1	6
55	свое время	1	6
56	это было	2	6
57	иной раз	3	6
58	у нас	18	6
59	и сам	2	6
60	так и	7	6
61	разного рода	4	6
62	и что	13	6
63	можно сказать	6	6
64	в качестве	2	6
65	может быть	18	6
66	и потому	1	6
67	не может	13	6
68	к этому	1	6
69	не был	4	5
70	но как	6	5
71	не очень	2	5
72	на то	6	5
73	и если	3	5
74	которой он	4	5
75	не в	2	5
76	со своим	1	5
77	истории философии	1	5
78	что и	2	5
79	вовсе не	37	5
80	не было	3	5
81	а с	1	5
82	что же	9	5
83	все это	4	5
84	видно что	1	5
85	и от	3	5
86	а также	2	5
87	с ним	1	5
88	в свое	1	5
89	в своих	3	5
90	я не	1	4
91	мы и	6	4
92	что его	1	4
93	совсем не	7	4
94	в этой	9	4
95	в истории	3	4
96	в своем	4	4
97	хотя и	3	4
98	и как	4	4
99	в нашем	3	4
100	в себе	5	4
101	в нем	1	4
102	что у	1	4
103	этом смысле	5	4
104	как и	5	4
105	несмотря на	3	4
106	ни с	2	4
107	еще в	2	4
108	мысли и	2	4
109	и вообще	16	4
110	не раз	1	4
111	а а	6	4
112	можно судить	3	4
113	да и	10	4
114	никак не	11	4
