N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	40
2	и не	20	30
3	и есть	1	19
4	а не	12	18
5	ничего не	2	17
6	может быть	25	17
7	то что	11	16
8	и в	19	15
9	как бы	4	14
10	точки зрения	10	14
11	не имеет	2	14
12	что это	3	13
13	по себе	5	13
14	того что	1	13
15	это не	2	12
16	в этом	17	11
17	говорить о	2	11
18	в том	18	11
19	прежде всего	4	11
20	не может	10	11
21	и все	2	11
22	том что	14	10
23	в основе	5	10
24	потому что	1	10
25	с ее	3	10
26	это и	3	9
27	то же	4	9
28	мы не	1	9
29	было бы	4	9
30	с точки	2	9
31	в виду	1	9
32	уже не	5	9
33	и пр	1	9
34	что иное	2	8
35	в чем	1	8
36	не в	14	8
37	в себе	8	8
38	не только	32	8
39	ни в	3	8
40	и ее	2	8
41	иное как	2	8
42	не что	2	8
43	должна быть	2	7
44	что именно	2	7
45	как и	7	7
46	по крайней	1	7
47	и вообще	1	7
48	и его	5	7
49	что оно	1	7
50	только в	4	7
51	крайней мере	1	7
52	что мы	2	7
53	или в	2	7
54	что он	6	7
55	что в	3	7
56	перед нами	4	6
57	хотя и	3	6
58	и тем	4	6
59	если бы	1	6
60	в то	3	6
61	же время	4	6
62	что и	1	6
63	вовсе не	1	6
64	и даже	3	6
65	а именно	3	6
66	нет ничего	1	6
67	в результате	2	6
68	тем более	2	6
69	сказать что	4	6
70	ни на	1	6
71	мы имеем	2	5
72	в сущности	3	5
73	и на	3	5
74	с его	6	5
75	субъекта и	2	5
76	в своем	2	5
77	то в	6	5
78	в нем	4	5
79	в вечности	1	5
80	есть не	1	5
81	в ней	3	5
82	как таковой	1	5
83	таким образом	1	5
84	как только	1	5
85	о том	6	5
86	в себя	6	5
87	так и	9	5
88	можно сказать	5	5
89	именно в	6	5
90	чуда как	1	5
91	как же	1	5
92	личности в	2	5
93	в меру	1	5
94	в смысле	1	5
95	и для	2	5
96	есть то	1	5
97	меру того	1	4
98	также и	1	4
99	оно есть	1	4
100	хотя бы	4	4
101	что они	3	4
102	в этой	5	4
103	и как	5	4
104	не как	2	4
105	в силу	4	4
106	подобно тому	2	4
107	то ни	3	4
108	и с	4	4
109	этом смысле	1	4
110	и уже	1	4
111	бытия и	1	4
112	она не	2	4
113	той или	4	4
114	что все	1	4
115	еще не	7	4
116	в его	9	4
117	с ними	1	4
118	есть в	2	4
119	ни с	1	4
120	не о	3	4
121	само по	1	4
122	как раз	2	4
123	отнюдь не	5	4
124	так же	2	4
125	в особенности	4	4
126	тому как	2	4
127	но это	1	4
128	один из	3	4
129	тех или	1	4
130	жизни и	3	4
131	но и	23	4
132	отношения к	2	3
133	и то	1	3
134	только потому	1	3
135	чего не	1	3
136	едва ли	1	3
137	что если	1	3
138	а если	2	3
139	со стороны	9	3
140	надо было	1	3
141	как в	7	3
142	когда он	3	3
143	и наконец	1	3
144	как таковое	1	3
145	но в	6	3
146	от этого	1	3
147	та же	2	3
148	все эти	2	3
149	на этом	1	3
150	об этом	1	3
151	мы уже	1	3
152	не всегда	2	3
153	в данном	5	3
154	в один	1	3
155	в их	1	3
156	есть всегда	2	3
157	есть прежде	1	3
158	мы можем	1	3
159	как формы	2	3
160	могут быть	3	3
161	более не	2	3
162	в собственном	2	3
163	то или	3	3
164	к жизни	1	3
165	этот момент	1	3
166	быть и	1	3
167	от всего	1	3
168	тотчас же	1	3
169	времени когда	1	3
170	или иное	2	3
171	в области	2	3
172	себя и	2	3
173	что не	4	3
174	говорит о	2	3
175	у нас	1	3
176	когда она	1	3
177	и потому	2	3
178	из которых	4	3
179	на другое	1	3
180	оно и	1	3
181	от него	1	3
182	и события	1	3
183	с ним	1	3
184	в свою	3	3
185	совершенно не	2	3
186	только о	2	3
187	тем самым	6	3
188	можно назвать	1	3
189	и ничего	1	2
190	мир не	1	2
191	есть нечто	1	2
192	совпадает с	1	2
193	сам по	1	2
194	двух или	1	2
195	во всех	1	2
196	бы не	2	2
197	мы будем	1	2
198	но как	2	2
199	нет и	2	2
200	данный момент	1	2
201	все же	7	2
202	что по	2	2
203	себе не	2	2
204	или иную	2	2
205	в самом	1	2
206	ни один	1	2
207	из этих	3	2
208	тоже не	1	2
209	ни одна	1	2
210	претендует на	1	2
211	всей его	2	2
212	при этом	9	2
213	тем не	3	2
214	быть без	1	2
215	собственно говоря	1	2
216	с этой	1	2
217	но все	4	2
218	не будет	3	2
219	лишь в	1	2
220	это было	1	2
221	от одного	2	2
222	истории и	2	2
223	но именно	1	2
224	есть имя	1	2
225	в них	1	2
226	все равно	1	2
227	осуществляется в	1	2
228	не мешает	1	2
229	в котором	1	2
230	не понимает	1	2
231	что было	1	2
232	не могли	1	2
233	однако в	2	2
234	не менее	3	2
235	как о	1	2
236	как таковых	1	2
237	иметь в	1	2
238	никогда не	3	2
239	и по	1	2
240	как не	1	2
241	не по	1	2
242	и оказывается	1	2
243	как будто	3	2
244	может и	1	2
245	что на	2	2
246	не могут	1	2
247	и тогда	1	2
248	свою очередь	3	2
249	в ее	3	2
250	и может	1	2
251	и когда	2	2
252	мог бы	3	2
253	на что	1	2
254	даже не	3	2
255	о ней	3	2
256	никогда и	1	2
257	о нем	4	2
258	есть само	1	2
259	не имеем	1	2
260	и во	1	2
261	во всей	2	2
262	и только	2	2
263	есть тоже	1	2
264	одной из	4	2
265	жизнь личности	1	2
266	в качестве	21	2
267	себя в	5	2
268	итак в	1	2
269	но о	3	2
270	то и	1	2
271	в нашей	1	2
272	не дает	1	2
273	из них	3	2
274	ту или	2	2
275	никто не	1	2
276	отличие от	5	2
277	тем что	3	2
278	от того	1	2
279	не было	2	2
280	в данный	1	2
281	или иначе	3	2
282	разумеется это	1	2
283	и тех	1	2
284	же о	1	2
285	другой стороны	4	2
286	его как	2	2
287	когда же	1	2
288	об ее	1	2
289	таковой и	1	2
290	в частности	14	2
291	как это	6	2
292	к своему	1	2
293	да и	4	2
294	этой точки	2	2
295	быть не	1	2
296	где бы	1	2
297	в аспекте	2	2
298	не мог	4	2
299	а как	1	2
300	что этот	1	2
301	это все	2	2
302	возможно лишь	1	2
303	и при	1	2
304	оно не	2	2
305	в свое	1	2
306	того или	2	2
307	в противоположность	2	2
308	которая не	1	2
309	точно так	2	2
310	речь идет	4	1
311	же как	3	1
312	и через	1	1
313	переходит к	1	1
314	на самом	1	1
315	он может	1	1
316	переход от	4	1
317	идет о	2	1
318	жизни мы	1	1
319	не признает	1	1
320	самих событий	1	1
321	к другому	2	1
322	дело не	1	1
323	все те	4	1
324	и больше	1	1
325	видеть в	1	1
326	действительности и	1	1
327	мира или	1	1
328	бы уже	1	1
329	при анализе	1	1
330	только благодаря	1	1
331	но ясно	1	1
332	он как	1	1
333	но она	1	1
334	в изложении	1	1
335	от друга	1	1
336	что существует	1	1
337	и он	3	1
338	очень часто	1	1
339	может не	3	1
340	на них	1	1
341	он сам	2	1
342	без которого	1	1
343	в юности	2	1
344	не требует	1	1
345	легко может	1	1
346	не то	2	1
347	и развития	1	1
348	с отцом	1	1
349	в общем	1	1
350	очевидно что	1	1
351	в новом	1	1
352	отношение к	2	1
353	никакой истории	1	1
354	в едином	1	1
355	друг от	1	1
356	ни слова	1	1
357	как говорит	3	1
358	это одно	1	1
359	как к	2	1
360	что нет	2	1
361	они есть	1	1
362	насколько и	1	1
363	в полном	2	1
364	такое слово	1	1
365	тот же	1	1
366	значением в	1	1
367	за все	1	1
368	того требует	1	1
369	формы их	1	1
370	как то	1	1
371	сказать о	1	1
372	о других	1	1
373	и тот	2	1
374	когда прошлое	1	1
375	смысла но	1	1
376	роль в	2	1
377	лица и	2	1
378	из общей	1	1
379	лет тому	1	1
380	с чем	2	1
381	и одна	1	1
382	человек не	1	1
383	он не	3	1
384	еще раньше	1	1
385	в первую	1	1
386	и совершенно	1	1
387	и более	1	1
388	содержит в	1	1
389	его от	1	1
390	или иных	1	1
391	не бывает	1	1
392	этом последнем	1	1
393	же не	4	1
394	на ту	1	1
395	его в	2	1
396	входит в	1	1
397	не предполагает	5	1
398	с другими	1	1
399	новое и	1	1
400	данном случае	4	1
401	церковь и	1	1
402	первые два	2	1
403	мы видели	1	1
404	или попросту	1	1
405	и какая	1	1
406	одного и	1	1
407	не подвергается	1	1
408	но поскольку	1	1
409	и третий	1	1
410	последней как	1	1
411	место в	1	1
412	себе а	1	1
413	в отличие	5	1
414	в которых	1	1
415	как символ	1	1
416	до последнего	1	1
417	не от	2	1
418	и другого	1	1
419	только самим	1	1
420	изложения что	1	1
421	но он	1	1
422	иное состояние	1	1
423	их в	1	1
424	тому чтобы	1	1
425	том же	1	1
426	жизни а	2	1
427	зрения и	2	1
428	даже в	2	1
429	как будет	3	1
430	при всех	2	1
431	вплоть до	2	1
432	она могла	1	1
433	в обоих	2	1
434	это дает	1	1
435	и сама	1	1
436	в процессе	1	1
437	он еще	1	1
438	событий это	1	1
439	одна из	3	1
440	это то	1	1
441	имеем дело	2	1
442	именно с	1	1
443	не миф	1	1
444	связи с	4	1
445	в некотором	1	1
446	только одним	1	1
447	ему не	1	1
448	в детстве	5	1
449	а в	11	1
450	бытия как	1	1
451	в четвертом	1	1
452	а во-вторых	1	1
453	именно это	2	1
454	в специальном	1	1
455	к себе	5	1
456	когда мы	2	1
457	человека в	2	1
458	к событию	1	1
459	жизнью и	2	1
460	всего в	1	1
461	они и	1	1
462	он видит	1	1
463	как они	1	1
464	дело прежде	1	1
465	приходит к	2	1
466	как мы	3	1
467	а предмет	1	1
468	вечности и	1	1
469	только то	1	1
470	в пределах	2	1
471	на том	3	1
472	можно было	2	1
473	те же	4	1
474	было в	2	1
475	здесь как	1	1
476	почему в	1	1
477	быть может	2	1
478	о котором	1	1
479	качестве одного	1	1
480	к чуду	1	1
481	основе своей	4	1
482	и смерть	1	1
483	и здесь	1	1
484	только бы	2	1
485	возможна только	1	1
486	входя в	1	1
487	структуру и	1	1
488	картина мира	5	1
489	его жизни	2	1
490	с одной	7	1
491	таящая в	1	1
492	имеет значения	1	1
493	собственно о	1	1
494	к нему	5	1
495	не могло	2	1
496	и всю	1	1
497	нем не	1	1
498	суть не	1	1
499	складывается из	2	1
500	во втором	4	1
501	них в	1	1
502	вслед за	4	1
503	все время	1	1
504	не знаю	1	1
505	человека как	1	1
506	в него	1	1
507	в вечно	1	1
508	состояние и	1	1
509	одного из	4	1
510	будто бы	3	1
511	даже если	1	1
512	которое мы	1	1
513	историческом событии	2	1
514	ее смысл	1	1
515	было и	1	1
516	своей болезни	1	1
517	во времени	8	1
518	точка зрения	6	1
519	границу а	1	1
520	внимание что	1	1
521	отрешенный от	1	1
522	не входит	1	1
523	с нею	1	1
524	на всем	1	1
525	и у	1	1
526	уже в	3	1
527	как кажется	2	1
528	в понятие	1	1
529	слова не	1	1
530	а то	1	1
531	как единственно	1	1
532	его и	1	1
533	мы переходим	1	1
534	тоже в	1	1
535	что данный	1	1
536	одно из	2	1
537	не так	1	1
538	цели и	1	1
539	в конце	1	1
540	от тех	1	1
541	быть так	1	1
542	и никакой	2	1
543	поэтому и	1	1
544	вне ее	1	1
545	чем и	1	1
546	именно как	1	1
547	или иной	5	1
548	вовсе и	1	1
549	с другой	8	1
550	именно такова	1	1
551	и прежде	1	1
552	дело в	1	1
553	по всей	2	1
554	к ее	1	1
555	и знает	1	1
556	церкви и	1	1
557	однако и	1	1
558	как ни	2	1
559	и оно	1	1
560	затмение солнца	1	1
561	совершенно очевидно	2	1
562	мира в	5	1
563	то она	2	1
564	таковыми не	1	1
565	в связи	2	1
566	если это	1	1
567	отличается от	4	1
568	историю и	1	1
569	где эта	1	1
570	некоторые из	1	1
571	человека к	1	1
572	не удается	1	1
573	пространства и	1	1
574	в область	2	1
575	видит в	1	1
576	после его	1	1
577	наряду с	2	1
578	в той	6	1
579	в чистом	1	1
580	содержать в	1	1
581	быть только	1	1
582	по существу	2	1
583	ней не	1	1
584	исходя из	2	1
585	в состоянии	1	1
586	судьба или	1	1
587	в это	1	1
588	он от	1	1
589	события а	2	1
590	человека который	1	1
591	в субъекте	1	1
592	чрезвычайно важный	1	1
593	своей жизни	1	1
594	к двум	1	1
595	событие как	1	1
596	истории но	1	1
597	при всем	2	1
598	является ли	1	1
599	не является	8	1
600	слитых в	1	1
601	указать на	1	1
602	могло не	1	1
603	и от	1	1
604	так или	2	1
605	она может	2	1
606	в известном	2	1
607	место для	1	1
608	мира и	2	1
609	которая в	2	1
610	человек и	1	1
611	в другое	1	1
612	но также	1	1
613	на первый	2	1
614	но обязательно	1	1
615	как того	1	1
616	есть уже	1	1
617	третьей и	2	1
618	хотя в	2	1
619	на фоне	1	1
620	вопрос как	1	1
621	жизни в	3	1
622	нами не	2	1
623	становления и	1	1
624	не знает	1	1
625	не быть	1	1
626	поскольку речь	1	1
627	остается как	1	1
628	что понятие	1	1
629	поведения в	2	1
630	не верят	1	1
631	включает в	2	1
632	в современной	1	1
633	как переход	1	1
634	о себе	1	1
635	во сне	1	1
636	как результат	1	1
