N	3gram	Losev_Prob_2	FransuaR
1	в то же	4	9
2	в том числе	2	4
3	то есть в	2	4
4	в конце концов	7	4
5	так и в	1	3
6	в том что	4	3
7	более или менее	4	2
8	имеем в виду	2	2
9	о том как	1	2
10	в этом отношении	1	2
11	то что в	1	2
12	том числе и	2	2
13	можно было бы	2	2
14	это прежде всего	1	2
15	и в его	1	2
16	и есть то	2	2
17	мы имеем в	1	2
18	в свое время	1	2
19	в тот момент	1	1
20	что иное как	3	1
21	пространстве и времени	2	1
22	что в этом	1	1
23	на самом деле	2	1
24	есть прежде всего	4	1
25	себе и в	2	1
26	то же самое	5	1
27	все что является	1	1
28	на первый план	3	1
29	по себе и	2	1
30	но и в	3	1
31	на самом же	1	1
32	из самых важных	1	1
33	что в нем	1	1
34	в известной мере	1	1
35	в первых двух	1	1
36	а в конце	1	1
37	понять значение как	1	1
38	что все это	1	1
39	что в конце	1	1
40	то обстоятельство что	1	1
41	в ней уже	1	1
42	не что иное	3	1
43	содержит в себе	2	1
44	в данном случае	5	1
45	не только в	2	1
46	к самому предмету	1	1
47	имеет ничего общего	2	1
48	и в отношении	1	1
49	и в этом	3	1
50	о том что	14	1
51	в этих словах	1	1
52	в том или	1	1
53	мы здесь не	1	1
54	в связи с	5	1
55	по содержанию своему	2	1
56	вовсе не являются	1	1
57	а только в	1	1
58	о котором мы	1	1
59	то есть только	2	1
60	и до наших	1	1
61	и по своему	2	1
62	есть не что	3	1
63	не есть нечто	1	1
64	во всяком случае	10	1
65	тем самым и	1	1
66	это и есть	2	1
67	ничего общего с	2	1
68	и тем самым	1	1
69	с самого начала	2	1
70	как мы уже	1	1
71	и прежде всего	2	1
72	самом же деле	1	1
73	друг от друга	2	1
74	в этом смысле	5	1
75	в другом случае	1	1
76	мы не знаем	1	1
77	по этому поводу	2	1
78	так что в	2	1
79	свою роль в	1	1
80	в себе в	2	1
81	свидетельствует о том	1	1
82	том или ином	2	1
83	но в них	1	1
84	не имеет ничего	2	1
