N	2gram	Losev_Prob_2	Mirosoze
1	и в	35	46
2	в нем	1	22
3	может быть	18	21
4	в этом	17	20
5	не только	24	18
6	и не	37	18
7	никогда не	1	18
8	но и	16	15
9	не может	13	15
10	как и	5	13
11	а не	10	13
12	не есть	33	13
13	друг друга	1	12
14	прежде всего	11	12
15	потому что	13	12
16	не было	3	11
17	в ней	2	11
18	у нас	18	11
19	но в	6	10
20	в себе	5	10
21	он не	2	10
22	он был	1	9
23	не в	2	9
24	не знает	3	9
25	и есть	4	8
26	отношение к	1	8
27	в своем	4	8
28	на земле	1	8
29	так как	7	8
30	если нет	1	8
31	она не	3	8
32	переходит в	1	8
33	как бы	4	8
34	но это	6	8
35	как в	1	7
36	и к	3	7
37	в нашем	3	7
38	в этой	9	7
39	человек не	2	7
40	хотя бы	12	7
41	и потому	1	7
42	и для	6	7
43	что он	4	7
44	вопрос о	3	6
45	что это	1	6
46	он сам	3	6
47	и здесь	4	6
48	так же	5	6
49	того что	12	6
50	по преимуществу	2	5
51	то же	5	5
52	есть не	6	5
53	я не	1	5
54	друг к	2	5
55	совсем не	7	5
56	в самом	5	5
57	бы и	7	5
58	что она	4	5
59	что все	6	5
60	к другу	2	5
61	в отношении	4	5
62	в конце	7	5
63	есть прежде	4	5
64	и его	1	5
65	к тому	3	5
66	и это	5	5
67	это не	1	5
68	один из	3	5
69	в его	7	5
70	для того	3	5
71	то что	38	5
72	и все	5	5
73	также и	12	4
74	с его	1	4
75	у них	1	4
76	его на	1	4
77	думать что	1	4
78	том что	19	4
79	тому что	3	4
80	не имеет	7	4
81	из людей	1	4
82	того чтобы	2	4
83	только и	3	4
84	должны быть	1	4
85	что у	1	4
86	так и	7	4
87	для этого	3	4
88	уже не	8	4
89	вопроса о	1	4
90	что и	2	4
91	они не	1	4
92	до конца	1	4
93	самого себя	2	4
94	т е	1	4
95	что в	11	4
96	все что	3	4
97	смысле слова	7	3
98	же как	1	3
99	чтобы не	2	3
100	стали бы	1	3
101	это и	3	3
102	к другому	1	3
103	той же	2	3
104	и самого	4	3
105	и на	5	3
106	иное как	3	3
107	что нет	1	3
108	и она	1	3
109	в каждом	1	3
110	не будет	11	3
111	и с	10	3
112	в глубине	1	3
113	его в	3	3
114	с самим	3	3
115	на почве	1	3
116	ни в	6	3
117	в них	2	3
118	все равно	3	3
119	для чего	1	3
120	и тогда	1	3
121	не мог	1	3
122	в такой	2	3
123	что всякий	5	3
124	что было	1	3
125	не для	1	3
126	можно ли	6	3
127	что иное	3	3
128	и всегда	1	3
129	по своей	1	3
130	людей и	1	3
131	только с	2	3
132	себя и	1	3
133	не существует	6	3
134	если бы	4	3
135	с ним	1	3
136	о том	18	3
137	и во	1	3
138	и можно	3	3
139	что они	3	3
140	к которой	1	3
141	в том	12	3
142	только в	14	3
143	есть в	4	3
144	не так	2	3
145	тем что	4	3
146	от того	1	3
147	с другим	1	3
148	до сих	4	3
149	для человека	1	3
150	нет ничего	2	3
151	и нет	1	3
152	сих пор	4	3
153	и от	3	3
154	лишь как	1	3
155	сказать что	24	3
156	не что	3	3
157	есть и	1	3
158	в своих	3	3
159	отношения к	1	2
160	в обычном	1	2
161	сам по	1	2
162	не имеют	1	2
163	тут в	1	2
164	с таким	1	2
165	в сфере	1	2
166	а для	1	2
167	для нашей	3	2
168	же начала	1	2
169	который может	1	2
170	не был	4	2
171	во всех	2	2
172	то он	1	2
173	есть по	2	2
174	себе и	2	2
175	она есть	1	2
176	нельзя было	3	2
177	в мысли	1	2
178	хотя и	3	2
179	в действительности	2	2
180	есть ли	1	2
181	от этого	1	2
182	то в	1	2
183	бы не	3	2
184	и тот	3	2
185	и те	1	2
186	если он	1	2
187	и если	3	2
188	одной и	2	2
189	на этом	1	2
190	с собой	1	2
191	еще более	2	2
192	тут не	1	2
193	лишь в	3	2
194	если я	2	2
195	чем в	1	2
196	должно быть	2	2
197	не будут	1	2
198	в этих	4	2
199	точки зрения	2	2
200	другим и	1	2
201	нас не	3	2
202	ее в	1	2
203	место в	1	2
204	от его	2	2
205	и той	4	2
206	но эта	3	2
207	которые в	2	2
208	что есть	1	2
209	тогда когда	3	2
210	правда в	2	2
211	чем не	1	2
212	человека от	1	2
213	ничего не	10	2
214	жизни не	1	2
215	связи с	5	2
216	как будто	6	2
217	в основе	3	2
218	нет ни	1	2
219	всегда есть	1	2
220	оно не	3	2
221	самим собою	1	2
222	мысль о	2	2
223	можно было	5	2
224	еще в	2	2
225	по себе	8	2
226	и возможно	1	2
227	вот почему	1	2
228	и поэтому	2	2
229	и та	1	2
230	и что	13	2
231	как ее	1	2
232	нас в	3	2
233	к нему	2	2
234	все время	1	2
235	подобно тому	2	2
236	которое было	1	2
237	но с	1	2
238	тот же	4	2
239	я даже	1	2
240	бы его	2	2
241	между тем	1	2
242	так что	11	2
243	же и	2	2
244	со своим	1	2
245	уже в	3	2
246	себе в	2	2
247	много раз	1	2
248	не о	6	2
249	для сохранения	1	2
250	были бы	2	2
251	или иной	5	2
252	мы еще	3	2
253	что не	5	2
254	и люди	1	2
255	превращается в	1	2
256	и своего	1	2
257	не означает	1	2
258	такой степени	1	2
259	вместе с	2	2
260	к своему	1	2
261	такого рода	15	2
262	тому как	3	2
263	это есть	1	2
264	что же	9	2
265	да и	10	2
266	но для	1	2
267	в более	1	2
268	все внешнее	1	2
269	сознания и	2	2
270	но когда	1	2
271	и самое	1	2
272	бы в	3	2
273	быть и	2	2
274	а в	4	2
275	к самому	1	2
276	но этот	1	2
277	и эта	1	2
278	которых не	1	1
279	оно входит	1	1
280	отражается на	1	1
281	и то	10	1
282	самом деле	4	1
283	он может	1	1
284	только потому	1	1
285	бы для	1	1
286	мере в	2	1
287	до человеческого	1	1
288	из самых	2	1
289	ведь и	2	1
290	от которых	1	1
291	должна быть	1	1
292	это совершенно	2	1
293	мы не	7	1
294	что если	4	1
295	большую роль	2	1
296	даже до	1	1
297	но по	1	1
298	в учении	1	1
299	говорить о	10	1
300	это отношение	3	1
301	на практике	1	1
302	и ее	2	1
303	что существует	2	1
304	еще у	1	1
305	на них	1	1
306	быть никакого	1	1
307	определенный предмет	1	1
308	тем как	1	1
309	а следовательно	1	1
310	все будет	1	1
311	есть ни	3	1
312	форме но	2	1
313	и все-таки	3	1
314	значение и	8	1
315	только тогда	3	1
316	не все	4	1
317	если в	1	1
318	для всякой	1	1
319	нет и	3	1
320	человек мы	1	1
321	сама по	4	1
322	которые не	2	1
323	необходимо и	1	1
324	пустое и	1	1
325	мы дадим	1	1
326	с этим	5	1
327	мира в	1	1
328	он перестает	1	1
329	глубоким и	1	1
330	могли бы	3	1
331	и как	4	1
332	в каком-то	3	1
333	вносит в	1	1
334	не быть	1	1
335	многие из	1	1
336	для которого	1	1
337	в целом	3	1
338	формы в	1	1
339	все эти	7	1
340	во многих	2	1
341	раз в	1	1
342	отношение между	2	1
343	ничего и	1	1
344	бы только	1	1
345	только один	3	1
346	на то	6	1
347	в первых	1	1
348	если для	1	1
349	все другие	2	1
350	все те	1	1
351	перестает быть	3	1
352	когда это	1	1
353	из сферы	1	1
354	есть та	1	1
355	вообще он	1	1
356	ведь не	1	1
357	что нужно	1	1
358	отношений между	1	1
359	и окончательное	1	1
360	не могли	1	1
361	в плане	2	1
362	что ни	1	1
363	может существовать	1	1
364	имел бы	1	1
365	всех своих	1	1
366	но все	2	1
367	что является	1	1
368	же не	1	1
369	то чтобы	2	1
370	они должны	1	1
371	сознание и	2	1
372	в другом	1	1
373	об этом	2	1
374	их и	1	1
375	и менее	1	1
376	входит в	2	1
377	которая ничего	1	1
378	было бы	8	1
379	он есть	1	1
380	но потом	1	1
381	и тем	4	1
382	самостоятельное значение	4	1
383	не соответствует	1	1
384	от всякой	2	1
385	то остается	1	1
386	он несет	1	1
387	она и	2	1
388	с тем	3	1
389	эту тему	2	1
390	и уже	1	1
391	которой он	4	1
392	с такой	1	1
393	как угодно	3	1
394	в чистом	3	1
395	принадлежит в	1	1
396	потому и	1	1
397	на себя	1	1
398	перед собой	1	1
399	но я	1	1
400	бы на	1	1
401	но если	4	1
402	будет в	2	1
403	что такое	18	1
404	и без	5	1
405	только самых	1	1
406	уже к	1	1
407	прийти к	2	1
408	всего только	1	1
409	в другое	1	1
410	существует для	1	1
411	в которых	1	1
412	должны были	3	1
413	то так	1	1
414	и более	5	1
415	их в	4	1
416	же такое	4	1
417	нас к	1	1
418	иной раз	3	1
419	есть небытие	1	1
420	но они	1	1
421	человека но	2	1
422	из нас	1	1
423	для каждого	4	1
424	как о	3	1
425	она существует	1	1
426	и именно	1	1
427	же его	2	1
428	форма не	1	1
429	та или	2	1
430	о пределах	1	1
431	следовательно и	1	1
432	о природе	1	1
433	учения о	1	1
434	или как	2	1
435	или иная	2	1
436	есть то	5	1
437	и теперь	1	1
438	иванов и	1	1
439	сами не	1	1
440	и искусства	1	1
441	уже и	3	1
442	что на	4	1
443	а мы	1	1
444	при такой	2	1
445	не потому	1	1
446	не знали	1	1
447	представлять себе	1	1
448	в нее	2	1
449	есть у	1	1
450	в движении	1	1
451	есть показатель	1	1
452	в момент	1	1
453	не могут	4	1
454	лежит в	1	1
455	бы он	1	1
456	отличается от	2	1
457	как человек	1	1
458	все еще	4	1
459	или он	1	1
460	и слишком	2	1
461	несет с	1	1
462	для себя	9	1
463	от человека	1	1
464	не всякая	1	1
465	само понятие	2	1
466	как не	1	1
467	всего этого	1	1
468	к нам	1	1
469	человеческого сознания	1	1
470	говорили что	1	1
471	в пределах	1	1
472	глубине самого	1	1
473	роль в	2	1
474	и сам	2	1
475	на нее	1	1
476	вещи и	2	1
477	и каждый	1	1
478	о связи	1	1
479	чем все	1	1
480	мира и	1	1
481	думает что	1	1
482	на что	1	1
483	более ничего	1	1
484	будет уже	1	1
485	находится в	1	1
486	и нигде	1	1
487	а также	2	1
488	что такой	1	1
489	и который	1	1
490	может не	1	1
491	в значительной	3	1
492	это в	2	1
493	другого а	1	1
494	и только	4	1
495	тотчас же	2	1
496	тот момент	1	1
497	который так	1	1
498	из моментов	2	1
499	и об	1	1
500	но раз	1	1
501	только одной	1	1
502	ли он	3	1
503	в какой	1	1
504	но ни	1	1
505	и всю	1	1
506	это очень	1	1
507	за себя	1	1
508	в голове	2	1
509	не то	2	1
510	к существу	1	1
511	можно как	1	1
512	и хочет	1	1
513	своей целью	1	1
514	и чисто	1	1
515	слишком далеко	1	1
516	то одно	1	1
517	был бы	6	1
518	никто не	3	1
519	в пространстве	1	1
520	от тех	1	1
521	для них	3	1
522	но что	1	1
523	людей не	1	1
524	этом отношении	1	1
525	и всякий	3	1
526	котором в	1	1
527	это будет	3	1
528	как можно	1	1
529	являются все	1	1
530	возможно что	1	1
531	уже последние	1	1
532	обычном смысле	1	1
533	с другой	6	1
534	и прежде	2	1
535	а с	1	1
536	же о	3	1
537	своего собственного	5	1
538	и недостаточно	1	1
539	больше и	1	1
540	сомневался в	1	1
541	может ли	3	1
542	еще от	1	1
543	который с	1	1
544	о чем	6	1
545	на эту	2	1
546	представляется нам	1	1
547	ни на	1	1
548	можно будет	1	1
549	на самом	4	1
550	независимо от	2	1
551	требует от	1	1
552	приводит в	1	1
553	решение вопроса	1	1
554	по своему	5	1
555	без которых	3	1
556	на тот	2	1
557	в той	2	1
558	это за	2	1
559	а потом	1	1
560	о человеке	1	1
561	глубинные и	1	1
562	в тот	1	1
563	мыслится как	1	1
564	смысл в	1	1
565	и хотели	1	1
566	будет и	1	1
567	все это	4	1
568	есть знак	10	1
569	она должна	2	1
570	на большую	1	1
571	то при	1	1
572	себя эту	1	1
573	сознания что	1	1
574	той или	5	1
575	конце концов	7	1
576	мы должны	3	1
577	ведь есть	1	1
578	все они	1	1
579	ли сказать	2	1
580	от всякого	2	1
581	нем самом	1	1
582	была бы	1	1
583	для нашего	1	1
584	будет то	1	1
585	все исторические	1	1
586	из этого	2	1
587	всего как	1	1
588	в свое	1	1
589	а может	2	1
590	к этой	1	1
591	по поводу	2	1
592	к этому	1	1
593	как на	2	1
