N	2gram	Bakhtin_sl_1	Vladivir
1	и в	41	40
2	не только	16	25
3	и не	16	25
4	у него	3	24
5	то есть	26	24
6	том что	2	18
7	в том	3	18
8	но и	16	18
9	также и	3	17
10	в этом	12	16
11	в его	13	14
12	так что	2	14
13	не может	14	14
14	в виде	2	13
15	точки зрения	16	13
16	вовсе не	7	13
17	только в	6	13
18	сказать что	2	12
19	никогда не	3	11
20	потому что	2	11
21	таким образом	9	11
22	о том	3	11
23	не просто	1	10
24	ни в	1	10
25	тем не	1	10
26	и его	14	10
27	не есть	2	10
28	прежде всего	8	10
29	как раз	2	10
30	и потому	4	10
31	и то	2	9
32	уже не	2	9
33	в себе	3	9
34	и с	4	9
35	в своей	7	9
36	не менее	1	9
37	есть только	1	9
38	как мы	8	8
39	в своем	3	8
40	в этой	1	8
41	он не	3	8
42	не был	1	8
43	и что	1	8
44	а также	2	8
45	для него	3	8
46	может быть	14	8
47	а не	15	8
48	так же	2	8
49	а только	1	7
50	хотя и	2	7
51	и если	1	7
52	что все	2	7
53	как и	4	7
54	несмотря на	1	7
55	в то	14	7
56	что и	1	7
57	того что	3	7
58	так как	3	7
59	вместе с	1	7
60	к тому	3	7
61	а в	6	7
62	смысле слова	2	6
63	и на	14	6
64	кроме того	4	6
65	то в	2	6
66	с точки	8	6
67	в смысле	4	6
68	во всем	1	6
69	и это	1	6
70	и от	4	6
71	так и	11	6
72	и здесь	3	6
73	и даже	6	6
74	да и	1	6
75	но это	1	6
76	хотя бы	3	6
77	мы уже	2	5
78	в ней	4	5
79	в истории	3	5
80	более или	3	5
81	все эти	9	5
82	можно было	2	5
83	должно быть	2	5
84	или менее	3	5
85	но если	1	5
86	в отношении	6	5
87	дело в	1	5
88	для нас	2	5
89	ничего не	4	5
90	только и	1	5
91	у нас	2	5
92	с другой	5	5
93	только на	2	5
94	в одном	2	5
95	не было	3	5
96	в данном	3	5
97	между прочим	1	5
98	в самом	5	4
99	то же	14	4
100	и о	2	4
101	но даже	1	4
102	еще не	4	4
103	но не	2	4
104	все же	7	4
105	но в	8	4
106	бы и	3	4
107	на то	1	4
108	оно должно	1	4
109	есть все	1	4
110	было бы	3	4
111	здесь у	1	4
112	чем в	1	4
113	в котором	2	4
114	даже в	2	4
115	тому что	2	4
116	в каком	1	4
117	то время	2	4
118	не с	2	4
119	если мы	2	4
120	от того	1	4
121	здесь в	4	4
122	а с	2	4
123	до конца	12	4
124	однако и	1	4
125	и все	4	4
126	в течение	1	4
127	такого рода	2	4
128	по существу	3	4
129	в основном	3	4
130	в результате	3	4
131	есть и	1	4
132	же как	2	3
133	на самом	2	3
134	мы имеем	1	3
135	здесь не	2	3
136	бы то	1	3
137	не все	1	3
138	отличие от	1	3
139	за пределы	4	3
140	перед нами	4	3
141	и у	2	3
142	из этих	3	3
143	в нем	30	3
144	при этом	6	3
145	то ни	1	3
146	в качестве	3	3
147	это было	1	3
148	это не	6	3
149	далеко не	5	3
150	этого не	1	3
151	нисколько не	2	3
152	не столько	1	3
153	в отличие	1	3
154	не в	7	3
155	того чтобы	1	3
156	сводится к	1	3
157	все то	1	3
158	в духе	2	3
159	отличается от	1	3
160	всегда есть	1	3
161	оно не	6	3
162	в виду	1	3
163	с каким	1	3
164	смысле но	1	3
165	жизнь и	1	3
166	если бы	1	3
167	и вообще	2	3
168	находится в	1	3
169	к нему	5	3
170	и тем	2	3
171	с одной	4	3
172	вот что	1	3
173	и чисто	3	3
174	ни с	1	3
175	был бы	2	3
176	всяком случае	5	3
177	и только	1	3
178	именно в	3	3
179	мы видели	1	3
180	одной стороны	4	3
181	как бы	12	3
182	и для	4	3
183	же в	1	3
184	и эта	2	3
185	как на	1	3
186	в таком	1	3
187	во всяком	7	3
188	в этот	1	2
189	по преимуществу	4	2
190	не имеют	1	2
191	с таким	1	2
192	есть не	1	2
193	мы не	2	2
194	в сущности	13	2
195	время как	2	2
196	мы и	2	2
197	не нужно	1	2
198	он был	1	2
199	за свое	1	2
