N	2gram	Tiupa_Hudo_1	Komedia
1	и в	19	26
2	в комедии	2	19
3	едва ли	1	14
4	v в	1	14
5	и не	15	14
6	и его	12	12
7	к тому	4	12
8	так и	11	12
9	тому же	1	11
10	может быть	14	11
11	в том	18	11
12	в этом	11	10
13	но и	10	10
14	столь же	1	9
15	том что	8	9
16	если бы	3	9
17	вместе с	1	9
18	что в	6	9
19	было бы	1	8
20	и на	2	7
21	не только	16	7
22	что и	2	7
23	из них	1	7
24	ли не	1	7
25	еще не	3	6
26	в своем	2	6
27	о том	2	6
28	в нем	5	6
29	таким образом	3	6
30	в то	6	6
31	того чтобы	2	6
32	потому что	3	6
33	и здесь	1	6
34	то что	4	6
35	в которой	2	5
36	с его	6	5
37	что он	3	5
38	так что	1	5
39	в истории	1	5
40	для того	2	5
41	а затем	1	5
42	ни в	5	5
43	один из	2	5
44	действующих лиц	1	5
45	в качестве	24	5
46	более чем	1	4
47	хотя и	3	4
48	в самом	5	4
49	что это	1	4
50	в целом	3	4
51	из этих	3	4
52	с их	2	4
53	это было	1	4
54	в них	2	4
55	как и	2	4
56	в этих	3	4
57	место в	4	4
58	тому что	2	4
59	не менее	3	4
60	не по	1	4
61	как будто	1	4
62	как мы	1	4
63	его в	2	4
64	восходит к	1	4
65	между тем	4	4
66	в его	9	4
67	только в	5	4
68	до нас	1	4
69	же в	1	4
70	так как	1	4
71	у него	1	4
72	что для	1	4
73	прежде всего	4	4
74	мира в	2	4
75	в частности	13	4
76	как это	5	4
77	о его	1	4
78	и для	2	4
79	и от	1	4
80	одной из	2	4
81	точки зрения	10	4
82	например в	3	3
83	в котором	1	3
84	то же	10	3
85	в их	5	3
86	той же	1	3
87	того же	2	3
88	что его	1	3
89	во всех	3	3
90	как правило	2	3
91	но не	11	3
92	по отношению	9	3
93	как в	2	3
94	но в	7	3
95	со своей	3	3
96	так или	3	3
97	в этой	2	3
98	друг другу	1	3
99	в каждом	1	3
100	могла бы	2	3
101	но если	1	3
102	не имеет	1	3
103	в самой	2	3
104	же время	5	3
105	связи с	1	3
106	и сам	1	3
107	в поле	1	3
108	то время	1	3
109	и поэтому	1	3
110	к нему	3	3
111	дело с	1	3
112	себя в	7	3
113	никто не	2	3
114	представить себе	1	3
115	тем что	1	3
116	или иначе	4	3
117	не было	1	3
118	о чем	2	3
119	в связи	1	3
120	и особенно	2	3
121	из которых	1	3
122	отношению к	9	3
123	войны и	1	3
124	с этой	1	3
125	все это	2	3
126	или в	2	3
127	а в	12	3
128	в своей	5	3
129	жизни и	1	3
130	того времени	1	3
131	по поводу	1	3
132	том числе	2	3
133	не может	7	3
134	одним из	1	2
135	и есть	1	2
136	перед лицом	3	2
137	в первом	1	2
138	из его	1	2
139	мы имеем	6	2
140	говорить о	3	2
141	не вполне	2	2
142	в виду	5	2
143	есть для	1	2
144	бы то	1	2
145	в ее	5	2
146	чем это	2	2
147	и другие	2	2
148	если в	1	2
149	отличие от	7	2
150	отнюдь не	2	2
151	и я	1	2
152	идет о	1	2
153	в одной	1	2
154	самом начале	1	2
155	имеет в	1	2
156	в действительности	1	2
157	с той	1	2
158	бы и	1	2
159	художественного мышления	1	2
160	жизни так	1	2
161	в нашем	2	2
162	роль в	1	2
163	двух других	1	2
164	что она	2	2
165	не следует	4	2
166	он не	4	2
167	всем законам	1	2
168	в принципе	5	2
169	в силу	1	2
170	узнавания в	1	2
171	на этом	1	2
172	то ни	1	2
173	об этом	2	2
174	это не	2	2
175	этом смысле	3	2
176	на сцене	1	2
177	в это	1	2
178	как видно	1	2
179	не всегда	1	2
180	не более	1	2
181	в отличие	7	2
182	которые в	1	2
183	не в	7	2
184	в конце	1	2
185	однако в	4	2
186	вовсе не	2	2
187	даже в	3	2
188	одна из	2	2
189	в одном	2	2
190	не является	4	2
191	всего в	1	2
192	на это	1	2
193	и это	2	2
194	так в	4	2
195	и что	3	2
196	в мире	21	2
197	в состав	6	2
198	после того	1	2
199	времени в	2	2
200	под именем	1	2
201	мы понимаем	1	2
202	в другой	1	2
203	вслед за	1	2
204	наконец в	1	2
205	также в	1	2
206	с которыми	1	2
207	по содержанию	1	2
208	и дает	1	2
209	тот же	1	2
210	речь о	1	2
211	с ними	1	2
212	в какой	2	2
213	впрочем и	1	2
214	и ее	3	2
215	или его	1	2
216	теперь в	1	2
217	с одной	2	2
218	является не	1	2
219	одно из	2	2
220	у нее	1	2
221	отношение к	5	2
222	следует признать	1	2
223	рядом с	1	2
224	видно из	1	2
225	со стороны	2	2
226	и к	3	2
227	с другой	7	2
228	нового времени	2	2
229	одной стороны	2	2
230	а на	5	2
231	с которым	1	2
232	что из	1	2
233	если не	1	2
234	мы находим	1	2
235	по своему	2	2
236	в той	3	2
237	одновременно с	1	2
238	как бы	9	2
239	поле зрения	1	2
240	каждой из	1	2
241	бы в	1	2
242	ни было	1	2
243	от всех	1	2
244	к его	2	2
245	из этого	2	2
246	частности в	1	2
247	в драматическом	1	1
248	говоря о	3	1
249	отношения к	2	1
250	подлинным произведением	1	1
251	отделен от	1	1
252	или к	1	1
253	говорилось выше	1	1
254	мере в	1	1
255	общественном сознании	1	1
256	отношения между	1	1
257	и чрезвычайно	1	1
258	общественных отношений	1	1
259	по его	1	1
260	не происходит	1	1
261	которыми он	1	1
262	на первый	1	1
263	частности все	1	1
264	в сущности	1	1
265	всех без	3	1
266	в полной	1	1
267	в каждой	1	1
268	думаю что	1	1
269	собой в	1	1
270	между собой	2	1
271	все эти	2	1
272	в существовании	1	1
273	время в	1	1
274	в различных	1	1
275	в чем	2	1
276	и мира	1	1
277	во внешнем	1	1
278	в область	1	1
279	нет не	1	1
280	из окна	1	1
281	свою жизнь	2	1
282	конечном счете	5	1
283	друг от	1	1
284	первых десятилетий	1	1
285	в отсутствие	2	1
286	нередко в	1	1
287	первый взгляд	1	1
288	в рамках	8	1
289	в художественном	4	1
290	как к	2	1
291	как уже	2	1
292	более или	5	1
293	в герое	1	1
294	с нею	1	1
295	жизни в	2	1
296	для которого	2	1
297	шире и	1	1
298	но вы	1	1
299	из жизни	1	1
300	привести к	1	1
301	тем к	1	1
302	представляет собой	10	1
303	если мы	2	1
304	что автор	1	1
305	в себе	9	1
306	в театральном	1	1
307	корнями в	1	1
308	не могла	1	1
309	на его	1	1
310	время и	1	1
311	и более	2	1
312	не могли	1	1
313	впечатление от	1	1
314	в другом	3	1
315	бы быть	1	1
316	а по	1	1
317	самим собой	4	1
318	полной мере	1	1
319	входит в	4	1
320	в соответствии	1	1
321	по себе	2	1
322	в жизни	2	1
323	он же	1	1
324	соответствии с	1	1
325	он и	1	1
326	автора и	3	1
327	вместо него	1	1
328	над его	1	1
329	является его	1	1
330	с первых	1	1
331	или менее	5	1
332	от своего	2	1
333	свою речь	1	1
334	и без	1	1
335	между людьми	1	1
336	не столько	3	1
337	от его	1	1
338	значение для	1	1
339	только для	1	1
340	образом и	2	1
341	тем не	3	1
342	и меньше	1	1
343	их в	3	1
344	том же	1	1
345	игра случая	1	1
346	неизвестен и	1	1
347	и одной	1	1
348	с точки	3	1
349	тем самым	4	1
350	жизни между	1	1
351	с которой	1	1
352	из нас	1	1
353	она могла	1	1
354	от греч	1	1
355	в основе	4	1
356	переживания его	1	1
357	и внутренней	1	1
358	военных действий	1	1
359	иметь в	1	1
360	та или	1	1
361	вытекает из	2	1
362	однако если	2	1
363	никогда не	2	1
364	пойдет о	1	1
365	имеем дело	2	1
366	иными словами	1	1
367	и является	1	1
368	и теперь	1	1
369	сводится к	7	1
370	из того	1	1
371	что речь	1	1
372	и оказывается	1	1
373	в области	6	1
374	в каком	2	1
375	и некоторые	2	1
376	в динамике	1	1
377	отличается от	2	1
378	числе и	1	1
379	той или	4	1
380	частной жизни	2	1
381	поэт не	1	1
382	рода отношения	1	1
383	должен быть	1	1
384	для себя	2	1
385	от друга	1	1
386	ни одно	2	1
387	и служит	1	1
388	на основе	2	1
389	только при	1	1
390	его поступки	1	1
391	в собственном	1	1
392	мысль о	1	1
393	в себя	2	1
394	действия и	1	1
395	или для	1	1
396	в пределах	3	1
397	приводит к	5	1
398	времени и	2	1
399	том случае	1	1
400	и частной	1	1
401	в контексте	3	1
402	мог бы	3	1
403	разного рода	1	1
404	но у	1	1
405	о котором	1	1
406	не будучи	1	1
407	остановимся на	1	1
408	с ним	2	1
409	означает что	1	1
410	творческий путь	1	1
411	с человеком	1	1
412	не дай	1	1
413	в порядке	2	1
414	а также	5	1
415	возможна только	1	1
416	внимание на	1	1
417	за пределами	3	1
418	но мы	1	1
419	судьбы здесь	1	1
420	как ее	1	1
421	первого из	1	1
422	слова эти	1	1
423	этих двух	2	1
424	служит для	1	1
425	каждом из	1	1
426	в которую	1	1
427	говорить об	1	1
428	я думаю	2	1
429	нуждается в	1	1
430	во всей	3	1
431	выступает как	1	1
432	с матерью	1	1
433	в литературе	1	1
434	к которому	4	1
435	по своей	7	1
436	перед другом	1	1
437	обе эти	1	1
438	образов и	1	1
439	мы видим	1	1
440	к внутреннему	2	1
441	что даже	1	1
442	его чувства	1	1
443	и весьма	2	1
444	они могут	1	1
445	однако она	1	1
446	по этому	1	1
