N	4gram	Losev_Vlad_2	Problema
1	и тем не менее	1	3
2	или по крайней мере	2	2
3	не что иное как	1	2
4	себе отчет в том	1	2
5	взятый сам по себе	1	2
6	в то время как	1	2
7	отчет в том что	1	2
8	в самой общей форме	1	1
9	дело в том что	3	1
10	по крайней мере в	1	1
11	и в связи с	1	1
12	это тоже было бы	1	1
13	достаточно указать хотя бы	1	1
14	заключается не в том	1	1
15	также и то что	1	1
16	ни за что не	1	1
17	и в то же	1	1
18	взятое само по себе	1	1
19	это значит что каждая	1	1
20	указать хотя бы на	1	1
21	заключается в том что	2	1
22	не содержит в себе	1	1
23	отдавать себе отчет в	1	1
24	в последнее время в	1	1
25	приходит к выводу что	1	1
26	не говоря уже о	2	1
27	как мы сказали выше	1	1
