N	2gram	Bakhtin_Fr_2	Problema
1	и не	15	28
2	то есть	32	27
3	не только	17	24
4	только в	13	23
5	в виде	1	22
6	вовсе не	10	21
7	и в	49	20
8	в том	3	20
9	ни в	3	17
10	все эти	7	16
11	то что	6	15
12	потому что	1	15
13	точки зрения	6	14
14	было бы	3	14
15	но и	13	14
16	также и	3	13
17	перед нами	1	13
18	не в	1	13
19	даже и	2	13
20	в нашем	2	12
21	в себе	4	12
22	том что	4	12
23	не есть	1	12
24	с точки	5	11
25	прежде всего	19	11
26	и его	17	10
27	не менее	1	10
28	так и	6	10
29	в качестве	2	10
30	это значит	1	10
31	не является	1	10
32	в этом	15	9
33	может быть	5	9
34	и даже	2	9
35	все это	9	9
36	но в	4	8
37	содержит в	2	8
38	таким образом	7	8
39	если бы	1	8
40	что он	3	8
41	и все	3	8
42	во всяком	2	8
43	то же	7	7
44	в ней	2	7
45	еще не	2	7
46	и с	6	7
47	ясно что	1	7
48	это не	1	7
49	здесь не	2	7
50	хотя бы	1	7
51	есть в	2	7
52	с другой	4	7
53	именно в	6	7
54	сказать что	6	7
55	а не	1	7
56	и потому	5	7
57	такого рода	2	7
58	есть не	1	6
59	мы имеем	1	6
60	как символ	1	6
61	при этом	5	6
62	всех этих	3	6
63	об этом	1	6
64	как и	11	6
65	но если	1	6
66	и без	2	6
67	в виду	3	6
68	и вообще	3	6
69	что здесь	1	6
70	так что	1	6
71	по своему	1	6
72	но это	2	6
73	и от	1	6
74	для нас	1	6
75	другой стороны	3	6
76	на самом	2	5
77	действительности и	1	5
78	но не	5	5
79	как в	1	5
80	хотя и	2	5
81	в нем	9	5
82	да и	3	5
83	в них	13	5
84	в этих	4	5
85	и о	4	5
86	в ее	3	5
87	о том	3	5
88	можно сказать	2	5
89	жизни и	7	5
90	так как	6	5
91	здесь в	6	5
92	не может	7	5
93	вместе с	2	5
94	так же	2	5
95	в смысле	2	5
96	не существует	1	5
97	и ни	1	5
98	в целях	2	5
99	это и	2	4
100	но даже	2	4
101	без всякого	2	4
102	и есть	1	4
103	и наконец	1	4
104	уже в	5	4
105	в этой	10	4
106	которая является	1	4
107	времени и	6	4
108	с тем	1	4
109	несмотря на	3	4
110	в своей	5	4
111	всяком случае	2	4
112	в одном	3	4
113	в отношении	2	4
114	только не	1	4
115	в разных	1	4
116	в самой	2	4
117	указывает на	1	4
118	всегда есть	1	4
119	можно было	3	4
120	жизнь и	2	4
121	с ним	4	4
122	и во	4	4
123	во всех	6	4
124	одной из	2	4
125	и ее	1	4
126	ни с	1	4
127	что не	1	4
128	как бы	11	4
129	в художественном	2	4
130	однако не	1	4
131	как раз	1	4
132	и для	1	4
133	же в	3	4
134	а в	4	4
135	в то	6	4
136	в какой	1	4
137	самом деле	1	3
138	и этот	1	3
139	он как	2	3
140	но она	1	3
141	и на	17	3
142	он был	2	3
143	коем случае	1	3
144	чем же	1	3
145	в истории	6	3
146	в своем	5	3
147	и к	4	3
148	учение о	2	3
149	имеем в	2	3
150	нами здесь	1	3
151	но все	4	3
152	в другом	2	3
153	того или	1	3
154	из них	3	3
155	в новое	2	3
156	в жизни	4	3
157	связи с	2	3
158	вплоть до	2	3
159	как о	1	3
160	правда в	1	3
161	самой жизни	1	3
162	в коем	1	3
163	в области	4	3
164	к тому	1	3
165	образы и	1	3
166	себе в	2	3
167	как мы	7	3
168	другими словами	3	3
169	в буквальном	1	3
170	к нему	3	3
171	в его	18	3
172	что и	1	3
173	то для	1	3
174	конечно не	1	3
175	в начале	5	3
176	а это	1	3
177	здесь мы	1	3
178	для него	9	3
179	себе и	2	3
180	мы можем	2	3
181	тем что	4	3
182	для того	1	3
183	не было	4	3
184	еще и	1	3
185	если не	1	3
186	в связи	2	3
187	ни на	1	3
188	независимо от	1	3
189	из которых	1	3
190	это произведение	2	3
191	или иного	1	3
192	это есть	1	3
193	и более	4	3
194	в условиях	2	3
195	это уже	1	3
196	сознания и	2	3
197	и как	1	3
198	мы должны	2	3
199	все они	1	3
200	совершенно не	2	3
201	является и	1	3
202	что в	2	3
203	и весьма	1	2
204	мы здесь	2	2
205	и то	1	2
206	по преимуществу	2	2
207	в которой	1	2
208	они могут	1	2
209	не вполне	1	2
210	и он	1	2
211	значительной мере	1	2
212	в чем	1	2
213	за пределы	2	2
214	что они	2	2
215	относится к	5	2
216	что во	1	2
217	стороны и	1	2
218	все же	7	2
219	и где	1	2
220	со своей	1	2
221	человеческого сознания	1	2
222	что к	1	2
223	только один	1	2
224	на его	2	2
225	он не	1	2
226	перестает быть	2	2
227	в корне	1	2
228	с ее	3	2
229	том чтобы	1	2
230	новое и	1	2
231	на земле	3	2
232	не теряет	1	2
233	на все	3	2
234	на этой	2	2
235	его в	1	2
236	но именно	3	2
237	кажется что	1	2
238	этом мы	1	2
239	для них	2	2
240	далеко не	3	2
241	в котором	1	2
242	мы находим	4	2
243	не будем	1	2
244	не понимает	1	2
245	самое время	1	2
246	есть именно	1	2
247	того же	1	2
248	но они	3	2
249	дело в	1	2
250	здесь на	1	2
251	того чтобы	2	2
252	он с	1	2
253	и по	1	2
254	к ней	2	2
255	во всем	3	2
256	свидетельствуют о	1	2
257	однако это	1	2
258	есть только	1	2
259	во все	2	2
260	они и	1	2
261	для себя	1	2
262	и это	3	2
263	в совершенно	1	2
264	в пределах	2	2
265	и совершенно	1	2
266	и когда	1	2
267	можно только	1	2
268	для этого	1	2
269	там же	2	2
270	в значительной	3	2
271	на всех	1	2
272	с его	5	2
273	вся эта	1	2
274	этот последний	1	2
275	в литературе	6	2
276	тот же	5	2
277	с ними	1	2
278	очень много	2	2
279	со всеми	2	2
280	эти образы	3	2
281	только на	1	2
282	эти и	1	2
283	является не	1	2
284	функций в	1	2
285	за ним	1	2
286	никто не	2	2
287	в конце	2	2
288	о которых	1	2
289	же деле	1	2
290	этих образов	2	2
291	выходит за	1	2
292	в самом	3	2
293	и прежде	2	2
294	как же	1	2
295	говорит о	1	2
296	как именно	2	2
297	в меру	2	2
298	к своему	1	2
299	xix века	2	2
300	самом же	1	2
301	здесь конечно	1	2
302	еще более	1	2
303	будто бы	1	2
304	жизни в	3	2
305	с ней	1	2
306	в частности	1	2
307	всех других	2	2
308	успех и	1	1
309	значения этого	1	1
310	новое время	1	1
311	как известно	2	1
312	говоря о	1	1
313	одним из	2	1
314	человека и	3	1
315	связана с	3	1
316	дело вовсе	1	1
317	в эстетике	2	1
318	художественных произведений	1	1
319	силы и	1	1
320	и насилия	1	1
321	перед лицом	2	1
322	тем же	1	1
323	и до	4	1
324	он всегда	1	1
325	что эти	1	1
326	случае нельзя	1	1
327	в году	13	1
328	входящих в	1	1
329	здесь нам	1	1
330	что вся	1	1
331	отношении они	1	1
332	на первом	3	1
333	единство и	1	1
334	науки и	1	1
335	вторая часть	1	1
336	от всякого	1	1
337	и глубокие	1	1
338	таковы прежде	1	1
339	почти исключительно	1	1
340	мы и	1	1
341	жизни это	3	1
342	переплетается с	1	1
343	и самого	1	1
344	начало и	1	1
345	на них	1	1
346	не был	3	1
347	время в	1	1
348	и связь	1	1
349	и человеческой	1	1
350	или во	1	1
351	здесь имеем	1	1
352	и всего	1	1
353	сущности и	1	1
354	к нам	1	1
355	мы будем	1	1
356	жить и	4	1
357	с самой	1	1
358	только потому	1	1
359	значение и	1	1
360	присутствует в	1	1
361	должны были	1	1
362	отношение к	8	1
363	образов но	2	1
364	от одной	1	1
365	символ веры	2	1
366	чем мы	2	1
367	выйти из	1	1
368	как к	2	1
369	это был	2	1
370	понять и	2	1
371	всего как	1	1
372	духа и	3	1
373	в противоположность	2	1
374	даже еще	1	1
375	них как	1	1
376	для которого	3	1
377	в целом	1	1
378	таковы например	2	1
379	он в	1	1
380	жизни так	1	1
381	бы не	1	1
382	из этих	5	1
383	еще далеко	1	1
384	думать что	2	1
385	с их	6	1
386	и будущее	1	1
387	этого образа	1	1
388	и те	1	1
389	на то	2	1
390	в единстве	1	1
391	такие которые	1	1
392	на площади	2	1
393	которые находятся	1	1
394	лжи и	1	1
395	и еще	2	1
396	в первую	2	1
397	никакому сомнению	1	1
398	в силу	1	1
