N	3gram	Propp_Isto_7	RusskieA
1	в том что	4	15
2	и т д	16	9
3	состоит в том	1	8
4	вместе с тем	1	6
5	в этом случае	1	5
6	как мы увидим	1	5
7	и в других	2	4
8	в связи с	1	4
9	о том что	5	4
10	к тому что	1	4
11	как и другие	2	3
12	с точки зрения	1	3
13	а иногда и	1	3
14	мы не можем	2	3
15	тем не менее	4	3
16	к этому же	1	2
17	для наших целей	1	2
18	но и на	1	2
19	можно сделать из	1	2
20	но это не	2	2
21	что это делалось	1	2
22	один из них	1	2
23	выводы можно сделать	1	2
24	и потому что	1	2
25	все же не	1	2
26	не только у	1	2
27	но тем не	2	2
28	мы увидим ниже	1	2
29	не только на	1	2
30	но все же	2	2
31	с тем и	1	2
32	в большинстве случаев	1	2
33	после того как	2	2
34	объяснение мы должны	1	1
35	что сам он	1	1
36	хотя и не	1	1
37	мы увидим еще	1	1
38	только потому что	1	1
39	сказать что в	1	1
40	это вытекает из	1	1
41	по этому вопросу	1	1
42	это означает что	1	1
43	по отношению к	1	1
44	точно так же	2	1
45	только у греков	1	1
46	в тех случаях	4	1
47	не совсем так	1	1
48	дело не только	1	1
49	т д и	1	1
50	из самых распространенных	1	1
51	же как и	1	1
52	и он же	1	1
53	ниже мы увидим	1	1
54	все эти случаи	2	1
55	это делалось для	1	1
56	мы должны признать	1	1
57	связанные с этим	1	1
58	и та же	1	1
59	без сомнения говорит	1	1
60	что в сказке	2	1
61	независимо от того	1	1
62	эти случаи показывают	1	1
63	и т п	1	1
64	так же в	1	1
65	имеем ту же	1	1
66	можно было бы	1	1
67	эта связь не	1	1
68	на этот вопрос	2	1
69	у других народов	1	1
70	как можно больше	1	1
71	говорит о том	1	1
72	в заупокойном культе	1	1
73	и у других	1	1
74	так как он	2	1
75	и другие виды	1	1
76	что она считала	1	1
77	тогда как в	1	1
78	т е в	2	1
79	очень интересный и	1	1
80	имеется очень много	1	1
81	не кто-нибудь другой	1	1
82	обращает на себя	1	1
83	у него нет	1	1
84	д т е	1	1
85	не только в	5	1
86	не единственная форма	1	1
87	по существу в	1	1
88	есть и другие	2	1
89	других так например	1	1
90	т е с	1	1
91	же она не	1	1
92	о том чтобы	1	1
93	во всех этих	6	1
94	для нас особенно	1	1
95	мы имеем здесь	1	1
96	можно согласиться с	1	1
97	одна и та	1	1
98	а не кто-нибудь	1	1
99	по содержанию своему	1	1
100	так же как	4	1
101	только о том	1	1
102	это не совсем	1	1
103	здесь мы имеем	2	1
104	жизнь но и	1	1
105	мы уже знаем	3	1
106	все же она	1	1
107	дело так что	1	1
108	необходимо указать что	1	1
109	в то время	2	1
110	т д т	1	1
111	объяснение этого обычая	1	1
112	и здесь следует	1	1
113	никак не может	1	1
114	так как это	1	1
115	вопрос о том	1	1
116	или может быть	1	1
117	во второй половине	1	1
118	не по существу	1	1
119	совершенно очевидно что	1	1
120	в этих случаях	10	1
121	тех случаях когда	3	1
122	как мы уже	1	1
123	мы видим что	3	1
124	как в других	1	1
125	приводит нас к	1	1
126	для нас не	1	1
127	как и в	2	1
128	что и в	2	1
129	один из самых	1	1
130	мы увидим что	2	1
131	в данном случае	3	1
132	как мы видели	1	1
133	если предположить что	1	1
