N	2gram	Tiupa_Disk_2	Psycholo
1	в том	8	37
2	и в	16	32
3	и что	1	22
4	то есть	12	21
5	том что	10	21
6	потому что	4	21
7	таким образом	1	21
8	в искусстве	1	21
9	то что	5	21
10	что в	5	20
11	может быть	16	18
12	точки зрения	4	17
13	что и	2	17
14	не может	9	17
15	самом деле	1	16
16	в басне	3	15
17	то же	6	13
18	в этом	16	13
19	при этом	17	13
20	что он	2	13
21	в самом	1	12
22	не только	10	12
23	в основе	4	11
24	когда он	1	10
25	с точки	2	10
26	но и	11	10
27	как и	16	10
28	и не	15	10
29	как в	8	9
30	никогда не	2	9
31	тем что	1	9
32	в своих	6	9
33	на деле	1	8
34	с таким	2	8
35	той же	2	8
36	не в	3	8
37	не менее	7	8
38	того что	1	8
39	поэзии и	1	7
40	в сущности	1	7
41	и как	3	7
42	все эти	3	7
43	такой же	2	7
44	и его	3	7
45	как будто	3	7
46	к тому	1	7
47	только в	3	7
48	а не	14	7
49	сказать что	1	7
50	в этой	4	6
51	он не	3	6
52	формы и	1	6
53	о том	4	6
54	как бы	4	6
55	художественного произведения	1	5
56	и на	5	5
57	только на	1	5
58	далеко не	2	5
59	все это	2	5
60	в то	5	5
61	в ней	2	5
62	и даже	1	5
63	отнюдь не	6	5
64	этом отношении	4	5
65	как на	3	5
66	же как	2	4
67	есть не	1	4
68	мы имеем	2	4
69	столь же	3	4
70	в чем	1	4
71	есть по	1	4
72	все же	6	4
73	с той	2	4
74	в целом	2	4
75	в нем	7	4
76	к одному	1	4
77	одной и	1	4
78	и с	2	4
79	в жизни	1	4
80	несмотря на	1	4
81	в данном	7	4
82	иначе говоря	3	4
83	и той	1	4
84	и более	1	4
85	того как	1	4
86	ничего не	1	4
87	как она	1	4
88	и до	1	4
89	что на	2	4
90	и для	2	4
91	могут быть	3	4
92	тем не	1	4
93	утверждать что	1	4
94	и это	2	4
95	данном случае	6	4
96	и сам	1	4
97	о ней	1	4
98	никак не	1	4
99	между тем	2	4
100	в языке	2	4
101	из них	3	4
102	таким путем	1	4
103	в творчестве	3	4
104	как это	1	4
105	с этой	1	4
106	и все	3	4
107	а в	2	4
108	из этого	1	4
109	жизни и	3	4
110	например в	3	3
111	и то	4	3
112	приходит к	1	3
113	мы не	1	3
114	во всех	1	3
115	но в	11	3
116	в поэзии	1	3
