N	2gram	Bakhtin_Fr_6	Komedia
1	и в	41	22
2	по адресу	1	14
3	v в	1	13
4	том что	7	12
5	но и	13	11
6	в том	2	11
7	не только	10	10
8	в то	6	10
9	из них	5	10
10	как и	7	9
11	может быть	2	9
12	таким образом	17	8
13	о том	9	8
14	и его	13	8
15	в одном	5	8
16	и не	3	8
17	в этой	8	7
18	и других	1	7
19	из комедии	1	6
20	то же	5	6
21	и по	1	6
22	не в	4	6
23	в отношении	1	6
24	ни в	1	6
25	в конце	2	6
26	у аристофана	1	6
27	одного из	1	6
28	что он	6	6
29	а в	4	6
30	в которой	1	6
31	что в	7	6
32	до нас	5	5
33	в истории	2	5
34	как в	4	5
35	то время	1	5
36	на его	2	5
37	при этом	3	5
38	во время	9	5
39	iv в	1	5
40	потому что	3	5
41	мы встречаем	3	5
42	так и	5	5
43	еще в	5	5
44	и даже	4	5
45	между тем	2	5
46	один из	6	5
47	уже в	4	5
48	в его	7	5
49	прежде всего	10	5
50	с другой	4	5
51	этой комедии	1	5
52	нового времени	4	5
53	все это	11	5
54	другой стороны	2	5
55	из его	1	4
56	что они	2	4
57	но в	8	4
58	в нем	16	4
59	и вот	1	4
60	в другом	4	4
61	на протяжении	1	4
62	несмотря на	1	4
63	точки зрения	2	4
64	в котором	4	4
65	в их	1	4
66	одном из	1	4
67	так как	10	4
68	как мы	12	4
69	на него	1	4
70	можно судить	1	4
71	же время	5	4
72	ясно что	1	4
73	а также	5	4
74	что и	1	4
75	действующих лиц	1	4
76	мы можем	1	4
77	тем что	5	4
78	именно в	4	4
79	комедии с	1	4
80	и особенно	3	4
81	в результате	4	4
82	аристофана в	1	4
83	конце концов	1	4
84	по поводу	1	4
85	в году	6	3
86	мы не	2	3
87	и о	1	3
88	и на	9	3
89	в чем	3	3
90	с одной	4	3
91	в этом	12	3
92	все же	4	3
93	хотя и	2	3
94	и как	4	3
95	в целом	1	3
96	да и	1	3
97	он не	2	3
98	и богатство	1	3
99	и с	16	3
100	его в	1	3
101	в них	7	3
102	на основании	1	3
103	место в	1	3
104	не менее	1	3
105	даже в	4	3
106	по отношению	1	3
107	того как	1	3
108	к этим	3	3
109	казалось бы	1	3
110	ничего не	1	3
111	на землю	1	3
112	этом отношении	3	3
113	у нас	4	3
114	могут быть	1	3
115	и сам	3	3
116	во второй	1	3
117	после того	1	3
118	там же	1	3
119	в частности	2	3
120	и одновременно	1	3
121	в образе	6	3
122	тот же	4	3
123	одной из	3	3
124	только в	3	3
125	и у	2	3
126	в начале	3	3
127	отношение к	1	3
128	у него	7	3
129	каждый из	2	3
130	как раз	2	3
131	к которому	1	3
132	так же	5	3
133	как это	2	3
134	изображен в	1	3
135	одной стороны	4	3
136	не удалось	1	3
137	не мог	3	3
138	здесь в	9	3
139	и все	9	3
140	г и	1	3
141	отношению к	1	3
142	как известно	2	2
143	к людям	1	2
144	того же	4	2
145	тех же	2	2
146	здесь и	8	2
147	ту же	1	2
148	из всех	1	2
149	в сущности	8	2
150	принадлежит к	1	2
151	он был	4	2
152	тем как	1	2
153	вскоре после	1	2
154	либо как	1	2
155	за пределы	2	2
156	к сожалению	1	2
157	чем же	1	2
158	наряду с	1	2
159	несколько раз	1	2
160	что к	1	2
161	что касается	1	2
162	наиболее ярких	1	2
163	что по	1	2
164	в противоположность	1	2
165	и хотя	1	2
166	представленная в	1	2
167	со своей	1	2
168	в самом	10	2
169	раз в	2	2
170	в себе	5	2
171	в первой	3	2
172	если они	1	2
173	на этом	2	2
174	связанные с	1	2
175	в число	1	2
176	на все	3	2
177	в уже	1	2
178	было бы	3	2
179	и тем	1	2
180	эти годы	1	2
181	были в	1	2
182	мы видели	2	2
183	или менее	1	2
184	в следующем	1	2
185	но он	5	2
186	не раз	1	2
187	правда в	1	2
188	одна из	1	2
189	ему и	1	2
190	как будто	1	2
191	в области	2	2
192	всего этого	1	2
193	в себя	1	2
194	времени и	2	2
195	мог бы	1	2
196	для этого	2	2
197	собой и	1	2
198	нашей эры	4	2
199	образом в	2	2
200	и здесь	1	2
201	нас в	1	2
202	и во	2	2
203	от них	1	2
204	выступает с	1	2
205	в форме	2	2
206	раз на	1	2
207	указывает что	1	2
208	еще не	1	2
209	на сцену	2	2
210	по свидетельству	1	2
211	главным источником	1	2
212	именно на	4	2
213	в эти	2	2
214	для всех	1	2
215	а то	1	2
216	вовсе не	7	2
217	в других	1	2
